Species.Code,Site.Code,GS.Type,Abund,Avg.Max.Height..m.,Growth.rate,Shade.tolerance,Drought.tolerance,Tree.Shape,Flowering,Fruiting,Fall.Colour,Leaf.shape,Bark.texture
CGMOSN,S28,Row,1,20,1,3,5,3,0,1,0,2,2
GLTR,S28,Row,3,15,2,2,5,0,1,0,0,3,3
SYRE,S28,Row,2,7.5,1,2,3,0,0,1,1,2,1
ACPL,S29,Row,3,13.5,2,3,3,0,1,1,0,1,2
ACSA,S29,Row,8,18,2,4,3,0,1,1,0,1,2
MASY,S29,Row,1,10,2,2,3,0,0,0,0,2,3
PIPU,S29,Row,2,13.5,0,3,3,1,1,1,1,5,3
TIERWR,S29,Row,1,30.5,1,3,4,0,0,1,0,2,2
ACPL,S3,Row,15,13.5,2,3,3,0,1,1,0,1,2
GYDI,S3,Row,3,20.5,1,3,4,0,1,1,0,3,3
ULMI,S3,Row,2,24.3,2,3,3,0,1,1,0,2,2
ULXXFR,S3,Row,1,12.2,1,4,4,4,1,1,0,2,2
ACPL,S30,Row,4,13.5,2,3,3,0,1,1,0,1,2
ACSA,S30,Row,2,18,2,4,3,0,1,1,0,1,2
AMGR,S30,Row,1,6.5,0,3,3,4,0,0,0,2,1
AMLA,S30,Row,1,6.5,1,3,3,4,0,0,0,2,2
FRAM,S30,Row,1,19.5,2,2,3,0,1,1,0,3,2
FRPE,S30,Row,1,16.5,2,3,4,0,1,1,0,3,2
GLTR,S30,Row,4,15,2,2,5,0,1,0,0,3,3
MABA,S30,Row,2,8.5,1,2,3,0,0,0,0,2,3
MGAC,S30,Row,1,19.5,2,3,2,1,1,1,0,2,2
PHAM,S30,Row,1,11.5,1,2,5,0,1,1,0,3,2
ULMI,S30,Row,1,24.3,2,3,3,0,1,1,0,2,2
ACPL,S31,Row,2,13.5,2,3,3,0,1,1,0,1,2
ACRU,S31,Row,1,15,2,4,2,0,0,1,0,1,3
ACSA,S31,Row,13,18,2,4,3,0,1,1,0,1,2
GLTR,S31,Row,1,15,2,2,5,0,1,0,0,3,3
PIGL,S31,Row,1,15,1,5,3,1,1,1,1,5,3
PIPU,S31,Row,1,13.5,0,3,3,1,1,1,1,5,3
QUMA,S31,Row,1,22.5,1,3,4,0,1,1,0,1,2
ACSA,S32,Row,16,18,2,4,3,0,1,1,0,1,2
GIBI,S32,Row,1,19.5,0,2,4,0,1,0,0,1,2
PIPU,S32,Row,3,13.5,0,3,3,1,1,1,1,5,3
TIAM,S32,Row,1,21,1,4,3,0,0,1,0,2,2
ACMIMO,S33,Row,1,13.5,1,3,4,0,1,1,0,1,3
ACPL,S33,Row,11,13.5,2,3,3,0,1,1,0,1,2
ACPLCK,S33,Row,1,13.7,1,4,3,0,1,1,0,1,2
ACSA,S33,Row,2,18,2,4,3,0,1,1,0,1,2
GLTR,S33,Row,2,15,2,2,5,0,1,0,0,3,3
PIGL,S33,Row,1,15,1,5,3,1,1,1,1,5,3
QURU,S33,Row,1,20.5,2,3,3,0,1,1,0,1,2
TICO,S33,Row,1,19.5,1,5,3,1,0,1,0,2,2
ACSA,S34,Row,1,18,2,4,3,0,1,1,0,1,2
BEAL,S34,Row,1,20.5,1,3,3,0,1,1,0,2,3
FRAM,S34,Row,1,19.5,2,2,3,0,1,1,0,3,2
FRPE,S34,Row,3,16.5,2,3,4,0,1,1,0,3,2
GLTR,S34,Row,1,15,2,2,5,0,1,0,0,3,3
JUCO,S34,Row,1,2.3,0,2,4,3,1,0,1,5,3
SYRE,S34,Row,1,7.5,1,2,3,0,0,1,1,2,1
ACNE,S35,Row,1,12,2,4,4,0,1,1,0,3,3
ACPL,S35,Row,2,13.5,2,3,3,0,1,1,0,1,2
ACSA,S35,Row,2,18,2,4,3,0,1,1,0,1,2
CEOC,S35,Row,4,15,2,3,4,0,1,0,0,2,2
FASY,S35,Row,1,16.5,1,5,3,0,1,0,0,2,1
GLTR,S35,Row,1,15,2,2,5,0,1,0,0,3,3
MABA,S35,Row,1,8.5,1,2,3,0,0,0,0,2,3
MASY,S35,Row,1,10,2,2,3,0,0,0,0,2,3
PNST,S35,Row,1,19.5,2,3,3,1,1,0,1,5,2
TICO,S35,Row,2,19.5,1,5,3,1,0,1,0,2,2
ULPU,S35,Row,2,18,2,3,4,0,1,1,0,2,2
ACPL,S36,Row,1,13.5,2,3,3,0,1,1,0,1,2
ACSA,S36,Row,2,18,2,4,3,0,1,1,0,1,2
FRPE,S36,Row,9,16.5,2,3,4,0,1,1,0,3,2
GLTR,S36,Row,2,15,2,2,5,0,1,0,0,3,3
ACPL,S37,Row,10,13.5,2,3,3,0,1,1,0,1,2
CEOC,S37,Row,1,15,2,3,4,0,1,0,0,2,2
GLTR,S37,Row,2,15,2,2,5,0,1,0,0,3,3
SYRE,S37,Row,1,7.5,1,2,3,0,0,1,1,2,1
ULPU,S37,Row,1,18,2,3,4,0,1,1,0,2,2
ACPL,S38,Row,2,13.5,2,3,3,0,1,1,0,1,2
CEOC,S38,Row,1,15,2,3,4,0,1,0,0,2,2
GLTR,S38,Row,1,15,2,2,5,0,1,0,0,3,3
PRDO,S38,Row,1,9,1,2,3,0,0,0,0,2,1
SYRE,S38,Row,1,7.5,1,2,3,0,0,1,1,2,1
BENI,S39,Row,1,16.5,2,2,2,0,1,1,1,2,3
CEOC,S39,Row,3,15,2,3,4,0,1,0,0,2,2
GLTR,S39,Row,1,15,2,2,5,0,1,0,0,3,3
OSVI,S39,Row,1,10,0,5,4,0,0,1,0,2,3
SYRE,S39,Row,1,7.5,1,2,3,0,0,1,1,2,1
TICO,S39,Row,8,19.5,1,5,3,1,0,1,0,2,2
ACPL,S4,Row,3,13.5,2,3,3,0,1,1,0,1,2
FRPE,S4,Row,4,16.5,2,3,4,0,1,1,0,3,2
GLTR,S4,Row,2,15,2,2,5,0,1,0,0,3,3
TICO,S4,Row,4,19.5,1,5,3,1,0,1,0,2,2
ACPL,S40,Row,5,13.5,2,3,3,0,1,1,0,1,2
ACSA,S40,Row,1,18,2,4,3,0,1,1,0,1,2
ACSC,S40,Row,1,20.5,1,5,3,0,1,1,0,1,2
GLTR,S40,Row,1,15,2,2,5,0,1,0,0,3,3
MABA,S40,Row,1,8.5,1,2,3,0,0,0,0,2,3
PNRE,S40,Row,1,19.5,1,2,3,0,1,1,1,5,3
QURO,S40,Row,1,15,1,2,3,0,1,1,0,1,2
ULMI,S40,Row,1,24.3,2,3,3,0,1,1,0,2,2
ACPL,S41,Row,12,13.5,2,3,3,0,1,1,0,1,2
ACSA,S41,Row,2,18,2,4,3,0,1,1,0,1,2
FRPE,S41,Row,1,16.5,2,3,4,0,1,1,0,3,2
PIGL,S41,Row,1,15,1,5,3,1,1,1,1,5,3
QUPA,S41,Row,1,19.5,1,2,3,1,1,1,0,1,2
SYRE,S41,Row,1,7.5,1,2,3,0,0,1,1,2,1
ACPL,S42,Row,2,13.5,2,3,3,0,1,1,0,1,2
ACSA,S42,Row,11,18,2,4,3,0,1,1,0,1,2
PIPU,S42,Row,1,13.5,0,3,3,1,1,1,1,5,3
ULPU,S42,Row,2,18,2,3,4,0,1,1,0,2,2
ACPL,S43,Row,2,13.5,2,3,3,0,1,1,0,1,2
CEOC,S43,Row,1,15,2,3,4,0,1,0,0,2,2
PHAM,S43,Row,1,11.5,1,2,5,0,1,1,0,3,2
PRVISC,S43,Row,1,7.6,2,3,3,0,0,0,0,2,1
QUMA,S43,Row,1,22.5,1,3,4,0,1,1,0,1,2
QUROFA,S43,Row,1,16.8,1,2,3,1,1,1,0,1,2
TICO,S43,Row,11,19.5,1,5,3,1,0,1,0,2,2
ACPL,S44,Row,9,13.5,2,3,3,0,1,1,0,1,2
ACPLCK,S44,Row,1,13.7,1,4,3,0,1,1,0,1,2
ACSA,S44,Row,1,18,2,4,3,0,1,1,0,1,2
AEHI,S44,Row,1,19,1,4,3,0,0,1,0,4,3
GLTR,S44,Row,1,15,2,2,5,0,1,0,0,3,3
PIPU,S44,Row,3,13.5,0,3,3,1,1,1,1,5,3
PRMAJE,S44,Row,1,12.2,1,2,2,0,0,0,0,2,1
QUAL,S44,Row,1,19.5,0,3,4,1,1,1,0,1,3
TICO,S44,Row,4,19.5,1,5,3,1,0,1,0,2,2
ULPU,S44,Row,1,18,2,3,4,0,1,1,0,2,2
ACPL,S45,Row,1,13.5,2,3,3,0,1,1,0,1,2
ACSA,S45,Row,3,18,2,4,3,0,1,1,0,1,2
BEAL,S45,Row,1,20.5,1,3,3,0,1,1,0,2,3
CTSP,S45,Row,1,15,2,2,5,0,0,0,0,2,3
GIBI,S45,Row,1,19.5,0,2,4,0,1,0,0,1,2
PRVI,S45,Row,1,8.5,1,3,3,0,0,0,0,2,1
TICO,S45,Row,8,19.5,1,5,3,1,0,1,0,2,2
ACPL,S46,Row,3,13.5,2,3,3,0,1,1,0,1,2
ACSA,S46,Row,9,18,2,4,3,0,1,1,0,1,2
AMGR,S46,Row,1,6.5,0,3,3,4,0,0,0,2,1
CTSP,S46,Row,1,15,2,2,5,0,0,0,0,2,3
GLTR,S46,Row,3,15,2,2,5,0,1,0,0,3,3
MABA,S46,Row,2,8.5,1,2,3,0,0,0,0,2,3
QURO,S46,Row,1,15,1,2,3,0,1,1,0,1,2
QURU,S46,Row,1,20.5,2,3,3,0,1,1,0,1,2
ULAM,S46,Row,1,21,2,3,4,0,1,1,0,2,3
ACPL,S47,Row,5,13.5,2,3,3,0,1,1,0,1,2
ACSA,S47,Row,2,18,2,4,3,0,1,1,0,1,2
MASY,S47,Row,1,10,2,2,3,0,0,0,0,2,3
MGKO,S47,Row,1,10.5,0,3,3,0,0,1,0,2,1
SOAU,S47,Row,1,9,1,3,3,3,0,0,0,3,1
SOXA,S47,Row,1,6,1,3,3,3,0,1,0,3,1
TICO,S47,Row,9,19.5,1,5,3,1,0,1,0,2,2
ACFR,S48,Row,1,15,2,2,3,1,1,1,0,1,2
ACPL,S48,Row,2,13.5,2,3,3,0,1,1,0,1,2
ACSA,S48,Row,2,18,2,4,3,0,1,1,0,1,2
MACO,S48,Row,2,7.6,2,3,3,0,0,0,0,2,3
PNNI,S48,Row,1,16.8,1,2,4,1,1,1,1,5,3
TICO,S48,Row,14,19.5,1,5,3,1,0,1,0,2,2
ACPL,S49,Row,2,13.5,2,3,3,0,1,1,0,1,2
ACSA,S49,Row,2,18,2,4,3,0,1,1,0,1,2
TICO,S49,Row,8,19.5,1,5,3,1,0,1,0,2,2
ACPL,S5,Row,6,13.5,2,3,3,0,1,1,0,1,2
ACSA,S5,Row,2,18,2,4,3,0,1,1,0,1,2
ACSC,S5,Row,2,20.5,1,5,3,0,1,1,0,1,2
PRCENE,S5,Row,2,5.5,0,3,3,0,0,0,0,2,2
TIAM,S5,Row,2,21,1,4,3,0,0,1,0,2,2
TICO,S5,Row,7,19.5,1,5,3,1,0,1,0,2,2
ACPL,S50,Row,1,13.5,2,3,3,0,1,1,0,1,2
ACSA,S50,Row,1,18,2,4,3,0,1,1,0,1,2
FRPE,S50,Row,6,16.5,2,3,4,0,1,1,0,3,2
MABA,S50,Row,1,8.5,1,2,3,0,0,0,0,2,3
ACFR,S51,Row,3,15,2,2,3,1,1,1,0,1,2
ACPL,S51,Row,8,13.5,2,3,3,0,1,1,0,1,2
ACSA,S51,Row,2,18,2,4,3,0,1,1,0,1,2
AEGL,S51,Row,1,9,1,4,3,0,0,1,0,4,3
FRPE,S51,Row,1,16.5,2,3,4,0,1,1,0,3,2
GIBI,S51,Row,2,19.5,0,2,4,0,1,0,0,1,2
LQSTMO,S51,Row,1,15,1,2,3,1,1,1,0,2,2
QUAL,S51,Row,1,19.5,0,3,4,1,1,1,0,1,3
TICO,S51,Row,1,19.5,1,5,3,1,0,1,0,2,2
TITO,S51,Row,1,18,2,4,3,0,0,1,0,2,2
ACSA,S52,Row,1,18,2,4,3,0,1,1,0,1,2
BENI,S52,Row,1,16.5,2,2,2,0,1,1,1,2,3
CEOC,S52,Row,1,15,2,3,4,0,1,0,0,2,2
FRPE,S52,Row,8,16.5,2,3,4,0,1,1,0,3,2
GIBI,S52,Row,2,19.5,0,2,4,0,1,0,0,1,2
PIPU,S52,Row,1,13.5,0,3,3,1,1,1,1,5,3
QURU,S52,Row,1,20.5,2,3,3,0,1,1,0,1,2
ULPU,S52,Row,2,18,2,3,4,0,1,1,0,2,2
ACPL,S53,Row,3,13.5,2,3,3,0,1,1,0,1,2
ACPLCK,S53,Row,1,13.7,1,4,3,0,1,1,0,1,2
FRPE,S53,Row,4,16.5,2,3,4,0,1,1,0,3,2
GIBI,S53,Row,3,19.5,0,2,4,0,1,0,0,1,2
ACGI,S54,Row,1,4.5,1,3,3,0,1,1,0,1,3
ACMIMO,S54,Row,1,13.5,1,3,4,0,1,1,0,1,3
ACPL,S54,Row,1,13.5,2,3,3,0,1,1,0,1,2
ACSA,S54,Row,1,18,2,4,3,0,1,1,0,1,2
CEOC,S54,Row,1,15,2,3,4,0,1,0,0,2,2
FRPE,S54,Row,5,16.5,2,3,4,0,1,1,0,3,2
PIPU,S54,Row,1,13.5,0,3,3,1,1,1,1,5,3
PIRU,S54,Row,1,19.5,0,5,3,1,1,1,1,5,3
THOC,S54,Row,1,15,0,4,3,1,1,1,1,5,3
ULMI,S54,Row,1,24.3,2,3,3,0,1,1,0,2,2
ACGI,S55,Row,1,4.5,1,3,3,0,1,1,0,1,3
ACPL,S55,Row,5,13.5,2,3,3,0,1,1,0,1,2
ACSA,S55,Row,3,18,2,4,3,0,1,1,0,1,2
GLTR,S55,Row,2,15,2,2,5,0,1,0,0,3,3
LITU,S55,Row,1,24,1,2,3,0,0,1,0,1,2
MABA,S55,Row,1,8.5,1,2,3,0,0,0,0,2,3
MCAM,S55,Row,1,7.5,0,2,5,0,0,1,1,3,3
QUPA,S55,Row,1,19.5,1,2,3,1,1,1,0,1,2
THOC,S55,Row,3,15,0,4,3,1,1,1,1,5,3
ACPL,S56,Row,4,13.5,2,3,3,0,1,1,0,1,2
ACSA,S56,Row,3,18,2,4,3,0,1,1,0,1,2
ACTA,S56,Row,1,5.5,1,4,4,0,1,1,0,2,2
CACA,S56,Row,1,7.5,0,5,2,0,1,1,0,2,1
FRPE,S56,Row,4,16.5,2,3,4,0,1,1,0,3,2
ULMI,S56,Row,1,24.3,2,3,3,0,1,1,0,2,2
ACPL,S57,Row,8,13.5,2,3,3,0,1,1,0,1,2
ACSA,S57,Row,6,18,2,4,3,0,1,1,0,1,2
CTSP,S57,Row,1,15,2,2,5,0,0,0,0,2,3
QURU,S57,Row,1,20.5,2,3,3,0,1,1,0,1,2
TIAM,S57,Row,1,21,1,4,3,0,0,1,0,2,2
ACPL,S58,Row,5,13.5,2,3,3,0,1,1,0,1,2
ACSA,S58,Row,1,18,2,4,3,0,1,1,0,1,2
CEOC,S58,Row,1,15,2,3,4,0,1,0,0,2,2
GLTR,S58,Row,1,15,2,2,5,0,1,0,0,3,3
MABA,S58,Row,1,8.5,1,2,3,0,0,0,0,2,3
ACSA,S59,Row,1,18,2,4,3,0,1,1,0,1,2
CGMOSN,S59,Row,1,20,1,3,5,3,0,1,0,2,2
CGPU,S59,Row,1,7.6,1,4,4,0,0,1,0,2,2
GLTR,S59,Row,4,15,2,2,5,0,1,0,0,3,3
TICO,S59,Row,2,19.5,1,5,3,1,0,1,0,2,2
ULPU,S59,Row,3,18,2,3,4,0,1,1,0,2,2
GLTR,S6,Row,1,15,2,2,5,0,1,0,0,3,3
ACPL,S60,Row,2,13.5,2,3,3,0,1,1,0,1,2
ACPLCK,S60,Row,1,13.7,1,4,3,0,1,1,0,1,2
ACSA,S60,Row,1,18,2,4,3,0,1,1,0,1,2
FASYRI,S60,Row,1,15.2,1,5,3,2,1,0,0,2,1
FRAM,S60,Row,1,19.5,2,2,3,0,1,1,0,3,2
QUMA,S60,Row,1,22.5,1,3,4,0,1,1,0,1,2
TICO,S60,Row,1,19.5,1,5,3,1,0,1,0,2,2
ACPL,S61,Row,3,13.5,2,3,3,0,1,1,0,1,2
ACSA,S61,Row,2,18,2,4,3,0,1,1,0,1,2
FRPE,S61,Row,4,16.5,2,3,4,0,1,1,0,3,2
MABA,S61,Row,1,8.5,1,2,3,0,0,0,0,2,3
MASY,S61,Row,1,10,2,2,3,0,0,0,0,2,3
PIPU,S61,Row,1,13.5,0,3,3,1,1,1,1,5,3
PNMU,S61,Row,1,5.5,0,2,5,3,1,1,1,5,3
PYCA,S61,Row,2,12,2,2,5,1,0,0,0,2,2
SOAU,S61,Row,1,9,1,3,3,3,0,0,0,3,1
ACFR,S62,Row,1,15,2,2,3,1,1,1,0,1,2
ACPL,S62,Row,1,13.5,2,3,3,0,1,1,0,1,2
ACSA,S62,Row,2,18,2,4,3,0,1,1,0,1,2
CEOC,S62,Row,1,15,2,3,4,0,1,0,0,2,2
FRPE,S62,Row,3,16.5,2,3,4,0,1,1,0,3,2
GLTR,S62,Row,1,15,2,2,5,0,1,0,0,3,3
OSVI,S62,Row,2,10,0,5,4,0,0,1,0,2,3
QURO,S62,Row,1,15,1,2,3,0,1,1,0,1,2
QURU,S62,Row,1,20.5,2,3,3,0,1,1,0,1,2
ACPL,S63,Row,1,13.5,2,3,3,0,1,1,0,1,2
ACSA,S63,Row,4,18,2,4,3,0,1,1,0,1,2
ACSC,S63,Row,1,20.5,1,5,3,0,1,1,0,1,2
BEAL,S63,Row,1,20.5,1,3,3,0,1,1,0,2,3
FRPE,S63,Row,3,16.5,2,3,4,0,1,1,0,3,2
LAKA,S63,Row,2,18,2,2,3,1,1,1,0,5,3
PIPU,S63,Row,1,13.5,0,3,3,1,1,1,1,5,3
QUBI,S63,Row,1,16.5,1,3,4,0,1,1,0,1,3
QURU,S63,Row,1,20.5,2,3,3,0,1,1,0,1,2
ROPS,S63,Row,1,12,2,1,5,0,0,1,0,3,2
TIERWR,S63,Row,1,30.5,1,3,4,0,0,1,0,2,2
ACFR,S64,Row,1,15,2,2,3,1,1,1,0,1,2
ACPL,S64,Row,7,13.5,2,3,3,0,1,1,0,1,2
ACSA,S64,Row,3,18,2,4,3,0,1,1,0,1,2
AECABR,S64,Row,1,10.5,0,3,3,0,0,1,1,4,3
AMCA,S64,Row,1,4,1,3,3,4,0,0,0,2,1
AMLA,S64,Row,1,6.5,1,3,3,4,0,0,0,2,2
BENI,S64,Row,1,16.5,2,2,2,0,1,1,1,2,3
CTSP,S64,Row,1,15,2,2,5,0,0,0,0,2,3
FRPE,S64,Row,1,16.5,2,3,4,0,1,1,0,3,2
MCAM,S64,Row,1,7.5,0,2,5,0,0,1,1,3,3
PHAM,S64,Row,1,11.5,1,2,5,0,1,1,0,3,2
QURU,S64,Row,1,20.5,2,3,3,0,1,1,0,1,2
TICO,S64,Row,1,19.5,1,5,3,1,0,1,0,2,2
ULMI,S64,Row,1,24.3,2,3,3,0,1,1,0,2,2
ULXXHO,S64,Row,2,18.3,2,2,3,0,1,1,0,2,2
ACGI,S65,Row,1,4.5,1,3,3,0,1,1,0,1,3
ACMIMO,S65,Row,1,13.5,1,3,4,0,1,1,0,1,3
AMCA,S65,Row,1,4,1,3,3,4,0,0,0,2,1
FRPE,S65,Row,11,16.5,2,3,4,0,1,1,0,3,2
MABA,S65,Row,1,8.5,1,2,3,0,0,0,0,2,3
MCAM,S65,Row,1,7.5,0,2,5,0,0,1,1,3,3
QUBI,S65,Row,1,16.5,1,3,4,0,1,1,0,1,3
ACFR,S66,Row,2,15,2,2,3,1,1,1,0,1,2
ACSC,S66,Row,2,20.5,1,5,3,0,1,1,0,1,2
CACA,S66,Row,2,7.5,0,5,2,0,1,1,0,2,1
GIBI,S66,Row,1,19.5,0,2,4,0,1,0,0,1,2
MABA,S66,Row,1,8.5,1,2,3,0,0,0,0,2,3
PIOM,S66,Row,1,16.5,0,5,3,1,1,1,1,5,3
ACMIMO,S67,Row,1,13.5,1,3,4,0,1,1,0,1,3
ACPL,S67,Row,11,13.5,2,3,3,0,1,1,0,1,2
MABA,S67,Row,1,8.5,1,2,3,0,0,0,0,2,3
QUWARP,S67,Row,1,15.2,2,3,3,1,1,1,0,1,2
SYRE,S67,Row,1,7.5,1,2,3,0,0,1,1,2,1
ACFR,S68,Row,2,15,2,2,3,1,1,1,0,1,2
ACPL,S68,Row,10,13.5,2,3,3,0,1,1,0,1,2
ACSA,S68,Row,1,18,2,4,3,0,1,1,0,1,2
GIBI,S68,Row,1,19.5,0,2,4,0,1,0,0,1,2
SYRE,S68,Row,1,7.5,1,2,3,0,0,1,1,2,1
ULXXFR,S68,Row,1,12.2,1,4,4,4,1,1,0,2,2
ULXXHO,S68,Row,1,18.3,2,2,3,0,1,1,0,2,2
ACPL,S69,Row,8,13.5,2,3,3,0,1,1,0,1,2
GLTR,S69,Row,3,15,2,2,5,0,1,0,0,3,3
MABA,S69,Row,2,8.5,1,2,3,0,0,0,0,2,3
QUPA,S69,Row,1,19.5,1,2,3,1,1,1,0,1,2
QURO,S69,Row,1,15,1,2,3,0,1,1,0,1,2
QUROFA,S69,Row,1,16.8,1,2,3,1,1,1,0,1,2
ULMI,S69,Row,1,24.3,2,3,3,0,1,1,0,2,2
CEOC,S7,Row,6,15,2,3,4,0,1,0,0,2,2
TIAM,S7,Row,2,21,1,4,3,0,0,1,0,2,2
TICO,S7,Row,3,19.5,1,5,3,1,0,1,0,2,2
ACPL,S70,Row,11,13.5,2,3,3,0,1,1,0,1,2
ACSA,S70,Row,1,18,2,4,3,0,1,1,0,1,2
PHAM,S70,Row,1,11.5,1,2,5,0,1,1,0,3,2
QUROFA,S70,Row,1,16.8,1,2,3,1,1,1,0,1,2
QURU,S70,Row,2,20.5,2,3,3,0,1,1,0,1,2
SYRE,S70,Row,3,7.5,1,2,3,0,0,1,1,2,1
ACPL,S71,Row,8,13.5,2,3,3,0,1,1,0,1,2
ACPLCK,S71,Row,1,13.7,1,4,3,0,1,1,0,1,2
MABA,S71,Row,1,8.5,1,2,3,0,0,0,0,2,3
PIPU,S71,Row,1,13.5,0,3,3,1,1,1,1,5,3
QUAL,S71,Row,1,19.5,0,3,4,1,1,1,0,1,3
THOC,S71,Row,5,15,0,4,3,1,1,1,1,5,3
TICO,S71,Row,2,19.5,1,5,3,1,0,1,0,2,2
ULXXHO,S71,Row,1,18.3,2,2,3,0,1,1,0,2,2
ACPL,S72,Row,2,13.5,2,3,3,0,1,1,0,1,2
ACSA,S72,Row,1,18,2,4,3,0,1,1,0,1,2
GIBI,S72,Row,2,19.5,0,2,4,0,1,0,0,1,2
GLTR,S72,Row,1,15,2,2,5,0,1,0,0,3,3
PHAM,S72,Row,1,11.5,1,2,5,0,1,1,0,3,2
QURU,S72,Row,2,20.5,2,3,3,0,1,1,0,1,2
TIMOHG,S72,Row,1,9.1,0,4,2,0,0,1,0,2,2
ULMI,S72,Row,3,24.3,2,3,3,0,1,1,0,2,2
ACSA,S73,Row,16,18,2,4,3,0,1,1,0,1,2
MABA,S73,Row,1,8.5,1,2,3,0,0,0,0,2,3
PIPU,S73,Row,1,13.5,0,3,3,1,1,1,1,5,3
SYRE,S73,Row,1,7.5,1,2,3,0,0,1,1,2,1
ACPL,S74,Row,9,13.5,2,3,3,0,1,1,0,1,2
LITU,S74,Row,1,24,1,2,3,0,0,1,0,1,2
MABA,S74,Row,1,8.5,1,2,3,0,0,0,0,2,3
QUROFA,S74,Row,2,16.8,1,2,3,1,1,1,0,1,2
SYRE,S74,Row,1,7.5,1,2,3,0,0,1,1,2,1
THOC,S74,Row,1,15,0,4,3,1,1,1,1,5,3
ULMI,S74,Row,2,24.3,2,3,3,0,1,1,0,2,2
ACFR,S75,Row,1,15,2,2,3,1,1,1,0,1,2
ACPL,S75,Row,2,13.5,2,3,3,0,1,1,0,1,2
ACSA,S75,Row,10,18,2,4,3,0,1,1,0,1,2
GLTR,S75,Row,1,15,2,2,5,0,1,0,0,3,3
PIPU,S75,Row,3,13.5,0,3,3,1,1,1,1,5,3
ACFR,S76,Row,1,15,2,2,3,1,1,1,0,1,2
ACPL,S76,Row,4,13.5,2,3,3,0,1,1,0,1,2
ACSA,S76,Row,2,18,2,4,3,0,1,1,0,1,2
GIBI,S76,Row,1,19.5,0,2,4,0,1,0,0,1,2
PIPU,S76,Row,1,13.5,0,3,3,1,1,1,1,5,3
QURU,S76,Row,1,20.5,2,3,3,0,1,1,0,1,2
SYRE,S76,Row,1,7.5,1,2,3,0,0,1,1,2,1
ULMI,S76,Row,2,24.3,2,3,3,0,1,1,0,2,2
ACFR,S77,Row,3,15,2,2,3,1,1,1,0,1,2
ACMIMO,S77,Row,1,13.5,1,3,4,0,1,1,0,1,3
ACPL,S77,Row,10,13.5,2,3,3,0,1,1,0,1,2
GLTR,S77,Row,3,15,2,2,5,0,1,0,0,3,3
GYDI,S77,Row,1,20.5,1,3,4,0,1,1,0,3,3
QUBI,S77,Row,1,16.5,1,3,4,0,1,1,0,1,3
TICO,S77,Row,1,19.5,1,5,3,1,0,1,0,2,2
ULMI,S77,Row,1,24.3,2,3,3,0,1,1,0,2,2
ACPL,S78,Row,7,13.5,2,3,3,0,1,1,0,1,2
ACPLCK,S78,Row,1,13.7,1,4,3,0,1,1,0,1,2
ACSA,S78,Row,1,18,2,4,3,0,1,1,0,1,2
CEOC,S78,Row,6,15,2,3,4,0,1,0,0,2,2
ACPL,S79,Row,9,13.5,2,3,3,0,1,1,0,1,2
ACSA,S79,Row,1,18,2,4,3,0,1,1,0,1,2
QURU,S79,Row,18,20.5,2,3,3,0,1,1,0,1,2
CEOC,S8,Row,11,15,2,3,4,0,1,0,0,2,2
ACPL,S80,Row,3,13.5,2,3,3,0,1,1,0,1,2
QUROFA,S80,Row,3,16.8,1,2,3,1,1,1,0,1,2
QURU,S80,Row,18,20.5,2,3,3,0,1,1,0,1,2
ACPL,S81,Row,4,13.5,2,3,3,0,1,1,0,1,2
ACSA,S81,Row,1,18,2,4,3,0,1,1,0,1,2
ALGL,S81,Row,1,15,1,3,3,1,1,1,1,2,2
BENI,S81,Row,1,16.5,2,2,2,0,1,1,1,2,3
ACGI,S82,Row,1,4.5,1,3,3,0,1,1,0,1,3
ACPL,S82,Row,8,13.5,2,3,3,0,1,1,0,1,2
ACSA,S82,Row,4,18,2,4,3,0,1,1,0,1,2
CEOC,S82,Row,4,15,2,3,4,0,1,0,0,2,2
GLTR,S82,Row,1,15,2,2,5,0,1,0,0,3,3
QURU,S82,Row,1,20.5,2,3,3,0,1,1,0,1,2
ACPL,S83,Row,4,13.5,2,3,3,0,1,1,0,1,2
ACSA,S83,Row,3,18,2,4,3,0,1,1,0,1,2
BENI,S83,Row,1,16.5,2,2,2,0,1,1,1,2,3
GIBI,S83,Row,1,19.5,0,2,4,0,1,0,0,1,2
PIOM,S83,Row,1,16.5,0,5,3,1,1,1,1,5,3
PIPU,S83,Row,1,13.5,0,3,3,1,1,1,1,5,3
QURU,S83,Row,1,20.5,2,3,3,0,1,1,0,1,2
TIMOHG,S83,Row,1,9.1,0,4,2,0,0,1,0,2,2
ACPL,S84,Row,12,13.5,2,3,3,0,1,1,0,1,2
ACSA,S84,Row,4,18,2,4,3,0,1,1,0,1,2
AEGL,S84,Row,1,9,1,4,3,0,0,1,0,4,3
CTSP,S84,Row,1,15,2,2,5,0,0,0,0,2,3
GIBI,S84,Row,2,19.5,0,2,4,0,1,0,0,1,2
QURU,S84,Row,1,20.5,2,3,3,0,1,1,0,1,2
QUWARP,S84,Row,1,15.2,2,3,3,1,1,1,0,1,2
SYRE,S84,Row,1,7.5,1,2,3,0,0,1,1,2,1
TICO,S84,Row,2,19.5,1,5,3,1,0,1,0,2,2
ACPL,S85,Row,6,13.5,2,3,3,0,1,1,0,1,2
FRAM,S85,Row,2,19.5,2,2,3,0,1,1,0,3,2
