"","Subsite.Code","Basal.Area"
"84","C7",0.129577333333333
"85","C8",0.00529875
"86","C9",0.163855666666667
"87","CC2",0.378350375
"88","CC3",0.40839625
"89","CC4",0.1285045
"90","CC5",0.09604475
"91","CC6",0.074261
"92","CC7",0.048042
"93","CC8",0.0119450833333333
"94","CO1",0.0295068720930233
"95","CO2",0.0695734285714286
"96","CP1",0.002826
"97","CP2",0.0711995
"98","CSC1",0.0068393125
"99","CSC2",0.0019625
"100","CSC3",0.0029202
"101","CSC4",0.0405583333333333
"102","CSC5",0.002826
"103","CSC7",0.0063585
"104","CSC8",0.1677545
"105","CSC9",0.0792588333333333
"106","G5",0.146664166666667
"107","H1",0.11480625
"108","H2",0.0538196
"109","H3",0.1654623
"110","H4",0.0472682142857143
"111","H5",0.0622976
"112","H6",0.0503479375
"113","H7",0.00253816666666667
"114","IG1",0.2154726875
"115","IG2",0.1678801
"116","IG3",0.098753
"117","IG4",0.009577
"118","IG5",0.195334166666667
"119","IG7",0.0128216666666667
"120","J1",0.36883225
"121","J10",0.5671625
"122","J11",0.114590375
"123","J12",0.045216
"124","J14",0.005024
"125","J17",0.3228391
"126","J19",0.003709125
"127","J2",0.0572265
"128","J20",0.0239425
"129","J3",0.0206769
"130","J6",0.0239425
"131","J7",0.0131356666666667
"132","KP1",0.18561325
"133","KP10",0.0165140740740741
"134","KP2",0.0438187
"135","KP4",0.5750125
"136","KP5",0.02170525
"137","KP6",0.56154975
"138","KP7",0.0064036375
"139","KP8",0.0471785
"140","KP9",0.263538772727273
"141","KS1",0.003630625
"142","KS2",0.0275064
"143","LH10",0.01283475
"144","LH12",0.2296125
"145","LH2",0.0635065
"146","LH3",0.0522922142857143
"147","LH4",0.503185
"148","LH7",0.108173
"149","LH8",0.1745526
"150","LO1",0.100296833333333
"151","LO10",0.0231575
"152","LO100",0.1991545
"153","LO102",0.0643045833333333
"154","LO103",0.06174025
"155","LO104",0.19625
"156","LO105",0.037994
"157","LO108",0.138788
"158","LO109",0.0141823333333333
"159","LO11",0.05797225
"160","LO111",0.0415265
"161","LO112",0.1198695
"162","LO115",0.079285
"163","LO116",0.0245181666666667
"164","LO119",0.0955345
"165","LO12",0.0426255
"166","LO123",0.105163833333333
"167","LO125",0.1112345
"168","LO126",0.0283385
"169","LO128",0.008164
"170","LO13",0.092963625
"171","LO130",0.0145225
"172","LO131",0.236756
"173","LO132",0.15366375
"174","LO133",0.0733347
"175","LO134",0.2041785
"176","LO135",0.020096
"177","LO139",0.090746
"178","LO14",0.0155691666666667
"179","LO140",0.080384
"180","LO142",0.03646325
"181","LO143",0.0019625
"182","LO146",0.002826
"183","LO149",0.08811625
"184","LO15",0.067981
"185","LO152",0.0417881666666667
"186","LO153",0.09361125
"187","LO154",0.05593125
"188","LO155",0.246620833333333
"189","LO156",0.0898737777777778
"190","LO158",0.20461025
"191","LO161",0.0019625
"192","LO162",0.0708227
"193","LO163",0.009949875
"194","LO167",0.0019625
"195","LO17",0.1319585
"196","LO171",0.02869175
"197","LO18",0.3316625
"198","LO19",0.03473625
"199","LO2",0.0789553
"200","LO22",0.070355625
"201","LO24",0.064841
"202","LO25",0.033617625
"203","LO26",0.0580115
"204","LO28",0.0019625
"205","LO29",0.2139125
"206","LO3",0.0300341
"207","LO30",0.179660333333333
"208","LO32",0.079913
"209","LO33",0.0531445
"210","LO34",0.0205931666666667
"211","LO35",0.0283385
"212","LO36",0.00365025
"213","LO37",0.094671
"214","LO38",0.0019625
"215","LO39",0.0094985
"216","LO4",0.189368166666667
"217","LO43",0.056343375
"218","LO44",0.0708855
"219","LO45",0.0467598333333333
"220","LO48",0.00867425
"221","LO49",0.2406025
"222","LO5",0.580586
"223","LO50",0.08811625
"224","LO54",0.095828875
"225","LO56",0.0063585
"226","LO58",0.082837125
"227","LO59",0.0852771666666667
"228","LO6",0.0220585
"229","LO60",0.0019625
"230","LO63",0.133136
"231","LO64",0.0328915
"232","LO65",0.143471833333333
"233","LO66",0.477594
"234","LO67",0.0603665
"235","LO68",0.05353209375
"236","LO7",0.0019625
"237","LO71",0.138474
"238","LO72",0.0132665
"239","LO75",0.07822525
"240","LO76",0.101736
"241","LO77",0.039564
"242","LO80",0.166454888888889
"243","LO81",0.0132665
"244","LO83",0.045216
"245","LO84",0.09251225
"246","LO85",0.075517
"247","LO86",0.020253
"248","LO89",0.09643725
"249","LO90",0.0322809444444444
"250","LO91",0.024197625
"251","LO92",0.175526
"252","LO93",0.212264
"253","LO94",0.09596625
"254","LO95",0.0274226666666667
"255","LO96",0.011304
"256","LO97",0.07065
"257","LO98",0.123035666666667
"258","LO99",0.079854125
"259","S1",0.235443305555556
"260","S10",0.200845269230769
"261","S100",0.18040771875
"262","S101",0.280349666666667
"263","S102",0.13931395
"264","S103",0.273741275
"265","S104",0.188193045454545
"266","S105",0.18149514
"267","S106",0.417917473684211
"268","S107",0.158951285714286
"269","S108",0.327406678571429
"270","S109",0.223981433333333
"271","S11",0.150621875
"272","S12",0.3141864375
"273","S13",0.300324178571429
"274","S14",0.33761378125
"275","S15",0.288161423076923
"276","S16",0.241302961538462
"277","S17",0.353556863636364
"278","S18",0.3059773
"279","S19",0.180513769230769
"280","S2",0.332655294117647
"281","S20",0.2347935
"282","S21",0.0968840961538462
"283","S22",0.181312571428571
"284","S23",0.2002692
"285","S24",0.1570785
"286","S25",0.301270923076923
"287","S26",0.240471666666667
"288","S27",0.128201714285714
"289","S28",0.202519533333333
"290","S29",0.309153933333333
"291","S3",0.172834571428571
"292","S30",0.0861516842105263
"293","S31",0.39567925
"294","S32",0.34491030952381
"295","S33",0.132668925
"296","S34",0.136537666666667
"297","S35",0.191941222222222
"298","S36",0.167059214285714
"299","S37",0.166174033333333
"300","S38",0.112425083333333
"301","S39",0.219386566666667
"302","S4",0.1996255
"303","S40",0.189839166666667
"304","S41",0.23773725
"305","S42",0.42943915625
"306","S43",0.361134888888889
"307","S44",0.216769217391304
"308","S45",0.38675478125
"309","S46",0.280398431818182
"310","S47",0.239860675
"311","S48",0.211921454545455
"312","S49",0.291261166666667
"313","S5",0.15886530952381
"314","S50",0.1460885
"315","S51",0.279003952380952
"316","S52",0.235712411764706
"317","S53",0.111370090909091
"318","S54",0.281770142857143
"319","S55",0.1664985
"320","S56",0.251385035714286
"321","S57",0.227368323529412
"322","S58",0.3260105
"323","S59",0.24142675
"324","S6",0.080384
"325","S60",0.1789015
"326","S61",0.12422134375
"327","S62",0.238736615384615
"328","S63",0.276477
"329","S64",0.1244126875
"330","S65",0.167422029411765
"331","S66",0.00436111111111111
"332","S67",0.153305266666667
"333","S68",0.220437235294118
"334","S69",0.0848862058823529
"335","S7",0.202380136363636
"336","S70",0.127413763157895
"337","S71",0.18248895
"338","S72",0.101367653846154
"339","S73",0.294403921052632
"340","S74",0.171697970588235
"341","S75",0.423281235294118
"342","S76",0.134506730769231
"343","S77",0.130594095238095
"344","S78",0.0676460666666667
"345","S79",0.137243232142857
"346","S8",0.0832885
"347","S80",0.123055291666667
"348","S81",0.198033071428571
"349","S82",0.194411447368421
"350","S83",0.224214115384615
"351","S84",0.26597998
"352","S85",0.205656916666667
"353","S86",0.241609916666667
"354","S87",0.2002240625
"355","S88",0.38861915625
"356","S89",0.18294425
"357","S9",0.198790545454545
"358","S90",0.12083505
"359","S91",0.236769083333333
"360","S92",0.3828445
"361","S93",0.197548818181818
"362","S94",0.161134333333333
"363","S95",0.14383555
"364","S96",0.06779946875
"365","S97",0.2895551
"366","S98",0.115390868421053
"367","S99",0.136177875
"368","SM1",0.0244789166666667
"369","SM10",0.1703921
"370","SM11",0.2464272
"371","SM13",0.053909875
"372","SM15",0.0495222857142857
"373","SM16",0.158118625
"374","SM18",0.0063585
"375","SM19",0.2198
"376","SM2",0.00785
"377","SM20",0.0473355
"378","SM4",0.0685217777777778
"379","SM5",0.107414166666667
"380","SM6",0.216398333333333
"381","SM8",0.01668125
"382","SM9",0.02735725
"383","SMC1",0.0619103333333333
"384","SMC10",0.2379335
"385","SMC11",0.1145315
"386","SMC2",0.1349415
"387","SMC3",0.0683892
"388","SMC4",0.0961625
"389","SMC5",0.0487364230769231
"390","SMC7",0.0283908333333333
"391","SMC8",0.101552833333333
"392","SMC9",0.080384
"393","SP1",0.640690833333333
"394","SP10",0.11056725
"395","SP11",0.0440483125
"396","SP12",0.144283
"397","SP13",0.26533
"398","SP14",0.111313
"399","SP16",0.117697666666667
"400","SP2",0.102092818181818
"401","SP3",0.180864
"402","SP4",0.553896
"403","SP5",0.3027274
"404","SP6",0.07065
"405","SP7",0.29268725
"406","SP8",0.0745689615384615
"407","SP9",0.0019625
"408","ST1",0.0978558571428571
"409","ST2",0.112255
"410","ST3",0.0844136666666667
"411","ST4",0.623918
"412","ST5",0.15703925
"413","ST6",0.0421769285714286
"414","ST7",0.015386
"415","ST9",0.0784476666666667
"416","STL1",0.224667
"417","STL10",0.122276833333333
"418","STL11",0.00253816666666667
"419","STL12",0.0490625
"420","STL13",0.0103191818181818
"421","STL14",0.215979666666667
"422","STL2",0.089961
"423","STL4",0.02799015625
"424","STL5",0.120942333333333
"425","STL6",0.0304667222222222
"426","STL7",0.03402975
"427","STL8",0.044431
"428","STL9",0.00451375
"429","T1",0.364449333333333
"430","T10",1.1304
"431","T103",0.266952333333333
"432","T104",0.264074
"433","T107",0.19809475
"434","T110",0.1128987
"435","T111",0.4117325
"436","T112",0.005024
"437","T113",0.255098833333333
"438","T114",0.40243025
"439","T115",0.2558158
"440","T116",0.025434
"441","T118",0.0971568333333333
"442","T14",0.090746
"443","T16",0.028417
"444","T18",0.0660185
"445","T21",0.2406025
"446","T22",0.36467175
"447","T23",0.36977425
"448","T24",0.143812
"449","T26",0.467990833333333
"450","T28",0.15994375
"451","T3",0.110318666666667
"452","T30",0.11637625
"453","T31",0.170475833333333
"454","T32",0.1310165
"455","T33",0.0519408333333333
"456","T34",0.325748833333333
"457","T35",0.248472125
"458","T36",0.0754385
"459","T38",0.175820375
"460","T39",0.37903725
"461","T4",0.326815125
"462","T40",0.316570875
"463","T41",0.07304425
"464","T42",0.3523865
"465","T43",0.377689666666667
"466","T44",0.0063585
"467","T45",0.2097049
"468","T46",0.0616225
"469","T47",0.477594
"470","T48",0.0876374
"471","T49",0.183506833333333
"472","T5",0.203844875
"473","T50",0.30328475
"474","T51",0.241309
"475","T53",0.07065
"476","T54",0.0415265
"477","T56",0.216817
"478","T57",0.17226825
"479","T59",0.25218125
"480","T60",0.09062825
"481","T63",0.191697
"482","T64",0.402842375
"483","T65",0.3737385
"484","T66",0.31702225
"485","T67",0.13286125
"486","T68",0.3957185
"487","T69",0.341946
"488","T7",0.14432225
"489","T70",0.175481142857143
"490","T72",0.380725
"491","T73",0.0846544
"492","T74",0.0465243333333333
"493","T76",0.376466375
"494","T77",0.2705895
"495","T78",0.0581423333333333
"496","T79",0.75222625
"497","T81",0.08450525
"498","T82",0.0204885
"499","T85",0.332369
"500","T86",0.203023428571429
"501","T87",0.2060625
"502","T88",0.255805333333333
"503","T91",0.2537905
"504","T92",0.3300925
"505","T94",0.2173822
"506","T95",0.5112705
"507","T97",0.39724925
"508","T98",0.34363375
"509","T99",0.230973166666667
"510","W10",0.0613421428571429
"511","W11",0.0134235
"512","W12",0.0754385
"513","W13",0.1872382
"514","W14",0.109455166666667
"515","W15",0.312273
"516","W16",0.202431875
"517","W17",0.2816423
"518","W18",0.266644875
"519","W19",0.01228525
"520","W2",0.15774575
"521","W20",0.00333625
"522","W21",0.158740083333333
"523","W22",0.1570098125
"524","W23",0.477594
"525","W24",0.223097
"526","W25",0.148574333333333
"527","W27",0.25594925
"528","W28",0.0886736
"529","W29",0.14597075
"530","W3",0.138474
"531","W30",0.1884785
"532","W31",0.11637625
"533","W32",0.1074508
"534","W33",0.00790233333333333
"535","W5",0.18702625
"536","W6",0.3603935
"537","W8",0.20468875
"538","W9",0.290502333333333
"539","WI1",0.0531445
"540","WI3",0.227702333333333
"541","WI8",0.0460533333333333
"542","Y1",0.00744384782608696
"543","Y10",0.032322375
"544","Y11",0.0559705
"545","Y12",0.01878505
"546","Y13",0.0203969166666667
"547","Y14",0.0660185
"548","Y15",0.159926928571429
"549","Y16",0.29064625
"550","Y17",0.057462
"551","Y18",0.266952333333333
"552","Y19",0.196721
"553","Y2",0.065763375
"554","Y20",0.1046248
"555","Y21",0.21591425
"556","Y22",0.0869518333333333
"557","Y23",0.100637
"558","Y24",0.0599954090909091
"559","Y25",0.009263
"560","Y26",0.13144825
"561","Y27",0.0784843
"562","Y28",0.0931304375
"563","Y29",0.035325
"564","Y3",0.0082425
"565","Y30",0.025434
"566","Y31",0.062643
"567","Y32",0.0248508571428571
"568","Y33",0.16206325
"569","Y34",0.1528395
"570","Y35",0.0745907
"571","Y36",0.175506375
"572","Y37",0.134549
"573","Y4",0.054891125
"574","Y40",0.0552142833333333
"575","Y42",2.115104
"576","Y43",0.2514355
"577","Y44",0.284902666666667
"578","Y45",0.637910625
"579","Y46",0.0613197142857143
"580","Y47",0.0298843461538462
"581","Y48",0.0928430714285714
"582","Y49",0.341946
"583","Y5",0.0779766666666667
"584","Y50",0.155763625
"585","Y51",0.009734
"586","Y52",0.1319585
"587","Y53",0.00490625
"588","Y54",0.0690052380952381
"589","Y55",0.0221482142857143
"590","Y56",0.119817166666667
"591","Y57",0.0448235
"592","Y58",0.23404775
"593","Y59",0.0019625
"594","Y6",0.0563002
"595","Y60",0.131151071428571
"596","Y61",0.0254797916666667
"597","Y62",0.134059529411765
"598","Y63",0.0357436666666667
"599","Y64",0.07045375
"600","Y65",0.051986625
"601","Y66",0.0879057272727273
"602","Y67",0.170013555555556
"603","Y68",0.03925
"604","Y69",0.0954916818181818
"605","Y70",0.00867425
"606","Y71",0.0447620652173913
"607","Y72",0.0347755
"608","Y73",0.0910528636363636
"609","Y74",0.0215902068965517
"610","Y75",0.05224175
"611","Y76",0.0115843571428571
"612","Y77",0.0839165
"613","Y78",0.0863369166666667
"614","Y79",0.284327
"615","Y8",0.0317270833333333
"616","Y80",0.0755740909090909
"617","Y81",0.0713845357142857
"618","Y82",0.0366909
"619","Y83",0.0186479255319149
"620","Y84",0.026003125
"621","Y85",0.0278675
"622","Y86",0.0307092
"623","Y87",0.38465
"624","Y88",0.152575964285714
"625","Y89",0.2256875
"626","Y9",0.053223
"627","Y90",0.01935025
"628","Y91",0.0632750256410256
"629","Y92",0.0024335
"630","Y93",0.088705
"631","YW1",0.07853925
"632","YW2",0.1444086
"633","YW3",0.253188666666667
"634","YW4",0.0695581363636364
"635","YW5",0.0603403333333333
"636","YW6",0.110718642857143
"637","YW7",0.22227275
"638","YW8",0.0994595
