fid,Sample Site:,Site Code:,Species Code:,Species latin,Latitude,Longitude,layer,DBH,DBH Round,index,,
446,Loyola High School,I11,JUVI,Juniperus Virginiana,45.4569678,-73.6395654,LH10,20.8,21,252,,
447,Loyola High School,I11,JUVI,Juniperus Virginiana,45.456958,-73.639571,LH10,6.5,7,253,,
448,Loyola High School,I11,ACPL,Acer Platanoides,45.4570471,-73.639379,LH12,15.1,15,254,,
449,Loyola High School,I11,MABA,Malus 'Prairiefire',45.456988,-73.6389867,LH2,32.2,32,255,,
450,Loyola High School,I11,SYVU,Syringa Vulgaris,45.4569396,-73.6389377,LH2,33.3,33,256,,
451,Loyola High School,I11,SYVU,Syringa Vulgaris,45.456928,-73.638911,LH2,26.9,27,257,,
452,Loyola High School,I11,SYVU,Syringa Vulgaris,45.456919,-73.638898,LH2,16.2,16,258,,
453,Loyola High School,I11,SYVU,Syringa Vulgaris,45.456911,-73.638877,LH2,41.1,41,259,,
454,Loyola High School,I11,SYVU,Syringa Vulgaris,45.456903,-73.638856,LH2,20.4,20,260,,
455,Loyola High School,I11,SYVU,Syringa Vulgaris,45.456909,-73.63884,LH2,22.3,22,261,,
456,Loyola High School,I11,JUCO,Juniperus Communis,45.4569532,-73.639609,LH10,8.3,8,262,,
457,Loyola High School,I11,JUCO,Juniperus Communis,45.4569137,-73.6396391,LH3,10.4,10,263,,
458,Loyola High School,I11,JUVI,Juniperus Virginiana,45.456908,-73.639677,LH3,8.5,9,264,,
459,Loyola High School,I11,JUVI,Juniperus Virginiana,45.45691,-73.639704,LH3,6.2,6,265,,
460,Loyola High School,I11,QUMA,Quercus Macrocarpa,45.4564925,-73.6396603,LH8,58.2,58,266,,
461,Loyola High School,I11,ACPL,Acer Platanoides,45.4568556,-73.6398038,LH3,33.7,34,267,,
462,Loyola High School,I11,ACPL,Acer Platanoides,45.456806,-73.639868,LH3,24.6,25,268,,
463,Loyola High School,I11,ACPL,Acer Platanoides,45.456727,-73.639949,LH3,35.5,36,269,,
464,Loyola High School,I11,ACPL,Acer Platanoides,45.456671,-73.639989,LH3,36.6,37,270,,
465,Loyola High School,I11,ACPL,Acer Platanoides,45.456631,-73.639979,LH8,33.4,33,271,,
466,Loyola High School,I11,JUVI,Juniperus Virginiana,45.4565755,-73.6399074,LH8,18.3,18,272,,
467,Loyola High School,I11,TICO,Tilia Cordata,45.4564725,-73.6398939,LH8,46.3,46,273,,
468,Loyola High School,I11,TICO,Tilia Cordata,45.4564123,-73.6397166,LH7,49.5,50,274,,
469,Loyola High School,I11,JUVI,Juniperus Virginiana,45.4564145,-73.6395858,LH7,16.4,16,275,,
470,Loyola High School,I11,TIAM,Tilia Americana,45.4562122,-73.6392291,LH4,66.4,66,276,,
471,Loyola High School,I11,ACSA,Acer Saccharinum,45.4562018,-73.6390675,LH4,92,92,277,,
18,St. Ignatius Church,I1,ACSA,Acer Saccharinum,45.4574753,-73.642918,STL2,37.2,37,278,,
378,St. Luc Annexe,I10,TICO,Tilia Cordata,45.4574684,-73.6428672,STL2,38.4,38,279,,
379,St. Luc Annexe,I10,ACSA,Acer Saccharinum,45.4573545,-73.6427515,STL14,45,45,280,,
380,St. Luc Annexe,I10,ACSA,Acer Saccharinum,45.4572761,-73.6428088,STL14,73.4,73,281,,
381,St. Luc Annexe,I10,ACSA,Acer Saccharinum,45.4571917,-73.6428886,STL1,55.5,56,282,,
382,St. Luc Annexe,I10,ACSA,Acer Saccharinum,45.4571092,-73.6429513,STL1,67.3,67,283,,
383,St. Luc Annexe,I10,ACSA,Acer Saccharinum,45.4570243,-73.6430274,STL5,62.9,63,284,,
384,St. Luc Annexe,I10,ACPL,Acer Platanoides,45.4569483,-73.6432672,STL5,12.7,13,285,,
385,St. Luc Annexe,I10,ACNE,Acer Negundo,45.4571957,-73.6431076,STL1,30.5,31,286,,
386,St. Luc Annexe,I10,ACNE,Acer Negundo,45.4572573,-73.6430623,STL14,29.5,30,287,,
387,St. Luc Annexe,I10,ACPL,Acer Platanoides,45.4570908,-73.6433054,STL7,21.5,22,288,,
388,St. Luc Annexe,I10,ACPL,Acer Platanoides,45.457119,-73.6434234,STL7,24.6,25,289,,
389,St. Luc Annexe,I10,ACPL,Acer Platanoides,45.4570414,-73.6433634,STL5,22.3,22,290,,
390,St. Luc Annexe,I10,ACPL,Acer Platanoides,45.4570414,-73.6435307,STL7,24.3,24,291,,
391,St. Luc Annexe,I10,FRPE,Fraxinus Pennsylvanica,45.4571292,-73.6437811,STL8,31.7,32,292,,
392,St. Luc Annexe,I10,MABA,Malus Baccata,45.4571656,-73.6438864,STL8,7.4,7,293,,
393,St. Luc Annexe,I10,FRPE,Fraxinus Pennsylvanica,45.4572011,-73.6440108,STL8,25.4,25,294,,
394,St. Luc Annexe,I10,FRPE,Fraxinus Pennsylvanica,45.4572251,-73.6440825,STL10,32.2,32,295,,
395,St. Luc Annexe,I10,ACSA,Acer Saccharinum,45.4572576,-73.6441657,STL10,60.3,60,296,,
396,St. Luc Annexe,I10,GLTR,Gleditsia Triacanthos,45.457592,-73.6431203,STL2,25.3,25,297,,
397,St. Luc Annexe,I10,GLTR,Gleditsia Triacanthos,45.4577018,-73.6434053,STL12,25,25,298,,
398,St. Luc Annexe,I10,ACPL,Acer Platanoides,45.4577836,-73.6436051,STL4,29.2,29,299,,
399,St. Luc Annexe,I10,GLTR,Gleditsia Triacanthos,45.4578065,-73.6436685,STL4,20.6,21,300,,
400,St. Luc Annexe,I10,TIAM,Tilia Americana,45.4577599,-73.6435397,STL4,59.8,60,301,,
401,St. Luc Annexe,I10,GLTR,Gleditsia Triacanthos,45.4572552,-73.6434888,STL11,5.2,5,302,,
402,St. Luc Annexe,I10,GLTR,Gleditsia Triacanthos,45.457221,-73.643521,STL7,7,7,303,,
403,St. Luc Annexe,I10,GLTR,Gleditsia Triacanthos,45.457248,-73.643596,STL11,5.7,6,304,,
404,St. Luc Annexe,I10,GLTR,Gleditsia Triacanthos,45.457306,-73.643558,STL11,5.8,6,305,,
405,St. Luc Annexe,I10,GLTR,Gleditsia Triacanthos,45.45734,-73.643628,STL9,8.5,9,306,,
406,St. Luc Annexe,I10,GLTR,Gleditsia Triacanthos,45.457314,-73.643746,STL9,7.5,8,307,,
407,St. Luc Annexe,I10,GLTR,Gleditsia Triacanthos,45.457361,-73.643717,STL9,5.6,6,308,,
408,St. Luc Annexe,I10,GLTR,Gleditsia Triacanthos,45.457354,-73.643816,STL9,7.3,7,309,,
409,St. Luc Annexe,I10,GLTR,Gleditsia Triacanthos,45.457356,-73.644167,STL10,6.7,7,310,,
410,St. Luc Annexe,I10,THOC,Thuja Occidentalis,45.457383,-73.644173,STL6,6.5,7,311,,
411,St. Luc Annexe,I10,THOC,Thuja Occidentalis,45.457399,-73.644156,STL6,6,6,312,,
412,St. Luc Annexe,I10,THOC,Thuja Occidentalis,45.457399,-73.64415,STL6,5.5,6,313,,
413,St. Luc Annexe,I10,THOC,Thuja Occidentalis,45.457407,-73.644143,STL6,5.3,5,314,,
414,St. Luc Annexe,I10,ACPL,Acer Platanoides,45.457437,-73.644118,STL6,45.2,45,315,,
415,St. Luc Annexe,I10,ACPL,Acer Platanoides,45.457532,-73.644022,STL6,35.1,35,316,,
416,St. Luc Annexe,I10,ACPL,Acer Platanoides,45.457596,-73.644003,STL13,27.7,28,317,,
417,St. Luc Annexe,I10,THOC,Thuja Occidentalis,45.45748,-73.644075,STL6,5.7,6,318,,
418,St. Luc Annexe,I10,THOC,Thuja Occidentalis,45.457488,-73.644066,STL6,6.2,6,319,,
419,St. Luc Annexe,I10,THOC,Thuja Occidentalis,45.457507,-73.644055,STL6,5.1,5,320,,
420,St. Luc Annexe,I10,THOC,Thuja Occidentalis,45.457562,-73.644028,STL13,6.8,7,321,,
421,St. Luc Annexe,I10,THOC,Thuja Occidentalis,45.457576,-73.644016,STL13,8.3,8,322,,
422,St. Luc Annexe,I10,THOC,Thuja Occidentalis,45.4576,-73.643999,STL13,7.5,8,323,,
423,St. Luc Annexe,I10,THOC,Thuja Occidentalis,45.457601,-73.643988,STL13,6.7,7,324,,
424,St. Luc Annexe,I10,THOC,Thuja Occidentalis,45.457637,-73.643966,STL13,8.8,9,325,,
425,St. Luc Annexe,I10,THOC,Thuja Occidentalis,45.457649,-73.643957,STL13,10.1,10,326,,
426,St. Luc Annexe,I10,THOC,Thuja Occidentalis,45.457654,-73.64395,STL13,8.9,9,327,,
427,St. Luc Annexe,I10,THOC,Thuja Occidentalis,45.457662,-73.643947,STL13,6.7,7,328,,
428,St. Luc Annexe,I10,THOC,Thuja Occidentalis,45.457664,-73.643939,STL13,9.6,10,329,,
429,St. Luc Annexe,I10,THOC,Thuja Occidentalis,45.457675,-73.643932,STL13,5.4,5,330,,
430,St. Luc Annexe,I10,THOC,Thuja Occidentalis,45.457695,-73.643918,STL4,7.1,7,331,,
431,St. Luc Annexe,I10,THOC,Thuja Occidentalis,45.457709,-73.643905,STL4,6.3,6,332,,
432,St. Luc Annexe,I10,THOC,Thuja Occidentalis,45.457717,-73.643898,STL4,5.9,6,333,,
433,St. Luc Annexe,I10,THOC,Thuja Occidentalis,45.457731,-73.643885,STL4,8.4,8,334,,
434,St. Luc Annexe,I10,THOC,Thuja Occidentalis,45.45774,-73.64388,STL4,6.7,7,335,,
435,St. Luc Annexe,I10,THOC,Thuja Occidentalis,45.457751,-73.643871,STL4,7.3,7,336,,
436,St. Luc Annexe,I10,THOC,Thuja Occidentalis,45.457758,-73.643864,STL4,5.9,6,337,,
437,St. Luc Annexe,I10,THOC,Thuja Occidentalis,45.457764,-73.643862,STL4,6.9,7,338,,
438,St. Luc Annexe,I10,THOC,Thuja Occidentalis,45.457774,-73.643854,STL4,10.5,11,339,,
439,St. Luc Annexe,I10,THOC,Thuja Occidentalis,45.457785,-73.643845,STL4,7.4,7,340,,
440,St. Luc Annexe,I10,THOC,Thuja Occidentalis,45.457793,-73.643838,STL4,9.8,10,341,,
441,St. Luc Annexe,I10,THOC,Thuja Occidentalis,45.457802,-73.643833,STL4,7.6,8,342,,
442,St. Luc Annexe,I10,THOC,Thuja Occidentalis,45.457811,-73.643822,STL4,11.3,11,343,,
80,St. Monica Church,I3,ACNE,Acer Negundo,45.468112,-73.6341916,SMC2,60.8,61,344,,
81,St. Monica Church,I3,ACNE,Acer Negundo,45.4681395,-73.6342392,SMC2,55.9,56,345,,
82,St. Monica Church,I3,ACPL,Acer Platanoides,45.4681518,-73.6342616,SMC2,15.2,15,346,,
83,St. Monica Church,I3,MABA,Malus Baccata,45.4681308,-73.6343398,SMC2,27.6,28,347,,
84,St. Monica Church,I3,MABA,Malus Baccata,45.4681623,-73.6344417,SMC2,26.6,27,348,,
85,St. Monica Church,I3,EUEU,Euonymus Europaeus,45.4683683,-73.6346549,SMC3,4.7,5,349,,
86,St. Monica Church,I3,ACPL,Acer Platanoides,45.4683878,-73.6347102,SMC3,9.4,9,350,,
87,St. Monica Church,I3,ACPL,Acer Platanoides,45.4684071,-73.634776,SMC3,5.4,5,351,,
88,St. Monica Church,I3,ULPU,Ulmus Pumila,45.4684358,-73.6348122,SMC7,5,5,352,,
89,St. Monica Church,I3,ACNE,Acer Negundo,45.4683737,-73.6348511,SMC3,51.6,52,353,,
90,St. Monica Church,I3,ACNE,Acer Negundo,45.4683065,-73.6349127,SMC3,39.2,39,354,,
91,St. Monica Church,I3,ACNE,Acer Negundo,45.4682865,-73.6349362,SMC8,49.1,49,355,,
92,St. Monica Church,I3,ULAM,Ulmus Americana,45.4682917,-73.6349322,SMC8,34.4,34,356,,
93,St. Monica Church,I3,ACPL,Acer Platanoides,45.4685113,-73.6351193,SMC7,32.4,32,357,,
94,St. Monica Church,I3,FRPE,Fraxinus Pennsylvanica,45.4684852,-73.6352279,SMC7,6.4,6,358,,
95,St. Monica Church,I3,ACPL,Acer Platanoides,45.4682656,-73.6352299,SMC9,31.5,32,359,,
96,St. Monica Church,I3,ACPL,Acer Platanoides,45.4682216,-73.6351525,SMC8,18.3,18,360,,
97,St. Monica Church,I3,ACPL,Acer Platanoides,45.4681807,-73.6351112,SMC10,21.4,21,361,,
98,St. Monica Church,I3,ACPL,Acer Platanoides,45.4681712,-73.6350971,SMC10,12.7,13,362,,
99,St. Monica Church,I3,ULAM,Ulmus Americana,45.4682122,-73.6349738,SMC10,113.7,114,363,,
100,St. Monica Church,I3,ACNE,Acer Negundo,45.4682268,-73.6349741,SMC10,35.1,35,364,,
101,St. Monica Church,I3,PIPU,Picea Pungens,45.4680789,-73.6348256,SMC10,18,18,365,,
102,St. Monica Church,I3,MABA,Malus Baccata,45.4679778,-73.6345869,SMC11,49.7,50,366,,
103,St. Monica Church,I3,MABA,Malus Baccata,45.467946,-73.634502,SMC11,40.9,41,367,,
104,St. Monica Church,I3,THOC,Thuja Occidentalis,45.4679528,-73.6344652,SMC11,13.6,14,368,,
105,St. Monica Church,I3,PIPU,Picea Pungens,45.467832,-73.6345114,SMC4,35,35,369,,
106,St. Monica Church,I3,ACPL,Acer Platanoides,45.4676679,-73.6345325,SMC5,10,10,370,,
107,St. Monica Church,I3,PIPU,Picea Pungens,45.4677255,-73.634665,SMC5,22.4,22,371,,
108,St. Monica Church,I3,SYVU,Syringa Vulgaris,45.4676277,-73.6345932,SMC5,33.1,33,372,,
109,St. Monica Church,I3,ACPL,Acer Platanoides,45.4676335,-73.6346066,SMC5,5.9,6,373,,
110,St. Monica Church,I3,SYVU,Syringa Vulgaris,45.4676366,-73.6346184,SMC5,53.2,53,374,,
111,St. Monica Church,I3,SYVU,Syringa Vulgaris,45.4676514,-73.6345563,SMC5,6.4,6,375,,
112,St. Monica Church,I3,SYVU,Syringa Vulgaris,45.4676561,-73.6345714,SMC5,16.3,16,376,,
113,St. Monica Church,I3,ULAM,Ulmus Americana,45.4676585,-73.6345922,SMC5,8.9,9,377,,
114,St. Monica Church,I3,SYVU,Syringa Vulgaris,45.4676034,-73.6346231,SMC5,7.5,8,378,,
115,St. Monica Church,I3,SYVU,Syringa Vulgaris,45.4676328,-73.6346442,SMC5,7.6,8,379,,
116,St. Monica Church,I3,SYVU,Syringa Vulgaris,45.4676345,-73.6346576,SMC5,9.9,10,380,,
117,St. Monica Church,I3,PRVI,Prunus Virginiana,45.4676281,-73.6346358,SMC5,5.7,6,381,,
118,St. Monica Church,I3,ACNE,Acer Negundo,45.4677071,-73.63485,SMC5,54.4,54,382,,
119,St. Monica Church,I3,MABA,Malus Baccata,45.4677523,-73.6349657,SMC1,8.7,9,383,,
120,St. Monica Church,I3,MABA,Malus Baccata,45.4677791,-73.6350009,SMC1,12.6,13,384,,
121,St. Monica Church,I3,PNRE,Pinus Resinosa,45.4678028,-73.6350898,SMC1,46.4,46,385,,
1,St. Monica School,I16,PRDO,Prunus Domestica,45.4668204,-73.6349868,SM1,3.7,4,386,,
2,St. Monica School,I16,ULXXHO,Ulmus 'Homestead',45.4668703,-73.6350009,SM1,25.6,26,387,,
3,St. Monica School,I16,ULAM,Ulmus Americana,45.4668623,-73.6348376,SM1,4.5,5,388,,
4,St. Monica School,I16,PRAV,Prunus Avium,45.4669168,-73.6348413,SM1,9.3,9,389,,
5,St. Monica School,I16,ULXXHO,Ulmus 'Homestead',45.4669568,-73.6349144,SM1,27.9,28,390,,
6,St. Monica School,I16,PRAV,Prunus Avium,45.4669538,-73.6348574,SM1,16.7,17,391,,
7,St. Monica School,I16,ULAM,Ulmus Americana,45.4666843,-73.634732,SM10,71.5,72,392,,
8,St. Monica School,I16,FRAM,Fraxinus Americana,45.4667071,-73.6347954,SM10,7.4,7,393,,
9,St. Monica School,I16,ULAM,Ulmus Americana,45.4667364,-73.634674,SM10,20.4,20,394,,
10,St. Monica School,I16,ACSA,Acer Saccharinum,45.4667398,-73.6349386,SM10,71.9,72,395,,
11,St. Monica School,I16,PRDO,Prunus Domestica,45.4667769,-73.6349526,SM10,5.5,6,396,,
12,St. Monica School,I16,ACNE,Acer Negundo,45.4674433,-73.633518,SM11,63.1,63,397,,
13,St. Monica School,I16,ACNE,Acer Negundo,45.4674602,-73.633496,SM11,79.4,79,398,,
14,St. Monica School,I16,ACNE,Acer Negundo,45.4674751,-73.633481,SM11,103.6,104,399,,
15,St. Monica School,I16,ACNE,Acer Negundo,45.4674875,-73.63347,SM11,89.7,90,400,,
16,St. Monica School,I16,FRAM,Fraxinus Americana,45.4675073,-73.633448,SM11,13.7,14,401,,
17,St. Monica School,I16,ULAM,Ulmus Americana,45.4675183,-73.63344,SM11,13.7,14,402,,
18,St. Monica School,I16,ULPU,Ulmus Pumila,45.4675381,-73.633426,SM11,18.1,18,403,,
19,St. Monica School,I16,ULPU,Ulmus Pumila,45.4675454,-73.633421,SM11,9.8,10,404,,
20,St. Monica School,I16,FRAM,Fraxinus Americana,45.4675573,-73.633396,SM11,15.1,15,405,,
21,St. Monica School,I16,ULPU,Ulmus Pumila,45.4675839,-73.633378,SM11,34.7,35,406,,
22,St. Monica School,I16,ACSA,Acer Saccharinum,45.4677074,-73.633381,SM13,13.2,13,407,,
23,St. Monica School,I16,ULAM,Ulmus Americana,45.4676846,-73.633377,SM13,14.8,15,408,,
24,St. Monica School,I16,ACSA,Acer Saccharinum,45.4676601,-73.633325,SM13,48.3,48,409,,
25,St. Monica School,I16,ULAM,Ulmus Americana,45.4676488,-73.633335,SM13,7.4,7,410,,
26,St. Monica School,I16,PRVI,Prunus Virginiana,45.467159,-73.6346804,SM15,14.1,14,411,,
27,St. Monica School,I16,PRVI,Prunus Virginiana,45.4671715,-73.6346512,SM15,16.3,16,412,,
28,St. Monica School,I16,SYVU,Syngria Vulgaris,45.4671593,-73.6345634,SM15,24.4,24,413,,
29,St. Monica School,I16,PRDO,Prunus Domestica,45.4671593,-73.6345822,SM15,19.2,19,414,,
30,St. Monica School,I16,PIPU,Picea Pungens,45.4672288,-73.6345822,SM15,41,41,415,,
31,St. Monica School,I16,PIPU,Picea Pungens,45.4672181,-73.6345493,SM15,11,11,416,,
32,St. Monica School,I16,PIPU,Picea Pungens,45.4672576,-73.634556,SM15,35,35,417,,
33,St. Monica School,I16,PODE,Populus Deltoides,45.4670205,-73.6346013,SM16,72.3,72,418,,
34,St. Monica School,I16,ULXXHO,Ulmus 'Homestead',45.4670332,-73.6348464,SM16,27.9,28,419,,
35,St. Monica School,I16,ULXXHO,Ulmus 'Homestead',45.4671162,-73.6347163,SM16,45.2,45,420,,
36,St. Monica School,I16,PRDO,Prunus Domestica,45.4671162,-73.6347163,SM16,8.1,8,421,,
38,St. Monica School,I16,ACNE,Acer Negundo,45.4676107,-73.633984,SM18,9,9,423,,
39,St. Monica School,I16,ACFR,Acer Freemannii,45.4678228,-73.633919,SM19,84.6,85,424,,
40,St. Monica School,I16,FRPE,Fraxinus Pennsylvanica,45.4678285,-73.633904,SM19,5.4,5,425,,
41,St. Monica School,I16,ACNE,Acer Negundo,45.4678407,-73.633895,SM19,6.9,7,426,,
42,St. Monica School,I16,ACSA,Acer Saccharinum,45.4679352,-73.633917,SM19,73.8,74,427,,
43,St. Monica School,I16,ACSA,Acer Saccharinum,45.4679035,-73.633806,SM19,34.7,35,428,,
44,St. Monica School,I16,ACFR,Acer Freemannii,45.4669686,-73.6345778,SM2,9.7,10,429,,
45,St. Monica School,I16,PIPU,Picea Pungens,45.4675014,-73.634338,SM20,29.4,29,430,,
46,St. Monica School,I16,ACNE,Acer Negundo,45.4675585,-73.634175,SM20,21.6,22,431,,
47,St. Monica School,I16,ULXXHO,Ulmus 'Homestead',45.4676601,-73.634245,SM20,21.9,22,432,,
48,St. Monica School,I16,CAAB,Caragana Aborescens,45.4673116,-73.6345131,SM4,79.3,79,433,,
49,St. Monica School,I16,QURU,Quercas Rubra,45.4673485,-73.634551,SM4,4.9,5,434,,
50,St. Monica School,I16,QURU,Quercas Rubra,45.4674226,-73.6344749,SM4,4.8,5,435,,
51,St. Monica School,I16,ACRU,Acer Rubrum,45.4674217,-73.6344132,SM4,15.2,15,436,,
52,St. Monica School,I16,ACNE,Acer Negundo,45.46746,-73.634273,SM4,7.8,8,437,,
53,St. Monica School,I16,PIPU,Picea Pungens,45.46748,-73.634342,SM4,24.6,25,438,,
54,St. Monica School,I16,EUAL,Euonymus Alatus,45.4674894,-73.634223,SM4,11.4,11,439,,
55,St. Monica School,I16,EUAL,Euonymus Alatus,45.4674875,-73.634221,SM4,12.5,13,440,,
56,St. Monica School,I16,EUAL,Euonymus Alatus,45.4674675,-73.63424,SM4,18.6,19,441,,
57,St. Monica School,I16,ACSA,Acer Saccharinum,45.466535,-73.634413,SM5,46.4,46,442,,
58,St. Monica School,I16,FRAM,Fraxinus Americana,45.466562,-73.634463,SM5,14.5,15,443,,
59,St. Monica School,I16,ACSA,Acer Saccharinum,45.466634,-73.634674,SM5,41.7,42,444,,
60,St. Monica School,I16,ACSA,Acer Saccharinum,45.4678101,-73.633638,SM6,45.3,45,445,,
61,St. Monica School,I16,ACSA,Acer Saccharinum,45.467768,-73.633556,SM6,48.6,49,446,,
62,St. Monica School,I16,ACSA,Acer Saccharinum,45.4677424,-73.63344,SM6,61.5,62,447,,
63,St. Monica School,I16,ACNE,Acer Negundo,45.4677031,-73.633963,SM8,4.7,5,448,,
64,St. Monica School,I16,ULXXHO,Ulmus 'Homestead',45.4677179,-73.634201,SM8,20,20,449,,
65,St. Monica School,I16,ULPU,Ulmus Pumila,45.467278,-73.633664,SM9,24.3,24,450,,
66,St. Monica School,I16,CEOC,Celtis Occidentalis,45.4672559,-73.633688,SM9,11.3,11,451,,
151,St. Phillips Church,I5,ACSA,Acer Saccharinum,45.4542769,-73.6435855,SP3,48.3,48,452,,
152,St. Phillips Church,I5,TIAM,Tilia Americana,45.4541748,-73.6434814,SP1,116.1,116,453,,
153,St. Phillips Church,I5,TIAM,Tilia Americana,45.4540979,-73.6435069,SP1,102.3,102,454,,
154,St. Phillips Church,I5,ULAM,Ulmus Americana,45.4541637,-73.6434385,SP16,12.6,13,455,,
155,St. Phillips Church,I5,LOXY,Lonicera Xylosteum,45.454049,-73.6434348,SP1,24.8,25,456,,
156,St. Phillips Church,I5,ACSA,Acer Saccharinum,45.453885,-73.6436041,SP12,80.3,80,457,,
157,St. Phillips Church,I5,FRPE,Fraxinus Pennsylvanica,45.4538982,-73.643817,SP12,13.4,13,458,,
158,St. Phillips Church,I5,ACNE,Acer Negundo,45.4538907,-73.6437852,SP12,22.1,22,459,,
159,St. Phillips Church,I5,ACPL,Acer Platanoides,45.4538763,-73.643809,SP12,74.2,74,460,,
160,St. Phillips Church,I5,ACPL,Acer Platanoides,45.4538495,-73.6437731,SP12,11.6,12,461,,
161,St. Phillips Church,I5,PRPA,Prunus Padus,45.4538243,-73.6437738,SP11,23,23,462,,
162,St. Phillips Church,I5,ACPL,Acer Platanoides,45.4538333,-73.6431932,SP9,5,5,463,,
163,St. Phillips Church,I5,ACPL,Acer Platanoides,45.4538493,-73.6438284,SP12,7,7,464,,
164,St. Phillips Church,I5,ACPL,Acer Platanoides,45.4538385,-73.6438314,SP12,11.8,12,465,,
165,St. Phillips Church,I5,ACPL,Acer Platanoides,45.4538319,-73.643811,SP11,22.5,23,466,,
166,St. Phillips Church,I5,ACPL,Acer Platanoides,45.4538274,-73.6437624,SP11,22.8,23,467,,
167,St. Phillips Church,I5,PIGL,Picea Glauca,45.4538051,-73.6437855,SP11,25.9,26,468,,
168,St. Phillips Church,I5,GLTR,Gleditsia Triacanthos,45.4537874,-73.6438026,SP11,32.3,32,469,,
169,St. Phillips Church,I5,THOC,Thuja Occidentalis,45.4537218,-73.6436011,SP11,20,20,470,,
170,St. Phillips Church,I5,ACNE,Acer Negundo,45.4538124,-73.6437704,SP11,21,21,471,,
171,St. Phillips Church,I5,ACPL,Acer Platanoides,45.4538234,-73.6438314,SP11,19,19,472,,
172,St. Phillips Church,I5,ULAM,Ulmus Americana,45.4537011,-73.6435193,SP13,6.3,6,473,,
173,St. Phillips Church,I5,GLTR,Gleditsia Triacanthos,45.4536371,-73.6435203,SP10,35.5,36,474,,
174,St. Phillips Church,I5,ACSA,Acer Saccharinum,45.4537406,-73.6433439,SP13,81.6,82,475,,
175,St. Phillips Church,I5,GLTR,Gleditsia Triacanthos,45.4536044,-73.6433741,SP10,38.6,39,476,,
176,St. Phillips Church,I5,PIPU,Picea Pungens,45.4538973,-73.6432427,SP14,44.3,44,477,,
177,St. Phillips Church,I5,AMLA,Amelanchier Laevis,45.453977,-73.6432004,SP14,30.3,30,478,,
178,St. Phillips Church,I5,BENI,Betula Nigra,45.4537449,-73.643235,SP9,5.2,5,479,,
179,St. Phillips Church,I5,CORU,Cornus Rugosa,45.4538368,-73.643011,SP6,30.3,30,480,,
180,St. Phillips Church,I5,MABA,Malus Baccata,45.4536877,-73.6429265,SP5,23.7,24,481,,
181,St. Phillips Church,I5,ACPL,Acer Platanoides,45.4536202,-73.6428179,SP8,40.3,40,482,,
182,St. Phillips Church,I5,ACSA,Acer Saccharinum,45.4536623,-73.6429463,SP5,109.6,110,483,,
183,St. Phillips Church,I5,ACSA,Acer Saccharinum,45.4535501,-73.6430046,SP5,78.2,78,484,,
184,St. Phillips Church,I5,ACPL,Acer Platanoides,45.4535426,-73.642951,SP5,21.4,21,485,,
185,St. Phillips Church,I5,ACPL,Acer Platanoides,45.4535416,-73.6429989,SP5,9.3,9,486,,
186,St. Phillips Church,I5,ACPL,Acer Platanoides,45.4535045,-73.6429168,SP2,23.3,23,487,,
187,St. Phillips Church,I5,ACPL,Acer Platanoides,45.4535075,-73.6430301,SP2,91.4,91,488,,
188,St. Phillips Church,I5,LOXY,Lonicera Xylosteum,45.4534894,-73.6430023,SP2,23.5,24,489,,
189,St. Phillips Church,I5,LOXY,Lonicera Xylosteum,45.453473,-73.6429909,SP2,16.4,16,490,,
190,St. Phillips Church,I5,RHCA,Rhamnus Cathartica,45.453423,-73.6429647,SP2,7,7,491,,
191,St. Phillips Church,I5,ACPLCK,Acer Platanoides ¬Crimson King¬,45.453405,-73.6428658,SP2,31.5,32,492,,
192,St. Phillips Church,I5,LOXY,Lonicera Xylosteum,45.4534525,-73.6427619,SP2,25.8,26,493,,
193,St. Phillips Church,I5,LOXY,Lonicera Xylosteum,45.4535083,-73.6427465,SP2,9.3,9,494,,
194,St. Phillips Church,I5,LOXY,Lonicera Xylosteum,45.4535315,-73.6427237,SP8,7.2,7,495,,
195,St. Phillips Church,I5,LOXY,Lonicera Xylosteum,45.4536384,-73.6427066,SP8,12.5,13,496,,
196,St. Phillips Church,I5,LOXY,Lonicera Xylosteum,45.4535546,-73.6426895,SP8,18.3,18,497,,
197,St. Phillips Church,I5,LOXY,Lonicera Xylosteum,45.45361,-73.642674,SP8,9.7,10,498,,
198,St. Phillips Church,I5,LOXY,Lonicera Xylosteum,45.453638,-73.642647,SP8,13.2,13,499,,
199,St. Phillips Church,I5,ACPL,Acer Platanoides,45.453593,-73.642731,SP8,22.2,22,500,,
200,St. Phillips Church,I5,ACPL,Acer Platanoides,45.4534857,-73.6427321,SP2,42.8,43,501,,
201,St. Phillips Church,I5,ACPL,Acer Platanoides,45.4535014,-73.6427233,SP2,27,27,502,,
202,St. Phillips Church,I5,LOXY,Lonicera Xylosteum,45.4535118,-73.6427146,SP2,16.2,16,503,,
203,St. Phillips Church,I5,LOXY,Lonicera Xylosteum,45.4535306,-73.6427039,SP8,6,6,504,,
204,St. Phillips Church,I5,LOXY,Lonicera Xylosteum,45.4535551,-73.6426915,SP8,6.2,6,505,,
205,St. Phillips Church,I5,LOXY,Lonicera Xylosteum,45.4535929,-73.6427233,SP8,9.3,9,506,,
206,St. Phillips Church,I5,ACPL,Acer Platanoides,45.4536249,-73.6426955,SP8,84.3,84,507,,
