fid,Sample Site,Site Code,Species Code,Species Latin,Species Common,DBH (2020):,DBH Round,Latitude,Longitude,layer,INDEX
172,LOYOLA,P5,GLTR,Gleditsia Triacanthos,Common Honeylocust,4.7,5,45.461231,-73.6446746,LO28,478
198,LOYOLA,P5,QURU,Quercus Rubra,Red Oak,4.7,5,45.4611266,-73.6450756,LO38,479
62,LOYOLA,P5,GIBI,Ginkgo Biloba,Maidenhair Tree,4.8,5,45.460823,-73.647308,LO123,480
199,LOYOLA,P5,ACFR,Acer Freemannii 'Autumn Blaze',Freeman Maple 'Autumn Blaze',4.8,5,45.460993,-73.6449412,LO38,481
241,LOYOLA,P5,QURU,Quercus Rubra,Red Oak,4.8,5,45.4609864,-73.6447491,LO64,482
132,LOYOLA,P5,ACFR,Acer Freemannii,Freeman Maple,4.9,5,45.46146,-73.6449512,LO161,483
211,LOYOLA,P5,COCO,Corylus Colurna,Turkish Filbert,4.9,5,45.461964,-73.645395,LO45,484
97,LOYOLA,P5,GLTR,Gleditsia Triacanthos,Common Honeylocust,5,5,45.4613097,-73.6453482,LO143,485
142,LOYOLA,P5,QURU,Quercus Rubra,Red Oak,5,5,45.4609824,-73.6455484,LO167,486
191,LOYOLA,P5,QURU,Quercus Rubra,Red Oak,5,5,45.4613565,-73.6449751,LO36,487
276,LOYOLA,P5,GLTR,Gleditsia Triacanthos,Common Honeylocust,5,5,45.4609673,-73.6449962,LO7,488
63,LOYOLA,P5,GIBI,Ginkgo Biloba,Maidenhair Tree,5.1,5,45.460859,-73.647386,LO123,489
192,LOYOLA,P5,GLTR,Gleditsia Triacanthos,Common Honeylocust,5.1,5,45.4612674,-73.6448443,LO36,490
138,LOYOLA,P5,COCO,Corylus Colurna,Turkish Filbert,5.2,5,45.461977,-73.645561,LO163,491
11,LOYOLA,P5,VILE,Viburnum Lentago,Nannyberry,5.3,5,45.4608888,-73.646295,LO102,492
260,LOYOLA,P5,VILE,Viburnum Lentago,Nannyberry,5.4,5,45.4608333,-73.6462136,LO68,493
4,LOYOLA,P5,ACPL,Acer Platanoides 'Deborah',Deborah Norway Maple,5.7,6,45.461867,-73.64452,LO10,494
98,LOYOLA,P5,JUNI,Juglans Nigra,Eastern Black Walnut,5.7,6,45.461732,-73.646816,LO146,495
261,LOYOLA,P5,VILE,Viburnum Lentago,Nannyberry,5.7,6,45.4608201,-73.6461093,LO68,496
193,LOYOLA,P5,TICO,Tilia Cordata,Littleleaf European Linden,6,6,45.4612528,-73.6449372,LO36,497
48,LOYOLA,P5,PRVISC,Prunus Virginiana 'Schubert',Schubert's Chokecherry,6.1,6,45.46127,-73.647487,LO116,498
43,LOYOLA,P5,PRVISC,Prunus Virginiana 'Canada Red',Canada Red Chokecherry,6.2,6,45.462201,-73.64688,LO112,499
144,LOYOLA,P5,ACPL,Acer Platanoides 'Deborah',Deborah Norway Maple,6.5,7,45.461378,-73.644336,LO171,500
221,LOYOLA,P5,ACPL,Acer Platanoides 'Deborah',Deborah Norway Maple,6.6,7,45.461138,-73.644524,LO54,501
262,LOYOLA,P5,VILE,Viburnum Lentago,Nannyberry,7.5,8,45.4608324,-73.6462105,LO68,502
324,LOYOLA,P5,PYCA,Pyrus Calleryana 'Glen's Form',Pyrus calleryana Chantecleer,7.5,8,45.460758,-73.646835,LO91,503
12,LOYOLA,P5,VILE,Viburnum Lentago,Nannyberry,7.7,8,45.4608865,-73.6463101,LO102,504
51,LOYOLA,P5,CEOC,Celtis Occidentalis,Common Hackberry,7.7,8,45.461173,-73.647457,LO119,505
68,LOYOLA,P5,ACFR,Acer Freemannii,Freeman Maple,7.7,8,45.461726,-73.6450076,LO128,506
103,LOYOLA,P5,COCO,Corylus Colurna,Turkish Filbert,7.7,8,45.461555,-73.647523,LO152,507
104,LOYOLA,P5,COCO,Corylus Colurna,Turkish Filbert,7.9,8,45.461593,-73.647542,LO152,508
242,LOYOLA,P5,GLTR,Gleditsia Triacanthos,Common Honeylocust,8,8,45.4609478,-73.6446696,LO64,509
263,LOYOLA,P5,VILE,Viburnum Lentago,Nannyberry,8.2,8,45.460827,-73.6462146,LO68,510
70,LOYOLA,P5,PRVISC,Prunus Virginiana 'Schubert',Schubert's Chokecherry,8.4,8,45.462068,-73.645232,LO13,511
212,LOYOLA,P5,PRVISC,Prunus Virginiana 'Schubert',Schubert's Chokecherry,8.5,9,45.461996,-73.645291,LO45,512
236,LOYOLA,P5,COCO,Corylus Colurna,Turkish Filbert,8.5,9,45.461638,-73.647491,LO63,513
237,LOYOLA,P5,COCO,Corylus Colurna,Turkish Filbert,8.7,9,45.461657,-73.64743,LO63,514
105,LOYOLA,P5,COCO,Corylus Colurna,Turkish Filbert,8.9,9,45.461594,-73.647483,LO152,515
74,LOYOLA,P5,ACPL,Acer Platanoides,Acer Platanoides 'Emerald Lustre',9,9,45.462683,-73.646444,LO130,516
91,LOYOLA,P5,PNSY,Pinus Sylvestris,Norway Spruce,9.1,9,45.462228,-73.646396,LO14,517
82,LOYOLA,P5,VILE,Viburnum Lentago,Nannyberry,9.2,9,45.4609401,-73.6463939,LO133,518
284,LOYOLA,P5,ULLA,Ulmus Laevis,White Elm,9.2,9,45.4601572,-73.6453351,LO77,519
175,LOYOLA,P5,ULMI,Ulmus x 'Morton Plainsman',Vanguard Elm,9.3,9,45.461005,-73.647728,LO3,520
225,LOYOLA,P5,GLTR,Gleditsia Triacanthos,Common Honeylocust,9.3,9,45.4619106,-73.6447082,LO56,521
285,LOYOLA,P5,ULMI,Ulmus x 'Morton Plainsman',Vanguard Elm,9.4,9,45.460102,-73.645219,LO77,522
169,LOYOLA,P5,BENI,Betula Nigra,River Birch,9.6,10,45.463017,-73.645926,LO26,523
162,LOYOLA,P5,GLTR,Gleditsia Triacanthos 'Street Keeper',Gleditsia triacanthos 'Street Keeper',9.7,10,45.460776,-73.646721,LO24,524
325,LOYOLA,P5,SYRE,Syringa Reticulata,Japanese Tree Lilac,9.7,10,45.460727,-73.646961,LO91,525
13,LOYOLA,P5,ULAM,Ulmus Americana,American Elm,9.9,10,45.460897,-73.6463728,LO102,526
149,LOYOLA,P5,ULMI,Ulmus Davidiana 'Discovery',Davidiana Elm,10,10,45.461023,-73.646607,LO19,527
183,LOYOLA,P5,CEOC,Celtis Occidentalis,Common Hackberry,10,10,45.461225,-73.647202,LO32,528
5,LOYOLA,P5,GLTR,Gleditsia Triacanthos,Common Honeylocust,10.1,10,45.4617707,-73.6442341,LO10,529
243,LOYOLA,P5,CEOC,Celtis Occidentalis,Common Hackberry,10.1,10,45.460996,-73.6445754,LO64,530
14,LOYOLA,P5,VILE,Viburnum Lentago,Nannyberry,10.2,10,45.4609041,-73.64629,LO102,531
194,LOYOLA,P5,TICO,Tilia Cordata,Littleleaf European Linden,10.2,10,45.4612415,-73.6447565,LO36,532
201,LOYOLA,P5,JUNI,Juglans Nigra,Eastern Black Walnut,10.2,10,45.461658,-73.64705,LO4,533
15,LOYOLA,P5,VILE,Viburnum Lentago,Nannyberry,10.3,10,45.4608775,-73.6463614,LO102,534
16,LOYOLA,P5,ULAM,Ulmus Americana,American Elm,10.3,10,45.4609156,-73.6463078,LO102,535
83,LOYOLA,P5,ULAM,Ulmus Americana,American Elm,10.3,10,45.4609394,-73.6463597,LO133,536
176,LOYOLA,P5,ULMI,Ulmus x 'Morton Plainsman',Vanguard Elm,10.3,10,45.46096,-73.647628,LO3,537
214,LOYOLA,P5,CEOC,Celtis Occidentalis,Common Hackberry,10.3,10,45.461263,-73.647341,LO48,538
328,LOYOLA,P5,TICO,Tilia Cordata,Littleleaf European Linden,10.3,10,45.4617431,-73.6450823,LO92,539
71,LOYOLA,P5,PRVISC,Prunus Virginiana 'Schubert',Schubert's Chokecherry,10.4,10,45.461966,-73.645174,LO13,540
279,LOYOLA,P5,QUMA,Quercus Macrocarpa,Bur Oak,10.4,10,45.46283,-73.646156,LO75,541
187,LOYOLA,P5,GLTR,Gleditsia Triacanthos 'Skyline',Skyline Honey-Locust,10.5,11,45.46214,-73.644456,LO34,542
215,LOYOLA,P5,CEOC,Celtis Occidentalis,Common Hackberry,10.6,11,45.461353,-73.647277,LO48,543
233,LOYOLA,P5,ULMI,Ulmus x 'Morton Plainsman',Vanguard Elm,10.7,11,45.461039,-73.647815,LO6,544
35,LOYOLA,P5,JUNI,Juglans Nigra,Eastern Black Walnut,11,11,45.461525,-73.647072,LO109,545
59,LOYOLA,P5,LALA,Larix Laricina,Tamarack,11,11,45.46104,-73.64766,LO12,546
109,LOYOLA,P5,ULXXFR,Ulmus 'Frontier',Frontier Elm,11,11,45.460667,-73.646906,LO153,547
308,LOYOLA,P5,GLTR,Gleditsia Triacanthos 'Skyline',Skyline Honey-Locust,11.1,11,45.462079,-73.644508,LO86,548
173,LOYOLA,P5,QUBI,Quercus Bicolor,Swamp White Oak,11.2,11,45.4615033,-73.6443011,LO29,549
150,LOYOLA,P5,ULMI,Ulmus Davidiana 'Discovery',Davidiana Elm,11.4,11,45.460976,-73.646571,LO19,550
200,LOYOLA,P5,QUBI,Quercus Bicolor,Swamp White Oak,11.4,11,45.4616463,-73.6442408,LO39,551
6,LOYOLA,P5,TICO,Tilia Cordata,Littleleaf European Linden,11.5,12,45.4617979,-73.6443236,LO10,552
244,LOYOLA,P5,CEOC,Celtis Occidentalis,Common Hackberry,11.5,12,45.4609864,-73.6446193,LO64,553
245,LOYOLA,P5,CEOC,Celtis Occidentalis,Common Hackberry,11.6,12,45.4609673,-73.6446307,LO64,554
264,LOYOLA,P5,ULAM,Ulmus Americana,American Elm,11.6,12,45.4608959,-73.6462535,LO68,555
110,LOYOLA,P5,ULXXFR,Ulmus 'Frontier',Frontier Elm,11.9,12,45.460692,-73.646967,LO153,556
69,LOYOLA,P5,TICO,Tilia Cordata,Littleleaf European Linden,12,12,45.4618995,-73.6450129,LO128,557
139,LOYOLA,P5,GYDI,Gymnocladus Dioicus,Kentucky Coffee Tree,12,12,45.461933,-73.64573,LO163,558
343,LOYOLA,P5,TICO,Tilia Cordata,Littleleaf European Linden,12,12,45.461619,-73.6450639,LO96,559
