fid,Sample Site,Site Code,Species Code,Species Latin,Species Common,DBH (2020):,DBH Round,Latitude,Longitude,layer,INDEX
996,TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,42.6,43,45.459952,-73.630835,T73,1024
914,TRENHOLME,P6,ACPL,Acer Platanoides,Superform Norway Maple,15.1,15,45.461364,-73.633124,T74,1025
940,TRENHOLME,P6,ACGI,Acer Ginnala,Armur Maple,23,23,45.461475,-73.632993,T74,1026
977,TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,31.6,32,45.461367,-73.63299,T74,1027
994,TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,41.5,42,45.461484,-73.6329,T76,1028
1047,TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,62.8,63,45.461358,-73.632864,T76,1029
1104,TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,81,81,45.461399,-73.632727,T76,1030
1107,TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,83.1,83,45.461408,-73.6329,T76,1031
911,TRENHOLME,P6,SYRE,Syringa Reticulata,Ivory Silk Japanese Tree Lilac,13.9,14,45.460436,-73.632548,T77,1032
912,TRENHOLME,P6,SYRE,Syringa Reticulata,Ivory Silk Japanese Tree Lilac,14.4,14,45.460508,-73.632467,T77,1033
926,TRENHOLME,P6,SYRE,Syringa Reticulata,Ivory Silk Japanese Tree Lilac,19.7,20,45.460441,-73.632467,T77,1034
1116,TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,114.2,114,45.460531,-73.632677,T77,1035
894,TRENHOLME,P6,AEHI,Aesculus Hippocastanum,Common Horsechesnut,6.9,7,45.461712,-73.632407,T78,1036
951,TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,27.4,27,45.461706,-73.63215,T78,1037
990,TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,37.6,38,45.461739,-73.632487,T78,1038
1091,TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,74.3,74,45.461125,-73.632346,T79,1039
1117,TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,116.6,117,45.461044,-73.632397,T79,1040
953,TRENHOLME,P6,ULXXHO,Ulmus 'Homestead',Homestead Elm,28.2,28,45.460428,-73.631963,T81,1041
988,TRENHOLME,P6,ULXXHO,Ulmus 'Homestead',Homestead Elm,37.3,37,45.460365,-73.632022,T81,1042
902,TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,9.2,9,45.4612491,-73.6331103,T82,1043
932,TRENHOLME,P6,ACPL,Acer Platanoides,Acer Platanoides 'Emerald Lustre',21.1,21,45.461189,-73.633111,T82,1044
1041,TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,62.2,62,45.4609332,-73.6306443,T85,1045
1065,TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,68.2,68,45.461064,-73.630499,T85,1046
916,TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,16.7,17,45.461558,-73.631791,T86,1047
917,TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,16.8,17,45.461567,-73.631845,T86,1048
981,TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,33.8,34,45.461661,-73.632048,T86,1049
999,TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,46.3,46,45.461629,-73.631973,T86,1050
1046,TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,62.7,63,45.461647,-73.632159,T86,1051
1056,TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,65.9,66,45.461611,-73.632099,T86,1052
1095,TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,77.1,77,45.461562,-73.632021,T86,1053
910,TRENHOLME,P6,ACPL,Acer Platanoides 'Deborah',Deborah Norway Maple,13.1,13,45.459851,-73.631504,T87,1054
937,TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,22.8,23,45.459808,-73.631394,T87,1055
1069,TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,68.9,69,45.459884,-73.631346,T87,1056
1078,TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,71.2,71,45.459911,-73.63163,T87,1057
927,TRENHOLME,P6,ACFR,Acer Freemannii,Freeman Maple,19.8,20,45.460512,-73.633039,T88,1058
1024,TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,60.2,60,45.460458,-73.633092,T88,1059
1094,TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,75.7,76,45.460535,-73.633101,T88,1060
913,TRENHOLME,P6,PIAB,Picea Abies,Norway Spruce,14.8,15,45.460153,-73.632294,T91,1061
1100,TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,79.2,79,45.460207,-73.63216,T91,1062
957,TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,28.8,29,45.460447,-73.631104,T92,1063
1111,TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,86.7,87,45.460362,-73.631156,T92,1064
909,TRENHOLME,P6,ACPL,Acer Platanoides,Superform Norway Maple,12.8,13,45.461267,-73.632299,T94,1065
1004,TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,50,50,45.461292,-73.632095,T94,1066
1020,TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,58.4,58,45.461193,-73.632098,T94,1067
1044,TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,62.4,62,45.461314,-73.632197,T94,1068
1048,TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,63,63,45.461193,-73.63228,T94,1069
979,TRENHOLME,P6,ULXXHO,Ulmus 'Homestead',Homestead Elm,32.6,33,45.4605,-73.631974,T95,1070
1070,TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,68.9,69,45.460572,-73.632012,T95,1071
1118,TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,116.7,117,45.460594,-73.632177,T95,1072
1032,TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,61.3,61,45.459939,-73.631166,T97,1073
1103,TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,80.1,80,45.459871,-73.631156,T97,1074
1028,TRENHOLME,P6,TICO,Tilia Cordata,Littleleaf European Linden,60.6,61,45.460719,-73.63326,T98,1075
1039,TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,62.1,62,45.460566,-73.633353,T98,1076
1067,TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,68.7,69,45.46062,-73.633302,T98,1077
1081,TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,71.5,72,45.460575,-73.633188,T98,1078
897,TRENHOLME,P6,MABA,Malus Baccata 'Mandshurica',Mandshurica Crab Apple,7.4,7,45.461665,-73.632237,T99,1079
998,TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,45.3,45,45.461571,-73.632248,T99,1080
1009,TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,53,53,45.461661,-73.632287,T99,1081
1027,TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,60.5,61,45.46162,-73.632344,T99,1082
1029,TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,60.6,61,45.461628,-73.632503,T99,1083
1087,TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,73.1,73,45.461588,-73.632446,T99,1084
924,TRENHOLME,P6,SYRE,Syringa Reticulata,Ivory Silk Japanese Tree Lilac,18.9,19,45.460608,-73.632426,T103,1085
1026,TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,60.4,60,45.460778,-73.632543,T103,1086
1098,TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,78.8,79,45.460688,-73.632468,T103,1087
1017,TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,57.9,58,45.46101,-73.630814,T104,1088
930,TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,20.3,20,45.460813,-73.633832,T107,1089
1008,TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,53,53,45.460741,-73.633832,T107,1090
1012,TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,54.2,54,45.460822,-73.634038,T107,1091
1049,TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,63.2,63,45.46088,-73.633931,T107,1092
935,TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,22.4,22,45.460894,-73.634068,T110,1093
945,TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,24.7,25,45.460993,-73.633865,T110,1094
947,TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,27,27,45.460948,-73.63394,T110,1095
949,TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,27.3,27,45.460957,-73.633802,T110,1096
1063,TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,68,68,45.461056,-73.633773,T110,1097
1001,TRENHOLME,P6,TICO,Tilia Cordata,Littleleaf European Linden,46.8,47,45.461304,-73.632945,T111,1098
1114,TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,90.5,91,45.461259,-73.63301,T111,1099
899,TRENHOLME,P6,TICO,Tilia Cordata 'Sheridan',Sheridan Littleleaf Linden,7.7,8,45.461159,-73.631184,T112,1100
898,TRENHOLME,P6,TICO,Tilia Cordata 'Glenleven',Glenleven Littleleaf Linden,7.5,8,45.460862,-73.629995,T113,1101
1058,TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,66.3,66,45.460808,-73.629851,T113,1102
1088,TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,73.3,73,45.460773,-73.629761,T113,1103
1016,TRENHOLME,P6,ACSC,Acer Saccharum,Sugar Maple,57.7,58,45.461191,-73.633363,T114,1104
1106,TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,83.1,83,45.461115,-73.633501,T114,1105
971,TRENHOLME,P6,TICO,Tilia Cordata,Littleleaf European Linden,30.5,31,45.460593,-73.633039,T115,1106
976,TRENHOLME,P6,TICO,Tilia Cordata,Littleleaf European Linden,31.5,32,45.460674,-73.632922,T115,1107
1052,TRENHOLME,P6,TICO,Tilia Cordata,Littleleaf European Linden,65.7,66,45.460692,-73.633039,T115,1108
1062,TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,67.9,68,45.460602,-73.632904,T115,1109
1089,TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,73.4,73,45.460706,-73.632889,T115,1110
920,TRENHOLME,P6,ACSA,Acer Saccharinum 'Pyramidalis',Pyramidal Silver Maple,17.5,18,45.460436,-73.629789,T116,1111
970,TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,30.4,30,45.459836,-73.630742,T118,1112
987,TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,36.7,37,45.459836,-73.630576,T118,1113
991,TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,38,38,45.459872,-73.630662,T118,1114
1115,WILLIAM-BOWIE,P7,PIRU,Picea Rubens,Red Spruce,4.7,5,45.457692,-73.648212,W12,1115
1116,WILLIAM-BOWIE,P7,MABA,Malus 'Centurion',CenturionÂ® Crab Apple,5.2,5,45.458024,-73.648952,W33,1116
1117,WILLIAM-BOWIE,P7,MABA,Malus 'Centurion',CenturionÂ® Crab Apple,5.8,6,45.457389,-73.648701,W24,1117
1118,WILLIAM-BOWIE,P7,SYRE,Syringa Reticulata,Japanese Tree Lilac,5.9,6,45.457944,-73.649423,W20,1118
1119,WILLIAM-BOWIE,P7,SYRE,Syringa Reticulata,Japanese Tree Lilac,6.6,7,45.457868,-73.649474,W20,1119
1120,WILLIAM-BOWIE,P7,TITO,Tilia tomentosa,Silver Linden,6.7,7,45.458429,-73.64982,W11,1120
1121,WILLIAM-BOWIE,P7,HYPA,Hydrangea Paniculata,Panicled Hydrangea,6.9,7,45.4575868,-73.648361,W12,1121
1122,WILLIAM-BOWIE,P7,PIRU,Picea Rubens,Red Spruce,6.9,7,45.457771,-73.648115,W22,1122
1123,WILLIAM-BOWIE,P7,BENI,Betula Nigra,River Birch,7.1,7,45.457966,-73.648666,W21,1123
1124,WILLIAM-BOWIE,P7,PYCA,Pyrus Calleryana,Callery Pear,7.2,7,45.458076,-73.649314,W2,1124
1125,WILLIAM-BOWIE,P7,HYPA,Hydrangea Paniculata,Panicled Hydrangea,7.4,7,45.4576141,-73.6485333,W31,1125
1126,WILLIAM-BOWIE,P7,PIRU,Picea Rubens,Red Spruce,7.5,8,45.457824,-73.648294,W22,1126
1127,WILLIAM-BOWIE,P7,TITO,Tilia tomentosa,Silver Linden,7.8,8,45.458497,-73.65,W14,1127
1128,WILLIAM-BOWIE,P7,TITO,Tilia tomentosa,Silver Linden,8.4,8,45.458401,-73.649745,W11,1128
1129,WILLIAM-BOWIE,P7,PIGL,Picea Glauca,White Spruce,8.8,9,45.457449,-73.648293,W18,1129
1130,WILLIAM-BOWIE,P7,PIGL,Picea Glauca,White Spruce,9,9,45.457626,-73.648196,W13,1130
1131,WILLIAM-BOWIE,P7,BENI,Betula Nigra,River Birch,9.2,9,45.457973,-73.648726,W33,1131
1132,WILLIAM-BOWIE,P7,ULXXFR,Ulmus 'Frontier',Ulmus x 'Frontier',9.7,10,45.45822,-73.649297,W10,1132
1133,WILLIAM-BOWIE,P7,BENI,Betula Nigra,River Birch,11,11,45.45795,-73.648607,W21,1133
1134,WILLIAM-BOWIE,P7,ULMI,Ulmus x 'Morton' (Accolade TM),Morton (Accolade TM) Elm,11.2,11,45.458331,-73.649365,W10,1134
1135,WILLIAM-BOWIE,P7,ULXXFR,Ulmus 'Frontier',Ulmus x 'Frontier',11.7,12,45.458289,-73.649469,W10,1135
1136,WILLIAM-BOWIE,P7,CEOC,Celtis Occidentalis,Common Hackberry,12,12,45.457415,-73.648367,W24,1136
1137,WILLIAM-BOWIE,P7,GLTR,Gleditsia Triacanthos 'Skyline',Skyline Honey-Locust,12.2,12,45.458394,-73.649565,W19,1137
1138,WILLIAM-BOWIE,P7,ULXXFR,Ulmus 'Frontier',Ulmus x 'Frontier',12.3,12,45.458256,-73.649388,W10,1138
1139,WILLIAM-BOWIE,P7,MABA,Malus 'Prairifire',Prairiefire Crab Apple,12.6,13,45.457794,-73.649052,W28,1139
1140,WILLIAM-BOWIE,P7,MABA,Malus 'Prairifire',Prairiefire Crab Apple,12.7,13,45.45777,-73.648993,W28,1140
1141,WILLIAM-BOWIE,P7,ULXXFR,Ulmus 'Frontier',Ulmus x 'Frontier',13.3,13,45.458331,-73.64958,W19,1141
1142,WILLIAM-BOWIE,P7,BENI,Betula Nigra,River Birch,14.1,14,45.457967,-73.648785,W33,1142
1143,WILLIAM-BOWIE,P7,ULMI,Ulmus x 'Morton' (Accolade TM),Morton (Accolade TM) Elm,15.2,15,45.458267,-73.649202,W10,1143
1144,WILLIAM-BOWIE,P7,ULMI,Ulmus x 'Morton' (Accolade TM),Morton (Accolade TM) Elm,16.4,16,45.458561,-73.650002,W14,1144
1145,WILLIAM-BOWIE,P7,ACFR,Acer Freemannii,Freeman Maple,16.5,17,45.457651,-73.64915,W32,1145
1146,WILLIAM-BOWIE,P7,GLTR,Gleditsia Triacanthos 'Skyline',Skyline Honey-Locust,17.3,17,45.457907,-73.650018,W29,1146
1147,WILLIAM-BOWIE,P7,ULMI,Ulmus x 'Morton' (Accolade TM),Morton (Accolade TM) Elm,18.1,18,45.458511,-73.649874,W14,1147
1148,WILLIAM-BOWIE,P7,ACFR,Acer Freemannii,Freeman Maple,18.7,19,45.457709,-73.649219,W27,1148
1149,WILLIAM-BOWIE,P7,GLTR,Gleditsia Triacanthos 'Skyline',Skyline Honey-Locust,19.1,19,45.458466,-73.649738,W14,1149
1150,WILLIAM-BOWIE,P7,GLTR,Gleditsia Triacanthos 'Skyline',Skyline Honey-Locust,19.5,20,45.457926,-73.65008,W29,1150
1151,WILLIAM-BOWIE,P7,GLTR,Gleditsia Triacanthos 'Skyline',Skyline Honey-Locust,20.2,20,45.458445,-73.649675,W11,1151
1152,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,21.1,21,45.45761,-73.648089,W13,1152
1153,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,24.8,25,45.457957,-73.648481,W21,1153
1154,WILLIAM-BOWIE,P7,TICO,Tilia Cordata,Littleleaf European Linden,36.1,36,45.457526,-73.649053,W32,1154
1155,WILLIAM-BOWIE,P7,TICO,Tilia Cordata,Littleleaf European Linden,36.5,37,45.457649,-73.649349,W32,1155
1156,WILLIAM-BOWIE,P7,CEOC,Celtis Occidentalis,Common Hackberry,37.7,38,45.457734,-73.647838,W25,1156
1157,WILLIAM-BOWIE,P7,TICO,Tilia Cordata,Littleleaf European Linden,38,38,45.457771,-73.649668,W8,1157
1158,WILLIAM-BOWIE,P7,ACSA,Acer Saccharinum,Silver Maple,38.7,39,45.457833,-73.649068,W28,1158
1159,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,38.8,39,45.457732,-73.648253,W22,1159
1160,WILLIAM-BOWIE,P7,TICO,Tilia Cordata,Littleleaf European Linden,38.9,39,45.457805,-73.649749,W8,1160
1161,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,39.5,40,45.458188,-73.649235,W2,1161
1162,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,40,40,45.458096,-73.649078,W16,1162
1163,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,40,40,45.458301,-73.64928,W10,1163
1164,WILLIAM-BOWIE,P7,TICO,Tilia Cordata,Littleleaf European Linden,40.6,41,45.45763,-73.649276,W32,1164
1165,WILLIAM-BOWIE,P7,ACSA,Acer Saccharinum,Silver Maple,41.9,42,45.457732,-73.649105,W28,1165
1166,WILLIAM-BOWIE,P7,ACSA,Acer Saccharinum,Silver Maple,42.1,42,45.457617,-73.648798,W3,1166
1167,WILLIAM-BOWIE,P7,ACSA,Acer Saccharinum,Silver Maple,42.2,42,45.457832,-73.649389,W27,1167
1168,WILLIAM-BOWIE,P7,TICO,Tilia Cordata,Littleleaf European Linden,42.4,42,45.457635,-73.648057,W13,1168
1169,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,42.6,43,45.457765,-73.647921,W22,1169
1170,WILLIAM-BOWIE,P7,TICO,Tilia Cordata,Littleleaf European Linden,43.1,43,45.457877,-73.649939,W29,1170
1171,WILLIAM-BOWIE,P7,AMCA,Amelanchier Canadensis,Canadian serviceberry,43.4,43,45.4578474,-73.648474,W5,1171
1172,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,44.7,45,45.457671,-73.64767,W25,1172
1173,WILLIAM-BOWIE,P7,ACSA,Acer Saccharinum,Silver Maple,45.2,45,45.457728,-73.648911,W28,1173
1174,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,46.5,47,45.458202,-73.649049,W16,1174
1175,WILLIAM-BOWIE,P7,CEOC,Celtis Occidentalis,Common Hackberry,47.2,47,45.45764,-73.647795,W25,1175
1176,WILLIAM-BOWIE,P7,TICO,Tilia Cordata,Littleleaf European Linden,47.4,47,45.457578,-73.649186,W32,1176
1177,WILLIAM-BOWIE,P7,ACNE,Acer Negundo,Manitoba Maple,47.7,48,45.457453,-73.647774,W17,1177
1178,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,47.8,48,45.457851,-73.648126,W22,1178
1179,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,48.6,49,45.457805,-73.648015,W22,1179
1180,WILLIAM-BOWIE,P7,TICO,Tilia Cordata,Littleleaf European Linden,48.9,49,45.457896,-73.649018,W30,1180
1181,WILLIAM-BOWIE,P7,CEOC,Celtis Occidentalis,Common Hackberry,51.2,51,45.457536,-73.647828,W17,1181
1182,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,51.7,52,45.457387,-73.648512,W24,1182
1183,WILLIAM-BOWIE,P7,TICO,Tilia Cordata,Littleleaf European Linden,52,52,45.45774,-73.6496,W8,1183
1184,WILLIAM-BOWIE,P7,ACSA,Acer Saccharinum,Silver Maple,52.3,52,45.457527,-73.64857,W6,1184
1185,WILLIAM-BOWIE,P7,ACSA,Acer Saccharinum,Silver Maple,52.8,53,45.457561,-73.648411,W12,1185
1186,WILLIAM-BOWIE,P7,CEOC,Celtis Occidentalis,Common Hackberry,53.4,53,45.457557,-73.647723,W17,1186
1187,WILLIAM-BOWIE,P7,TICO,Tilia Cordata,Littleleaf European Linden,53.8,54,45.457306,-73.648491,W24,1187
1188,WILLIAM-BOWIE,P7,ACSA,Acer Saccharinum,Silver Maple,54,54,45.457583,-73.648695,W31,1188
1189,WILLIAM-BOWIE,P7,CEOC,Celtis Occidentalis,Common Hackberry,54.1,54,45.457734,-73.647998,W13,1189
1190,WILLIAM-BOWIE,P7,CEOC,Celtis Occidentalis,Common Hackberry,54.4,54,45.457847,-73.64857,W5,1190
1191,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,54.8,55,45.45814,-73.649127,W2,1191
1192,WILLIAM-BOWIE,P7,TICO,Tilia Cordata,Littleleaf European Linden,55,55,45.458025,-73.650315,W9,1192
1193,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,55.2,55,45.45817,-73.648951,W16,1193
1194,WILLIAM-BOWIE,P7,ACSA,Acer Saccharinum,Silver Maple,55.7,56,45.458555,-73.650116,W14,1194
1195,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,55.8,56,45.458366,-73.649449,W10,1195
1196,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,56.2,56,45.45745,-73.648515,W18,1196
1197,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,56.5,57,45.458015,-73.648544,W21,1197
1198,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,58,58,45.458049,-73.649088,W2,1198
1199,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,58.9,59,45.458137,-73.648859,W16,1199
1200,WILLIAM-BOWIE,P7,TICO,Tilia Cordata,Littleleaf European Linden,59.3,59,45.4575254,-73.6483908,W18,1200
1201,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,60.3,60,45.45794,-73.648353,W21,1201
1202,WILLIAM-BOWIE,P7,ACSA,Acer Saccharinum,Silver Maple,60.3,60,45.458305,-73.650332,W15,1202
1203,WILLIAM-BOWIE,P7,TICO,Tilia Cordata,Littleleaf European Linden,60.6,61,45.457981,-73.650216,W9,1203
1204,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,61.8,62,45.457418,-73.648576,W6,1204
1205,WILLIAM-BOWIE,P7,SYVU,Syngria Vulgaris,Common Lilac,61.8,62,45.4577535,-73.6481146,W22,1205
1206,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,62.8,63,45.457895,-73.648239,W22,1206
1207,WILLIAM-BOWIE,P7,ACSA,Acer Saccharinum,Silver Maple,64.9,65,45.458463,-73.65019,W14,1207
1208,WILLIAM-BOWIE,P7,TICO,Tilia Cordata,Littleleaf European Linden,66,66,45.458061,-73.650409,W9,1208
1209,WILLIAM-BOWIE,P7,TICO,Tilia Cordata,Littleleaf European Linden,66.2,66,45.457766,-73.649266,W27,1209
1210,WILLIAM-BOWIE,P7,ACSA,Acer Saccharinum,Silver Maple,66.2,66,45.458209,-73.650405,W15,1210
1211,WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,67,67,45.45805,-73.648641,W21,1211
1212,WILLIAM-BOWIE,P7,TICO,Tilia Cordata,Littleleaf European Linden,69.1,69,45.457799,-73.649535,W8,1212
1213,WILLIAM-BOWIE,P7,TICO,Tilia Cordata,Littleleaf European Linden,69.6,70,45.45784,-73.64984,W29,1213
1214,WILLIAM-BOWIE,P7,CEOC,Celtis Occidentalis,Common Hackberry,71.2,71,45.457486,-73.647905,W17,1214
1215,WILLIAM-BOWIE,P7,ACSA,Acer Saccharinum,Silver Maple,72.1,72,45.457542,-73.648013,W17,1215
1216,WILLIAM-BOWIE,P7,ACSA,Acer Saccharinum,Silver Maple,74,74,45.457332,-73.648404,W24,1216
1217,WILLIAM-BOWIE,P7,ACSA,Acer Saccharinum,Silver Maple,75.8,76,45.457273,-73.648384,W24,1217
1218,WILLIAM-BOWIE,P7,TICO,Tilia Cordata,Littleleaf European Linden,78.3,78,45.457716,-73.648643,W23,1218
1219,WILLIAM-BOWIE,P7,TICO,Tilia Cordata,Littleleaf European Linden,81.3,81,45.457721,-73.649299,W27,1219
1220,WILLIAM-BOWIE,P7,ACSA,Acer Saccharinum,Silver Maple,81.6,82,45.4576762,-73.6479533,W13,1220
1221,WILLIAM-BOWIE,P7,ACSA,Acer Saccharinum,Silver Maple,82.9,83,45.45749,-73.648237,W18,1221
1222,WILLIAM-BOWIE,P7,TICO,Tilia Cordata,Littleleaf European Linden,85.2,85,45.457441,-73.648838,W6,1222
