fid,Sample Site,Site Code,Species Code,Species Latin,Latitude,Longitude,DBH (2020):,DBH Round,Basal.Area,Subsite Code,GS Type,Classification
1382,N/A,S71,THOC,Thuja occidentalis,-73.639421,45.466783,57.2,57,0.2550465,S71,Row,Public
1383,N/A,S71,THOC,Thuja occidentalis,-73.639454,45.466796,33.3,33,0.0854865,S71,Row,Public
1384,N/A,S71,THOC,Thuja occidentalis,-73.639477,45.466804,42.7,43,0.1451465,S71,Row,Public
1385,N/A,S71,THOC,Thuja occidentalis,-73.6395,45.466814,39.3,39,0.1193985,S71,Row,Public
1386,N/A,S71,THOC,Thuja occidentalis,-73.639565,45.46684,55.2,55,0.2374625,S71,Row,Public
2024,N/A,S72,GLTR,Gleditsia triacanthos 'Northern Acclaim',-73.636781,45.465754,8.1,8,0.005024,S72,Row,Public
1997,N/A,S72,ULMI,Ulmus x 'Morton' (Accolade TM),-73.637182,45.465916,14.8,15,0.0176625,S72,Row,Public
2337,N/A,S72,ACPL,Acer platanoides,-73.637272,45.465951,59.3,59,0.2732585,S72,Row,Public
1518,N/A,S72,TIMOHG,Tilia x mongolica 'Harvest Gold',-73.637373,45.465987,10.2,10,0.00785,S72,Row,Public
1974,N/A,S72,GIBI,Ginkgo biloba,-73.637553,45.466055,8,8,0.005024,S72,Row,Public
1366,N/A,S72,ACPL,Acer platanoides 'Deborah',-73.637628,45.466086,22.8,23,0.0415265,S72,Row,Public
1998,N/A,S72,ULMI,Ulmus x 'Morton' (Accolade TM),-73.637968,45.466213,10.1,10,0.00785,S72,Row,Public
1045,N/A,S72,PHAM,Phellodendron amurensis,-73.637865,45.46617,6.7,7,0.0038465,S72,Row,Public
1975,N/A,S72,GIBI,Ginkgo biloba,-73.6382,45.46631,4.5,5,0.0019625,S72,Row,Public
2644,N/A,S72,QURU,Quercus rubra,-73.638296,45.466346,30.8,31,0.0754385,S72,Row,Public
2019,N/A,S72,ULMI,Ulmus 'New Horizon',-73.638542,45.46644,16.9,17,0.0226865,S72,Row,Public
2616,N/A,S72,QURU,Quercus rubra,-73.638626,45.466472,30.1,30,0.07065,S72,Row,Public
2184,N/A,S72,ACSA,Acer saccharinum,-73.636445,45.465619,100.1,100,0.785,S72,Row,Public
3013,N/A,S73,ACSA,Acer saccharinum,-73.635905,45.461967,66,66,0.341946,S73,Row,Public
3014,N/A,S73,ACSA,Acer saccharinum,-73.63602,45.462007,93.1,93,0.6789465,S73,Row,Public
3015,N/A,S73,ACSA,Acer saccharinum,-73.636113,45.462043,17,17,0.0226865,S73,Row,Public
3016,N/A,S73,ACSA,Acer saccharinum,-73.636382,45.462151,81.5,82,0.527834,S73,Row,Public
3017,N/A,S73,ACSA,Acer saccharinum,-73.636542,45.462209,73.5,74,0.429866,S73,Row,Public
3018,N/A,S73,ACSA,Acer saccharinum,-73.636664,45.462263,78.4,78,0.477594,S73,Row,Public
3019,N/A,S73,ACSA,Acer saccharinum,-73.636804,45.462312,56.3,56,0.246176,S73,Row,Public
1559,N/A,S73,SYRE,Syringa reticulata 'Ivory Silk',-73.636919,45.462357,12.6,13,0.0132665,S73,Row,Public
3020,N/A,S73,ACSA,Acer saccharinum,-73.637079,45.462411,54.6,55,0.2374625,S73,Row,Public
3021,N/A,S73,ACSA,Acer saccharinum,-73.637227,45.462474,71.1,71,0.3957185,S73,Row,Public
3022,N/A,S73,ACSA,Acer saccharinum,-73.637409,45.46255,47.2,47,0.1734065,S73,Row,Public
3023,N/A,S73,ACSA,Acer saccharinum,-73.637651,45.462631,58.1,58,0.264074,S73,Row,Public
3024,N/A,S73,ACSA,Acer saccharinum,-73.637795,45.462689,69.2,69,0.3737385,S73,Row,Public
3025,N/A,S73,ACSA,Acer saccharinum,-73.637955,45.462747,67.7,68,0.362984,S73,Row,Public
1461,N/A,S73,PIPU,Picea pungens 'Glauca',-73.6381,45.462807,25.4,25,0.0490625,S73,Row,Public
1274,N/A,S73,MABA,Malus 'Red Jade',-73.638075,45.462801,16.2,16,0.020096,S73,Row,Public
3026,N/A,S73,ACSA,Acer saccharinum,-73.638145,45.462823,70.4,70,0.38465,S73,Row,Public
3068,N/A,S73,ACSA,Acer saccharinum,-73.635603,45.46185,60.1,60,0.2826,S73,Row,Public
3043,N/A,S73,ACSA,Acer saccharinum,-73.635722,45.461886,62.7,63,0.3115665,S73,Row,Public
2338,N/A,S74,ACPL,Acer platanoides,-73.641829,45.464241,64.4,64,0.321536,S74,Row,Public
2339,N/A,S74,ACPL,Acer platanoides,-73.641982,45.464303,98.4,98,0.753914,S74,Row,Public
2340,N/A,S74,ACPL,Acer platanoides,-73.642114,45.464353,69.4,69,0.3737385,S74,Row,Public
1700,N/A,S74,SYRE,Syringa reticulata,-73.642413,45.464473,5.4,5,0.0019625,S74,Row,Public
1999,N/A,S74,ULMI,Ulmus x 'Morton' (Accolade TM),-73.642651,45.464564,7.8,8,0.005024,S74,Row,Public
2046,N/A,S74,ULMI,Ulmus x 'Morton' (Accolade TM),-73.642792,45.464617,5.1,5,0.0019625,S74,Row,Public
3321,N/A,S74,LITU,Liriodendron tulipifera,-73.642929,45.46467,4.5,5,0.0019625,S74,Row,Public
2341,N/A,S74,ACPL,Acer platanoides,-73.643068,45.464716,59.4,59,0.2732585,S74,Row,Public
2342,N/A,S74,ACPL,Acer platanoides,-73.643344,45.464833,58.1,58,0.264074,S74,Row,Public
2702,N/A,S74,MABA,Malus x 'Rosseau',-73.643518,45.464893,5.8,6,0.002826,S74,Row,Public
2343,N/A,S74,ACPL,Acer platanoides,-73.643636,45.464936,52,52,0.212264,S74,Row,Public
2344,N/A,S74,ACPL,Acer platanoides,-73.643897,45.465048,47.7,48,0.180864,S74,Row,Public
2345,N/A,S74,ACPL,Acer platanoides,-73.644166,45.465142,65.7,66,0.341946,S74,Row,Public
1424,N/A,S74,ACPL,Acer platanoides 'Emerald Queen',-73.644298,45.465196,17.5,18,0.025434,S74,Row,Public
1470,N/A,S74,QUROFA,Quercus robur 'Fastigiata',-73.644471,45.465254,21.1,21,0.0346185,S74,Row,Public
1471,N/A,S74,QUROFA,Quercus robur 'Fastigiata',-73.644632,45.465321,32.9,33,0.0854865,S74,Row,Public
1387,N/A,S74,THOC,Thuja occidentalis,-73.641386,45.46407,22,22,0.037994,S74,Row,Public
3044,N/A,S75,ACSA,Acer saccharinum,-73.63914,45.4632,138.5,139,1.5166985,S75,Row,Public
3045,N/A,S75,ACSA,Acer saccharinum,-73.63923,45.463236,103.4,103,0.8328065,S75,Row,Public
2346,N/A,S75,ACPL,Acer platanoides,-73.639318,45.463267,61.5,62,0.301754,S75,Row,Public
2347,N/A,S75,ACPL,Acer platanoides,-73.639375,45.46329,60.9,61,0.2920985,S75,Row,Public
1462,N/A,S75,PIPU,Picea pungens 'Glauca',-73.639467,45.46333,33,33,0.0854865,S75,Row,Public
3046,N/A,S75,ACSA,Acer saccharinum,-73.639571,45.463371,53.6,54,0.228906,S75,Row,Public
3047,N/A,S75,ACSA,Acer saccharinum,-73.639745,45.463433,150.5,151,1.7898785,S75,Row,Public
3865,N/A,S75,GLTR,Gleditsia triacanthos 'Skyline',-73.640013,45.463545,5.1,5,0.0019625,S75,Row,Public
3048,N/A,S75,ACSA,Acer saccharinum,-73.640129,45.463595,29.5,30,0.07065,S75,Row,Public
3065,N/A,S75,ACSA,Acer saccharinum,-73.640276,45.463658,25.2,25,0.0490625,S75,Row,Public
3351,N/A,S75,PIPU,Picea pungens,-73.640448,45.463718,45.8,46,0.166106,S75,Row,Public
3352,N/A,S75,PIPU,Picea pungens,-73.640506,45.46374,48,48,0.180864,S75,Row,Public
1451,N/A,S75,ACFR,Acer x freemanii,-73.64074,45.463824,81.2,81,0.5150385,S75,Row,Public
3066,N/A,S75,ACSA,Acer saccharinum,-73.640864,45.463868,,0,0,S75,Row,Public
3067,N/A,S75,ACSA,Acer saccharinum,-73.641056,45.463945,52.5,53,0.2205065,S75,Row,Public
3070,N/A,S75,ACSA,Acer saccharinum,-73.638579,45.462989,79.7,80,0.5024,S75,Row,Public
3071,N/A,S75,ACSA,Acer saccharinum,-73.638751,45.463057,75.2,75,0.4415625,S75,Row,Public
1563,N/A,S76,SYRE,Syringa reticulata 'Ivory Silk',-73.635633,45.461711,15.2,15,0.0176625,S76,Row,Public
2348,N/A,S76,ACPL,Acer platanoides,-73.635906,45.461805,52.8,53,0.2205065,S76,Row,Public
1367,N/A,S76,ACPL,Acer platanoides 'Deborah',-73.63578,45.461755,27.8,28,0.061544,S76,Row,Public
2617,N/A,S76,QURU,Quercus rubra,-73.636091,45.461876,19.6,20,0.0314,S76,Row,Public
3072,N/A,S76,ACSA,Acer saccharinum,-73.636238,45.461935,88.4,88,0.607904,S76,Row,Public
1452,N/A,S76,ACFR,Acer x freemanii,-73.636419,45.461993,48.9,49,0.1884785,S76,Row,Public
2021,N/A,S76,ULMI,Ulmus davidiana 'Discovery',-73.636716,45.462104,6.9,7,0.0038465,S76,Row,Public
1976,N/A,S76,GIBI,Ginkgo biloba,-73.636588,45.462055,3.9,4,0.001256,S76,Row,Public
3073,N/A,S76,ACSA,Acer saccharinum,-73.636857,45.462173,61.9,62,0.301754,S76,Row,Public
3327,N/A,S76,ULMI,Ulmus x New Horizon,-73.636987,45.462217,5.3,5,0.0019625,S76,Row,Public
1368,N/A,S76,ACPL,Acer platanoides 'Deborah',-73.637408,45.462374,26.9,27,0.0572265,S76,Row,Public
2349,N/A,S76,ACPL,Acer platanoides,-73.637691,45.462491,56.5,57,0.2550465,S76,Row,Public
3356,N/A,S76,PIPU,Picea pungens Colson's Select Blue,-73.637809,45.462522,,0,0,S76,Row,Public
2350,N/A,S77,ACPL,Acer platanoides,-73.641813,45.46407,66.9,67,0.3523865,S77,Row,Public
2351,N/A,S77,ACPL,Acer platanoides,-73.641656,45.464002,,0,0,S77,Row,Public
1021,N/A,S77,ACFR,Acer x freemanii 'Firefall',-73.642038,45.46415,16.8,17,0.0226865,S77,Row,Public
1731,N/A,S77,GYDI,Gymnocladus dioicus,-73.642203,45.464218,5.4,5,0.0019625,S77,Row,Public
3866,N/A,S77,GLTR,Gleditsia triacanthos 'Skyline',-73.642329,45.46428,37.8,38,0.113354,S77,Row,Public
2352,N/A,S77,ACPL,Acer platanoides,-73.642501,45.464339,68.6,69,0.3737385,S77,Row,Public
3867,N/A,S77,GLTR,Gleditsia triacanthos 'Skyline',-73.642649,45.464388,38.7,39,0.1193985,S77,Row,Public
2049,N/A,S77,ULMI,Ulmus x 'Morton Stalwart',-73.642886,45.464487,5.6,6,0.002826,S77,Row,Public
3868,N/A,S77,GLTR,Gleditsia triacanthos 'Skyline',-73.642729,45.464424,37.7,38,0.113354,S77,Row,Public
2353,N/A,S77,ACPL,Acer platanoides,-73.643055,45.464544,48.3,48,0.180864,S77,Row,Public
1016,N/A,S77,ACMIMO,Acer miyabei 'Morton' (State Street TM),-73.642948,45.464502,6.9,7,0.0038465,S77,Row,Public
2354,N/A,S77,ACPL,Acer platanoides,-73.6432,45.464612,69.6,70,0.38465,S77,Row,Public
1848,N/A,S77,TICO,Tilia cordata,-73.643315,45.464644,50.4,50,0.19625,S77,Row,Public
1050,N/A,S77,ACFR,Acer rubrum 'Armstrong',-73.64347,45.464702,29.6,30,0.07065,S77,Row,Public
1369,N/A,S77,ACPL,Acer platanoides 'Deborah',-73.643592,45.464751,26.2,26,0.053066,S77,Row,Public
3200,N/A,S77,QUBI,Quercus bicolor,-73.643735,45.464805,5.8,6,0.002826,S77,Row,Public
1076,N/A,S77,ACFR,Acer x freemanii 'Autumn Blaze',-73.64385,45.464847,4.9,5,0.0019625,S77,Row,Public
2355,N/A,S77,ACPL,Acer platanoides,-73.644018,45.464922,61.6,62,0.301754,S77,Row,Public
2356,N/A,S77,ACPL,Acer platanoides,-73.644147,45.464962,43.3,43,0.1451465,S77,Row,Public
2320,N/A,S77,ACPL,Acer platanoides,-73.644402,45.465061,62.2,62,0.301754,S77,Row,Public
1370,N/A,S77,ACPL,Acer platanoides 'Deborah',-73.641542,45.463962,,0,0,S77,Row,Public
2321,N/A,S78,ACPL,Acer platanoides,-73.638845,45.46294,70.4,70,0.38465,S78,Row,Public
3074,N/A,S78,ACSA,Acer saccharinum,-73.638731,45.46289,75.4,75,0.4415625,S78,Row,Public
2322,N/A,S78,ACPL,Acer platanoides,-73.639102,45.463038,,0,0,S78,Row,Public
2323,N/A,S78,ACPL,Acer platanoides,-73.639249,45.463087,,0,0,S78,Row,Public
2324,N/A,S78,ACPL,Acer platanoides,-73.639367,45.463132,,0,0,S78,Row,Public
2325,N/A,S78,ACPL,Acer platanoides,-73.639564,45.463213,,0,0,S78,Row,Public
3432,N/A,S78,CEOC,Celtis occidentalis,-73.640392,45.463527,,0,0,S78,Row,Public
3434,N/A,S78,CEOC,Celtis occidentalis,-73.639451,45.463164,,0,0,S78,Row,Public
3435,N/A,S78,CEOC,Celtis occidentalis,-73.639677,45.463253,,0,0,S78,Row,Public
3436,N/A,S78,CEOC,Celtis occidentalis,-73.639796,45.463298,,0,0,S78,Row,Public
3437,N/A,S78,CEOC,Celtis occidentalis,-73.640161,45.463437,,0,0,S78,Row,Public
3459,N/A,S78,CEOC,Celtis occidentalis,-73.640277,45.463482,,0,0,S78,Row,Public
1371,N/A,S78,ACPL,Acer platanoides 'Deborah',-73.640506,45.463572,,0,0,S78,Row,Public
1372,N/A,S78,ACPL,Acer platanoides 'Deborah',-73.640611,45.463612,,0,0,S78,Row,Public
2685,N/A,S78,ACPLCK,Acer platanoides 'Schwedleri',-73.640829,45.463688,49.4,49,0.1884785,S78,Row,Public
2326,N/A,S79,ACPL,Acer platanoides,-73.640164,45.456787,82.8,83,0.5407865,S79,Row,Public
2327,N/A,S79,ACPL,Acer platanoides,-73.639268,45.457598,46.4,46,0.166106,S79,Row,Public
2618,N/A,S79,QURU,Quercus rubra,-73.639491,45.457405,24.6,25,0.0490625,S79,Row,Public
2619,N/A,S79,QURU,Quercus rubra,-73.639642,45.457292,23,23,0.0415265,S79,Row,Public
2620,N/A,S79,QURU,Quercus rubra,-73.639788,45.457161,19.6,20,0.0314,S79,Row,Public
3075,N/A,S79,ACSA,Acer saccharinum,-73.639918,45.457044,6.4,6,0.002826,S79,Row,Public
2328,N/A,S79,ACPL,Acer platanoides,-73.639713,45.457224,67.3,67,0.3523865,S79,Row,Public
2621,N/A,S79,QURU,Quercus rubra,-73.639372,45.457522,42.8,43,0.1451465,S79,Row,Public
2622,N/A,S79,QURU,Quercus rubra,-73.639569,45.457355,39.4,39,0.1193985,S79,Row,Public
2623,N/A,S79,QURU,Quercus rubra,-73.640112,45.456864,27.4,27,0.0572265,S79,Row,Public
2329,N/A,S79,ACPL,Acer platanoides,-73.638791,45.458026,64.8,65,0.3316625,S79,Row,Public
2330,N/A,S79,ACPL,Acer platanoides,-73.637502,45.459139,40.8,41,0.1319585,S79,Row,Public
2624,N/A,S79,QURU,Quercus rubra,-73.6378,45.458873,11.6,12,0.011304,S79,Row,Public
2331,N/A,S79,ACPL,Acer platanoides,-73.637877,45.458806,44.4,44,0.151976,S79,Row,Public
2332,N/A,S79,ACPL,Acer platanoides,-73.638685,45.458112,87.8,88,0.607904,S79,Row,Public
2625,N/A,S79,QURU,Quercus rubra,-73.638021,45.458689,22.3,22,0.037994,S79,Row,Public
2333,N/A,S79,ACPL,Acer platanoides,-73.638621,45.458166,46.4,46,0.166106,S79,Row,Public
1373,N/A,S79,ACPL,Acer platanoides 'Deborah',-73.638097,45.458621,24.5,25,0.0490625,S79,Row,Public
2626,N/A,S79,QURU,Quercus rubra,-73.637949,45.458743,27.8,28,0.061544,S79,Row,Public
2627,N/A,S79,QURU,Quercus rubra,-73.638523,45.458252,31.3,31,0.0754385,S79,Row,Public
2628,N/A,S79,QURU,Quercus rubra,-73.637605,45.459045,28.5,29,0.0660185,S79,Row,Public
2629,N/A,S79,QURU,Quercus rubra,-73.637664,45.458991,38.1,38,0.113354,S79,Row,Public
2630,N/A,S79,QURU,Quercus rubra,-73.637735,45.458932,36.1,36,0.101736,S79,Row,Public
2631,N/A,S79,QURU,Quercus rubra,-73.638156,45.458563,40.1,40,0.1256,S79,Row,Public
2632,N/A,S79,QURU,Quercus rubra,-73.638259,45.458486,31.6,32,0.080384,S79,Row,Public
2633,N/A,S79,QURU,Quercus rubra,-73.63839,45.458369,21.6,22,0.037994,S79,Row,Public
2635,N/A,S79,QURU,Quercus rubra,-73.638452,45.458319,35,35,0.0961625,S79,Row,Public
2636,N/A,S79,QURU,Quercus rubra,-73.638873,45.457959,34,34,0.090746,S79,Row,Public
2334,N/A,S80,ACPL,Acer platanoides,-73.639398,45.457198,57.3,57,0.2550465,S80,Row,Public
2646,N/A,S80,QURU,Quercus rubra,-73.639158,45.457396,27.9,28,0.061544,S80,Row,Public
2647,N/A,S80,QURU,Quercus rubra,-73.639229,45.457337,31.1,31,0.0754385,S80,Row,Public
2648,N/A,S80,QURU,Quercus rubra,-73.639307,45.457265,30.9,31,0.0754385,S80,Row,Public
1472,N/A,S80,QUROFA,Quercus robur 'Fastigiata',-73.639547,45.45707,,0,0,S80,Row,Public
2912,N/A,S80,ACPL,Acer platanoides,-73.6372,45.459068,86.4,86,0.580586,S80,Row,Public
2372,N/A,S80,ACPL,Acer platanoides,-73.637723,45.458644,54.2,54,0.228906,S80,Row,Public
2649,N/A,S80,QURU,Quercus rubra,-73.637425,45.458896,21,21,0.0346185,S80,Row,Public
2651,N/A,S80,QURU,Quercus rubra,-73.637488,45.458838,27.9,28,0.061544,S80,Row,Public
2603,N/A,S80,QURU,Quercus rubra,-73.637566,45.458779,33,33,0.0854865,S80,Row,Public
2604,N/A,S80,QURU,Quercus rubra,-73.63764,45.458707,23.2,23,0.0415265,S80,Row,Public
2605,N/A,S80,QURU,Quercus rubra,-73.637798,45.458572,8.1,8,0.005024,S80,Row,Public
2606,N/A,S80,QURU,Quercus rubra,-73.637878,45.458504,33.4,33,0.0854865,S80,Row,Public
2607,N/A,S80,QURU,Quercus rubra,-73.637957,45.458432,30.2,30,0.07065,S80,Row,Public
2608,N/A,S80,QURU,Quercus rubra,-73.638032,45.458369,34.8,35,0.0961625,S80,Row,Public
2609,N/A,S80,QURU,Quercus rubra,-73.638109,45.458297,34.4,34,0.090746,S80,Row,Public
2610,N/A,S80,QURU,Quercus rubra,-73.638208,45.458225,45.4,45,0.1589625,S80,Row,Public
2611,N/A,S80,QURU,Quercus rubra,-73.638267,45.458171,40.9,41,0.1319585,S80,Row,Public
2612,N/A,S80,QURU,Quercus rubra,-73.638377,45.458076,39.4,39,0.1193985,S80,Row,Public
2613,N/A,S80,QURU,Quercus rubra,-73.638583,45.457896,11.3,11,0.0094985,S80,Row,Public
2614,N/A,S80,QURU,Quercus rubra,-73.638647,45.457851,38.8,39,0.1193985,S80,Row,Public
2643,N/A,S80,QURU,Quercus rubra,-73.638721,45.457775,28.3,28,0.061544,S80,Row,Public
1473,N/A,S80,QUROFA,Quercus robur 'Fastigiata',-73.638871,45.457648,60.5,61,0.2920985,S80,Row,Public
1474,N/A,S80,QUROFA,Quercus robur 'Fastigiata',-73.638926,45.457599,52.1,52,0.212264,S80,Row,Public
1425,N/A,S81,ACPL,Acer platanoides 'Emerald Queen',-73.645801,45.456263,28.2,28,0.061544,S81,Row,Public
2695,N/A,S81,BENI,Betula nigra,-73.645894,45.456301,5.6,6,0.002826,S81,Row,Public
2373,N/A,S81,ACPL,Acer platanoides,-73.646186,45.456415,26.9,27,0.0572265,S81,Row,Public
2374,N/A,S81,ACPL,Acer platanoides,-73.6464,45.456496,41.5,42,0.138474,S81,Row,Public
2375,N/A,S81,ACPL,Acer platanoides,-73.646787,45.456649,58.6,59,0.2732585,S81,Row,Public
3076,N/A,S81,ACSA,Acer saccharinum,-73.647593,45.456963,104.1,104,0.849056,S81,Row,Public
1431,N/A,S81,ALGL,Alnus glutinosa,-73.6466115,45.4566106,7,7,0.0038465,S81,Row,Public
2376,N/A,S82,ACPL,Acer platanoides,-73.642449,45.454958,61.9,62,0.301754,S82,Row,Public
3077,N/A,S82,ACSA,Acer saccharinum,-73.642828,45.455106,22.9,23,0.0415265,S82,Row,Public
2377,N/A,S82,ACPL,Acer platanoides,-73.642862,45.455119,54.8,55,0.2374625,S82,Row,Public
1374,N/A,S82,ACPL,Acer platanoides 'Deborah',-73.64299,45.455169,24.6,25,0.0490625,S82,Row,Public
2378,N/A,S82,ACPL,Acer platanoides,-73.6431,45.455214,56.3,56,0.246176,S82,Row,Public
1426,N/A,S82,ACPL,Acer platanoides 'Emerald Queen',-73.643246,45.455267,25.6,26,0.053066,S82,Row,Public
1482,N/A,S82,ACGI,Acer ginnala 'Flame',-73.643431,45.455336,9.3,9,0.0063585,S82,Row,Public
2379,N/A,S82,ACPL,Acer platanoides,-73.644137,45.455617,67.9,68,0.362984,S82,Row,Public
1281,N/A,S82,CEOC,Celtis occidentalis,-73.644261,45.455662,6.6,7,0.0038465,S82,Row,Public
1282,N/A,S82,CEOC,Celtis occidentalis,-73.644381,45.455718,4.6,5,0.0019625,S82,Row,Public
3078,N/A,S82,ACSA,Acer saccharinum,-73.644493,45.455752,78.7,79,0.4899185,S82,Row,Public
3079,N/A,S82,ACSA,Acer saccharinum,-73.644697,45.455832,118.6,119,1.1116385,S82,Row,Public
1283,N/A,S82,CEOC,Celtis occidentalis,-73.644858,45.455891,32.6,33,0.0854865,S82,Row,Public
1284,N/A,S82,CEOC,Celtis occidentalis,-73.645089,45.455989,7.2,7,0.0038465,S82,Row,Public
2380,N/A,S82,ACPL,Acer platanoides,-73.645197,45.45603,66.1,66,0.341946,S82,Row,Public
3869,N/A,S82,GLTR,Gleditsia triacanthos 'Skyline',-73.645326,45.456093,29.9,30,0.07065,S82,Row,Public
2381,N/A,S82,ACPL,Acer platanoides,-73.642039,45.454801,50.5,51,0.2041785,S82,Row,Public
3080,N/A,S82,ACSA,Acer saccharinum,-73.641938,45.454762,11.9,12,0.011304,S82,Row,Public
2661,N/A,S82,QURU,Quercus rubra,-73.641808,45.454743,30,30,0.07065,S82,Row,Public
2026,N/A,S83,QURU,Quercus rubra,-73.64558,45.456016,11.3,11,0.0094985,S83,Row,Public
2382,N/A,S83,ACPL,Acer platanoides,-73.646012,45.456182,66.3,66,0.341946,S83,Row,Public
1519,N/A,S83,TIMOHG,Tilia x mongolica 'Harvest Gold',-73.64617,45.45624,5.7,6,0.002826,S83,Row,Public
3353,N/A,S83,PIPU,Picea pungens,-73.646438,45.456334,57.3,57,0.2550465,S83,Row,Public
2383,N/A,S83,ACPL,Acer platanoides,-73.646524,45.456379,43.2,43,0.1451465,S83,Row,Public
2384,N/A,S83,ACPL,Acer platanoides,-73.646706,45.456451,75.3,75,0.4415625,S83,Row,Public
2687,N/A,S83,PIOM,Picea omorika,-73.646877,45.456514,8.3,8,0.005024,S83,Row,Public
1977,N/A,S83,GIBI,Ginkgo biloba,-73.647094,45.456603,9.9,10,0.00785,S83,Row,Public
3081,N/A,S83,ACSA,Acer saccharinum,-73.647228,45.456653,74.6,75,0.4415625,S83,Row,Public
3093,N/A,S83,ACSA,Acer saccharinum,-73.647376,45.456711,89.4,89,0.6217985,S83,Row,Public
2385,N/A,S83,ACPL,Acer platanoides,-73.647531,45.456774,56.5,57,0.2550465,S83,Row,Public
3094,N/A,S83,ACSA,Acer saccharinum,-73.647693,45.456836,69.5,70,0.38465,S83,Row,Public
2696,N/A,S83,BENI,Betula nigra,-73.6479312,45.4569323,5.5,6,0.002826,S83,Row,Public
2386,N/A,S84,ACPL,Acer platanoides,-73.642391,45.454769,58.1,58,0.264074,S84,Row,Public
2390,N/A,S84,ACPL,Acer platanoides,-73.6425,45.454814,34.1,34,0.090746,S84,Row,Public
2392,N/A,S84,ACPL,Acer platanoides,-73.642632,45.454868,69.6,70,0.38465,S84,Row,Public
2396,N/A,S84,ACPL,Acer platanoides,-73.643006,45.45502,61,61,0.2920985,S84,Row,Public
2397,N/A,S84,ACPL,Acer platanoides,-73.642881,45.454966,63.7,64,0.321536,S84,Row,Public
2406,N/A,S84,AEGL,Aesculus glabra,-73.643279,45.455123,35.6,36,0.101736,S84,Row,Public
1701,N/A,S84,SYRE,Syringa reticulata,-73.643233,45.455103,85.9,86,0.580586,S84,Row,Public
2398,N/A,S84,ACPL,Acer platanoides,-73.643394,45.455164,67.2,67,0.3523865,S84,Row,Public
2399,N/A,S84,ACPL,Acer platanoides,-73.643549,45.455222,71.2,71,0.3957185,S84,Row,Public
1849,N/A,S84,TICO,Tilia cordata,-73.643709,45.455285,63.2,63,0.3115665,S84,Row,Public
3095,N/A,S84,ACSA,Acer saccharinum,-73.643883,45.455348,105.6,106,0.882026,S84,Row,Public
1427,N/A,S84,ACPL,Acer platanoides 'Emerald Queen',-73.644039,45.45541,26.6,27,0.0572265,S84,Row,Public
2400,N/A,S84,ACPL,Acer platanoides,-73.644142,45.455451,64,64,0.321536,S84,Row,Public
2664,N/A,S84,QURU,Quercus rubra,-73.644281,45.455505,6.7,7,0.0038465,S84,Row,Public
2401,N/A,S84,ACPL,Acer platanoides,-73.644399,45.455554,61.2,61,0.2920985,S84,Row,Public
3096,N/A,S84,ACSA,Acer saccharinum,-73.644541,45.455608,114.7,115,1.0381625,S84,Row,Public
2677,N/A,S84,QUWARP,Quercus x warei 'Regal Prince',-73.644705,45.455675,4.8,5,0.0019625,S84,Row,Public
1978,N/A,S84,GIBI,Ginkgo biloba,-73.644799,45.455712,5,5,0.0019625,S84,Row,Public
3335,N/A,S84,CTSP,Catalpa speciosa,-73.644953,45.455769,8.3,8,0.005024,S84,Row,Public
1979,N/A,S84,GIBI,Ginkgo biloba,-73.645028,45.455796,4.6,5,0.0019625,S84,Row,Public
2402,N/A,S84,ACPL,Acer platanoides,-73.645276,45.455899,71.2,71,0.3957185,S84,Row,Public
3097,N/A,S84,ACSA,Acer saccharinum,-73.642139,45.454679,34.8,35,0.0961625,S84,Row,Public
1517,N/A,S84,TICO,Tilia cordata 'Greenspire',-73.642275,45.454729,6.9,7,0.0038465,S84,Row,Public
3098,N/A,S84,ACSA,Acer saccharinum,-73.642044,45.454639,12.3,12,0.011304,S84,Row,Public
2403,N/A,S84,ACPL,Acer platanoides,-73.641936,45.454599,74.7,75,0.4415625,S84,Row,Public
3426,N/A,S85,ACPL,Acer platanoides 'Columnare',-73.648364,45.457097,49.8,50,0.19625,S85,Row,Public
2405,N/A,S85,ACPL,Acer platanoides,-73.648571,45.457168,68.6,69,0.3737385,S85,Row,Public
3561,N/A,S85,ACPL,Acer platanoides,-73.64875,45.457244,71.4,71,0.3957185,S85,Row,Public
3294,N/A,S85,FRAM,Fraxinus americana,-73.649123,45.457392,43.7,44,0.151976,S85,Row,Public
3562,N/A,S85,ACPL,Acer platanoides,-73.649326,45.457469,69.7,70,0.38465,S85,Row,Public
2668,N/A,S85,PNRE,Pinus resinosa,-73.649589,45.457563,25.3,25,0.0490625,S85,Row,Public
3563,N/A,S85,ACPL,Acer platanoides,-73.649695,45.457612,65,65,0.3316625,S85,Row,Public
3295,N/A,S85,FRAM,Fraxinus americana,-73.649876,45.457679,40.3,40,0.1256,S85,Row,Public
1143,N/A,S85,PRNI,Prunus nigra,-73.649969,45.45772,12.8,13,0.0132665,S85,Row,Public
3932,N/A,S85,FRPE,Fraxinus pennsylvanica 'Summit',-73.650152,45.457787,29,29,0.0660185,S85,Row,Public
3933,N/A,S85,FRPE,Fraxinus pennsylvanica 'Summit',-73.650267,45.457827,21.7,22,0.037994,S85,Row,Public
3564,N/A,S85,ACPL,Acer platanoides,-73.650589,45.457953,65.8,66,0.341946,S85,Row,Public
3261,N/A,S86,GLTR,Gleditsia triacanthos var. inermis,-73.640526,45.466528,48.4,48,0.180864,S86,Row,Public
