fid,Site Code,Species Code,Species latin,Longitude,Latitude,DBH (2020),DBH Round,Index
1735,S1,TICO,Tilia cordata,-73.637747,45.459467,65.9,66,1
1300,S1,ACPL,Acer platanoides 'Deborah',-73.637867,45.459511,17.2,17,2
1736,S1,TICO,Tilia cordata,-73.638442,45.459732,57.9,58,3
1741,S1,TICO,Tilia cordata,-73.63855,45.459772,56.3,56,4
1742,S1,TICO,Tilia cordata,-73.638666,45.459822,59.2,59,5
1702,S1,TICO,Tilia cordata,-73.638782,45.459867,49.7,50,6
2672,S1,TIAM,Tilia americana 'Redmond',-73.638895,45.459911,32.2,32,7
1703,S1,TICO,Tilia cordata,-73.638995,45.459952,57.1,57,8
1291,S1,AEHI,Aesculus hippocastanum,-73.639089,45.459988,79.9,80,9
2027,S1,ACPL,Acer platanoides,-73.639221,45.460039,73.5,74,10
1704,S1,TICO,Tilia cordata,-73.639351,45.460091,53.5,54,11
1705,S1,TICO,Tilia cordata,-73.639461,45.460131,68.9,69,12
2590,S1,QURU,Quercus rubra,-73.639724,45.460232,11.5,12,13
1509,S1,TICO,Tilia cordata 'Glenleven',-73.639803,45.460261,37.7,38,14
1706,S1,TICO,Tilia cordata,-73.639955,45.46032,56.9,57,15
1707,S1,TICO,Tilia cordata,-73.640036,45.460355,56.8,57,16
1287,S1,GLTR,Gleditsia triacanthos,-73.63734,45.459323,7,7,17
2028,S1,ACPL,Acer platanoides,-73.6380154,45.4595759,69.5,70,18
2740,S107,ACSA,Acer saccharinum,-73.640612,45.460368,48.4,48,19
2741,S107,ACSA,Acer saccharinum,-73.640744,45.460413,85.9,86,20
2763,S107,ACSA,Acer saccharinum,-73.641002,45.460516,47.4,47,21
1301,S107,ACPLDE,Acer platanoides 'Deborah',-73.6411,45.460557,16.6,17,22
3319,S107,LITU,Liriodendron tulipifera,-73.641221,45.460601,5.8,6,23
1302,S107,ACPLDE,Acer platanoides 'Deborah',-73.641968,45.460893,28,28,25
1303,S107,ACPLDE,Acer platanoides 'Deborah',-73.642334,45.461032,34.2,34,27
3231,S2,GLTR,Gleditsia triacanthos var. inermis,-73.638114,45.459467,45.6,46,30
1510,S2,SYRE,Syringa reticulata 'Golden Eclipse',-73.638354,45.459561,5.7,6,31
3232,S2,GLTR,Gleditsia triacanthos var. inermis,-73.638477,45.459606,62.8,63,32
1511,S2,SYRE,Syringa reticulata 'Golden Eclipse',-73.638574,45.459642,9.1,9,33
3233,S2,GLTR,Gleditsia triacanthos var. inermis,-73.638795,45.459732,56.1,56,34
3235,S2,GLTR,Gleditsia triacanthos var. inermis,-73.639509,45.46001,47.8,48,35
3236,S2,GLTR,Gleditsia triacanthos var. inermis,-73.639039,45.459826,49,49,36
3237,S2,GLTR,Gleditsia triacanthos var. inermis,-73.639397,45.459969,63.2,63,37
4454,S2,GLTR,Gleditsia triacanthos var. inermis,-73.639267,45.459915,37.8,38,38
3257,S2,GLTR,Gleditsia triacanthos var. inermis,-73.63962,45.460046,61.6,62,39
3259,S2,GLTR,Gleditsia triacanthos var. inermis,-73.639724,45.46009,52.6,53,40
1708,S2,TICO,Tilia cordata,-73.639938,45.460176,56.4,56,41
2765,S2,ACSA,Acer saccharinum,-73.637889,45.459382,65.1,65,42
2766,S2,ACSA,Acer saccharinum,-73.637978,45.459418,126.5,127,43
2767,S2,ACSA,Acer saccharinum,-73.637793,45.459346,101.6,102,44
2768,S2,ACSA,Acer saccharinum,-73.63761,45.459274,74.4,74,45
2769,S2,ACSA,Acer saccharinum,-73.637704,45.45931,81.2,81,46
2030,S3,ACPL,Acer platanoides,-73.641039,45.460354,71.3,71,47
2031,S3,ACPL,Acer platanoides,-73.641183,45.460413,60.1,60,48
1304,S3,ACPL,Acer platanoides 'Deborah',-73.641613,45.460583,24.7,25,49
1305,S3,ACPL,Acer platanoides 'Deborah',-73.641713,45.460619,25.1,25,50
3322,S3,ULXXFR,Ulmus x 'Frontier',-73.64191,45.460695,7.4,7,51
2032,S3,ACPL,Acer platanoides,-73.642069,45.460753,64.4,64,52
2033,S3,ACPL,Acer platanoides,-73.642179,45.460803,52.2,52,53
1306,S3,ACPL,Acer platanoides 'Deborah',-73.642344,45.460861,23.7,24,54
2034,S3,ACPL,Acer platanoides,-73.642482,45.460919,75.5,76,55
2035,S3,ACPL,Acer platanoides,-73.642641,45.460982,82.8,83,56
1307,S3,ACPL,Acer platanoides 'Deborah',-73.642899,45.461085,,0,57
2036,S3,ACPL,Acer platanoides,-73.643211,45.461202,,0,58
1721,S3,GYDI,Gymnocladus dioicus,-73.643091,45.461153,,0,59
1722,S3,GYDI,Gymnocladus dioicus,-73.64282,45.461052,,0,60
1723,S3,GYDI,Gymnocladus dioicus,-73.642991,45.461119,,0,61
2037,S3,ACPL,Acer platanoides,-73.640948,45.46032,76.5,77,62
1993,S3,ULMI,Ulmus x 'Morton' (Accolade TM),-73.640688,45.460225,27.4,27,63
1994,S3,ULMI,Ulmus x 'Morton' (Accolade TM),-73.640779,45.460261,23.7,24,64
2038,S3,ACPL,Acer platanoides,-73.640942,45.460332,33.5,34,65
2043,S3,ACPL,Acer platanoides,-73.640945,45.460326,76.5,77,66
2044,S3,ACPL,Acer platanoides,-73.640952,45.460315,44.4,44,67
2045,S4,ACPL,Acer platanoides,-73.623451,45.463547,49,49,68
2001,S4,ACPL,Acer platanoides,-73.623939,45.463758,33.5,34,69
2002,S4,ACPL,Acer platanoides,-73.624569,45.464028,60.8,61,70
1709,S4,TICO,Tilia cordata,-73.624963,45.464206,52.6,53,71
3922,S4,FRPE,Fraxinus pennsylvanica 'Summit',-73.62511,45.464274,27.9,28,72
1710,S4,TICO,Tilia cordata,-73.62522,45.464319,109.9,110,73
2454,S4,FRPE,Fraxinus pennsylvanica,-73.625304,45.464361,25.9,26,74
3923,S4,FRPE,Fraxinus pennsylvanica 'Summit',-73.625598,45.464494,37.3,37,75
3924,S4,FRPE,Fraxinus pennsylvanica 'Summit',-73.625504,45.464449,26.6,27,76
1711,S4,TICO,Tilia cordata,-73.625808,45.464583,63.6,64,77
1288,S4,GLTR,Gleditsia triacanthos,-73.626324,45.464812,31,31,78
1712,S4,TICO,Tilia cordata,-73.626236,45.464772,36.1,36,79
3260,S4,GLTR,Gleditsia triacanthos var. inermis,-73.6261,45.464713,31,31,80
3839,S6,GLTR,Gleditsia triacanthos 'Skyline',-73.627575,45.463236,32,32,104
3461,S7,CEOC,Celtis occidentalis,-73.629837,45.464228,42.9,43,105
1772,S7,TICO,Tilia cordata,-73.629987,45.464291,55.8,56,106
3462,S7,CEOC,Celtis occidentalis,-73.630196,45.464389,48.4,48,107
3464,S7,CEOC,Celtis occidentalis,-73.630329,45.464439,47.1,47,108
1773,S7,TICO,Tilia cordata,-73.630625,45.464578,53.4,53,109
1064,S7,TIAM,Tilia americana,-73.63076,45.464636,52.8,53,110
1774,S7,TICO,Tilia cordata,-73.631039,45.464762,46,46,111
3465,S7,CEOC,Celtis occidentalis,-73.631175,45.464825,34,34,112
3408,S7,CEOC,Celtis occidentalis,-73.631374,45.464906,56.7,57,113
1065,S7,TIAM,Tilia americana,-73.631501,45.464964,71.2,71,114
3409,S7,CEOC,Celtis occidentalis,-73.631656,45.465036,41.4,41,116
3410,S8,CEOC,Celtis occidentalis,-73.627458,45.462921,30.2,30,117
3411,S8,CEOC,Celtis occidentalis,-73.626872,45.462652,30.4,30,118
3412,S8,CEOC,Celtis occidentalis,-73.626975,45.462701,23.5,24,119
3413,S8,CEOC,Celtis occidentalis,-73.627073,45.462746,22,22,120
3414,S8,CEOC,Celtis occidentalis,-73.627258,45.462827,16.8,17,121
3415,S8,CEOC,Celtis occidentalis,-73.627368,45.462881,25.2,25,122
3416,S8,CEOC,Celtis occidentalis,-73.626786,45.462612,34.1,34,123
3417,S8,CEOC,Celtis occidentalis,-73.628051,45.463177,43.9,44,124
3418,S8,CEOC,Celtis occidentalis,-73.627709,45.463029,46.3,46,125
3419,S8,CEOC,Celtis occidentalis,-73.628213,45.463253,32.8,33,126
3420,S8,CEOC,Celtis occidentalis,-73.628311,45.463294,39.6,40,127
2773,S9,ACSA,Acer saccharinum,-73.632815,45.465318,55.8,56,128
2774,S9,ACSA,Acer saccharinum,-73.632913,45.465376,35,35,129
2775,S9,ACSA,Acer saccharinum,-73.633238,45.465556,53.5,54,130
2776,S9,ACSA,Acer saccharinum,-73.63347,45.465708,57.8,58,131
2777,S9,ACSA,Acer saccharinum,-73.633588,45.465776,43.6,44,132
2778,S9,ACSA,Acer saccharinum,-73.63401,45.46605,58.1,58,133
2779,S9,ACSA,Acer saccharinum,-73.634256,45.466207,53.1,53,134
2780,S9,ACSA,Acer saccharinum,-73.634967,45.466526,61.6,62,135
2781,S9,ACSA,Acer saccharinum,-73.635102,45.466575,55.1,55,136
2782,S9,ACSA,Acer saccharinum,-73.632653,45.465246,45.8,46,137
2416,S9,QUPA,Quercus palustris,-73.633909,45.465982,10.9,11,138
1453,S10,PIPU,Picea pungens 'Glauca',-73.629914,45.464022,18.8,19,139
3421,S10,CEOC,Celtis occidentalis,-73.629665,45.463913,35.1,35,140
3438,S10,CEOC,Celtis occidentalis,-73.629816,45.463976,34.8,35,141
1775,S10,TICO,Tilia cordata,-73.630798,45.464416,37.1,37,142
2455,S10,FRPE,Fraxinus pennsylvanica,-73.63036,45.464218,52.9,53,144
2783,S10,ACSA,Acer saccharinum,-73.63056,45.464307,98.6,99,145
1776,S10,TICO,Tilia cordata,-73.630933,45.46447,37.9,38,146
1777,S10,TICO,Tilia cordata,-73.631322,45.46464,39.8,40,147
2784,S10,ACSA,Acer saccharinum,-73.631439,45.464689,51,51,148
1778,S10,TICO,Tilia cordata,-73.631194,45.464586,42.8,43,149
3439,S10,CEOC,Celtis occidentalis,-73.631608,45.464775,52.4,52,150
2789,S10,ACSA,Acer saccharinum,-73.631771,45.464847,62.9,63,151
3440,S10,CEOC,Celtis occidentalis,-73.632004,45.464945,48.2,48,152
1779,S11,TICO,Tilia cordata,-73.638893,45.468033,61.6,62,153
1726,S11,GYDI,Gymnocladus dioicus,-73.639051,45.468089,17.9,18,154
3939,S11,ACSC,Acer saccharum,-73.639409,45.46823,72.4,72,155
1391,S11,ACPL,Acer platanoides 'Emerald Queen',-73.63958,45.468297,34.5,35,156
1329,S11,ACPL,Acer platanoides 'Deborah',-73.639709,45.468346,29.4,29,157
2747,S11,ACSA,Acer saccharinum,-73.639879,45.468409,99.1,99,158
1934,S11,GIBI,Ginkgo biloba,-73.640027,45.468462,8.6,9,159
1727,S11,GYDI,Gymnocladus dioicus,-73.640256,45.468562,4.5,5,160
1465,S11,QUROFA,Quercus robur 'Fastigiata',-73.640349,45.468597,6.3,6,161
1935,S11,GIBI,Ginkgo biloba,-73.640452,45.468631,5.1,5,163
1409,S11,ACPL,Acer platanoides 'Emerald Queen',-73.640622,45.468692,32.5,33,164
1330,S11,ACPL,Acer platanoides 'Deborah',-73.640725,45.468732,28.2,28,166
2748,S11,ACSA,Acer saccharinum,-73.640834,45.468782,49.7,50,167
2417,S11,QUPA,Quercus palustris,-73.640996,45.468835,12.7,13,168
2749,S11,ACSA,Acer saccharinum,-73.641115,45.468885,64.1,64,169
1410,S11,ACPL,Acer platanoides 'Emerald Queen',-73.64127,45.468943,26,26,170
2456,S12,FRPE,Fraxinus pennsylvanica,-73.636408,45.467068,63.4,63,171
2457,S12,FRPE,Fraxinus pennsylvanica,-73.636578,45.467131,44.9,45,172
2459,S12,FRPE,Fraxinus pennsylvanica,-73.636697,45.467167,66.7,67,173
2460,S12,FRPE,Fraxinus pennsylvanica,-73.636818,45.467212,55.1,55,174
1780,S12,TICO,Tilia cordata,-73.637225,45.467378,60.9,61,175
2750,S12,ACSA,Acer saccharinum,-73.637432,45.467463,73.7,74,176
1331,S12,ACPL,Acer platanoides 'Deborah',-73.637917,45.46765,17.3,17,177
2008,S12,ACPL,Acer platanoides,-73.635679,45.46679,94.5,95,179
2751,S13,ACSA,Acer saccharinum,-73.64613,45.455489,71.9,72,180
2752,S13,ACSA,Acer saccharinum,-73.646282,45.455551,80,80,181
2753,S13,ACSA,Acer saccharinum,-73.646416,45.455601,90.8,91,182
2754,S13,ACSA,Acer saccharinum,-73.646688,45.455713,73.3,73,183
2755,S13,ACSA,Acer saccharinum,-73.646944,45.455812,74.3,74,184
1066,S13,TIAM,Tilia americana,-73.64736,45.455986,64.8,65,185
3191,S13,ACPL,Acer platanoides 'Superform',-73.647597,45.456063,32.1,32,186
1936,S13,GIBI,Ginkgo biloba,-73.647794,45.456143,4.9,5,187
2756,S13,ACSA,Acer saccharinum,-73.647981,45.456206,74.4,74,188
2757,S13,ACSA,Acer saccharinum,-73.648129,45.456269,72.8,73,189
3894,S13,FRAM,Fraxinus americana 'Skyline',-73.64823,45.456307,22,22,190
2009,S13,ACPL,Acer platanoides,-73.648445,45.45639,66.2,66,191
2591,S13,QURU,Quercus rubra,-73.648496,45.456412,43.8,44,192
2592,S13,QURU,Quercus rubra,-73.6472928,45.4559481,5.7,6,193
2758,S14,ACSA,Acer saccharinum,-73.643075,45.454309,88.2,88,194
2759,S14,ACSA,Acer saccharinum,-73.643357,45.454421,66.1,66,195
2760,S14,ACSA,Acer saccharinum,-73.643482,45.454471,59.4,59,196
2674,S14,TIAM,Tilia americana 'Redmond',-73.643626,45.454538,33.8,34,197
1292,S14,AEHI,Aesculus hippocastanum,-73.644044,45.454699,137.5,138,198
2010,S14,ACPL,Acer platanoides,-73.644228,45.454753,43,43,199
2011,S14,ACPL,Acer platanoides,-73.644337,45.454803,28.6,29,200
2012,S14,ACPL,Acer platanoides,-73.644485,45.454856,62.1,62,201
2715,S14,PRVISC,Prunus virginiana 'Schubert',-73.644676,45.454939,14.1,14,202
3316,S14,TIAM,Tilia a. Lincoln,-73.644848,45.455003,5,5,203
1070,S14,CACA,Carpinus caroliniana,-73.645027,45.455072,7.2,7,204
2762,S14,ACSA,Acer saccharinum,-73.645198,45.45513,83.2,83,205
2013,S14,ACPL,Acer platanoides,-73.645315,45.455175,51.7,52,206
2014,S14,ACPL,Acer platanoides,-73.645452,45.455242,64.8,65,207
3690,S14,ACSA,Acer Saccharinum,-73.645533,45.455264,67.4,67,208
3691,S14,ACSA,Acer saccharinum,-73.645745,45.455345,88.9,89,209
3721,S16,ACSA,Acer saccharinum,-73.646134,45.455336,57.5,58,223
1030,S16,OSVI,Ostrya virginiana,-73.646318,45.455406,4.7,5,224
2016,S16,ACPL,Acer platanoides,-73.64664,45.455533,45,45,225
3308,S16,BEAL,Betula alleghaniensis,-73.646813,45.4556,9.9,10,226
1505,S16,GLTR,Gleditsia triacanthos 'Street Keeper',-73.646897,45.455633,5.9,6,227
3722,S16,ACSA,Acer saccharinum,-73.647105,45.455712,101.9,102,228
2017,S16,ACPL,Acer platanoides,-73.647297,45.455789,50.5,51,229
1781,S16,TICO,Tilia cordata,-73.647522,45.455869,55.5,56,230
1279,S16,ACPLCK,Acer platanoides 'Crimson King',-73.647888,45.456017,52.7,53,231
3840,S16,GLTR,Gleditsia triacanthos 'Skyline',-73.648005,45.456061,30.3,30,232
3841,S16,GLTR,Gleditsia triacanthos 'Skyline',-73.648099,45.4561,24.3,24,233
3723,S16,ACSA,Acer saccharinum,-73.648266,45.456161,79.2,79,234
3724,S16,ACSA,Acer saccharinum,-73.648424,45.456224,87.6,88,235
1031,S17,OSVI,Ostrya virginiana,-73.643592,45.454359,4,4,236
2051,S17,ACPL,Acer platanoides,-73.644209,45.454591,75.1,75,237
3725,S17,ACSA,Acer saccharinum,-73.644399,45.454667,84,84,238
1496,S17,GLTR,Gleditsia triacanthos 'Skyline',-73.644581,45.454739,4.9,5,239
1693,S17,SYRE,Syringa reticulata,-73.644648,45.454768,4.6,5,240
3726,S17,ACSA,Acer saccharinum,-73.64492,45.454869,75.3,75,241
3727,S17,ACSA,Acer saccharinum,-73.645096,45.454937,95,95,242
1782,S17,TICO,Tilia cordata,-73.645268,45.454999,56.4,56,243
3729,S17,ACSA,Acer saccharinum,-73.645451,45.455067,87.1,87,244
3732,S17,ACSA,Acer saccharinum,-73.645775,45.455201,71.1,71,245
3733,S17,ACSA,Acer saccharinum,-73.645913,45.455241,79.6,80,246
3441,S18,CEOC,Celtis occidentalis,-73.648939,45.456424,6.6,7,248
3734,S18,ACSA,Acer saccharinum,-73.649133,45.456497,69.3,69,249
2053,S18,ACPL,Acer platanoides,-73.649468,45.456636,62.2,62,250
2669,S18,PIRU,Picea rubens,-73.649631,45.456695,8.4,8,251
2484,S18,PIAB,Picea abies,-73.649776,45.456753,16.6,17,252
1694,S18,SYRE,Syringa reticulata,-73.649847,45.456779,6,6,253
1696,S18,SYRE,Syringa reticulata,-73.649899,45.456802,5.7,6,254
2485,S18,PIAB,Picea abies,-73.650091,45.456878,13.4,13,255
3735,S18,ACSA,Acer saccharinum,-73.650247,45.456932,86.2,86,256
3736,S18,ACSA,Acer saccharinum,-73.650404,45.456995,89.8,90,257
3737,S18,ACSA,Acer saccharinum,-73.650605,45.457076,153.1,153,258
2054,S18,ACPL,Acer platanoides,-73.650803,45.457156,64.3,64,259
2407,S18,ACPL,Acer platanoides 'Columnarbroad',-73.651006,45.457228,20,20,261
2694,S18,ULPU,Ulmus pumila,-73.651156,45.457292,43.2,43,262
2055,S18,ACPL,Acer platanoides,-73.651097,45.457264,62.5,63,263
1933,S19,MGKO,Magnolia kobus,-73.637181,45.459833,36.6,37,264
1074,S19,CACA,Carpinus caroliniana,-73.637377,45.459911,6.2,6,265
1478,S19,ACGI,Acer ginnala 'Flame',-73.637283,45.459881,5.3,5,266
2448,S19,THOC,Thuja occidentalis 'Fastigiata',-73.637486,45.459952,12.4,12,267
2678,S19,BENI,Betula nigra,-73.637555,45.459978,17.4,17,268
3738,S19,ACSA,Acer saccharinum,-73.638187,45.460236,110.5,111,269
1332,S19,ACPL,Acer platanoides 'Deborah',-73.638372,45.460308,33.6,34,270
1333,S19,ACPL,Acer platanoides 'Deborah',-73.638612,45.460393,32.3,32,271
3739,S19,ACSA,Acer saccharinum,-73.638677,45.460425,96.7,97,272
2587,S19,ACRU,Acer rubrum,-73.638917,45.460514,30.3,30,273
3400,S19,ACPL,Acer platanoides 'Columnare',-73.639286,45.460652,31.5,32,274
1094,S19,JUCI,Juglans cinerea,-73.63948,45.46073,25.8,26,275
1150,S19,PIPU,Picea pungens,-73.639535,45.460744,38.8,39,276
1080,S20,CACA,Carpinus caroliniana,-73.643386,45.462196,6.3,6,277
2056,S20,ACPL,Acer platanoides,-73.643503,45.462236,43.3,43,278
2057,S20,ACPL,Acer platanoides,-73.64366,45.462304,69.5,70,279
1087,S20,QUMA,Quercus macrocarpa,-73.643982,45.462425,78.9,79,280
2058,S20,ACPL,Acer platanoides,-73.64409,45.46247,58.2,58,281
1697,S20,SYRE,Syringa reticulata,-73.644359,45.462577,5.4,5,282
2059,S20,ACPL,Acer platanoides,-73.644481,45.462622,71.8,72,283
2060,S20,ACPL,Acer platanoides,-73.644635,45.462685,66,66,284
2061,S20,ACPL,Acer platanoides,-73.644752,45.46273,57.3,57,285
2680,S20,PRVISC,Prunus virginiana 'Schubert',-73.645021,45.462828,10.8,11,286
2062,S20,ACPL,Acer platanoides,-73.645172,45.462887,65,65,287
2063,S20,ACPL,Acer platanoides,-73.645442,45.462994,64.2,64,288
3740,S20,ACSA,Acer saccharinum,-73.64604,45.463232,62.5,63,289
3741,S20,ACSA,Acer saccharinum,-73.646238,45.463304,52.9,53,290
1334,S20,ACPL,Acer platanoides 'Deborah',-73.645937,45.463187,20.6,21,291
1011,S21,ACMIMO,Acer miyabei 'Morton' (State Street TM),-73.640615,45.461115,18.7,19,293
1335,S21,ACPL,Acer platanoides 'Deborah',-73.640744,45.461164,14.1,14,294
3842,S21,GLTR,Gleditsia triacanthos 'Skyline',-73.64109,45.461299,35.1,35,297
1336,S21,ACPL,Acer platanoides 'Deborah',-73.641246,45.461357,25.8,26,298
1512,S21,SYRE,Syringa reticulata 'Golden Eclipse',-73.641352,45.461389,7.8,8,299
1938,S21,GIBI,Ginkgo biloba,-73.641449,45.461428,10,10,300
3442,S21,CEOC,Celtis occidentalis,-73.641588,45.461487,44,44,301
1930,S21,MGAC,Magnolia acuminata,-73.641732,45.461541,7.2,7,302
3443,S21,CEOC,Celtis occidentalis,-73.641961,45.461635,38.6,39,303
2065,S21,ACPL,Acer platanoides,-73.642147,45.461712,61.7,62,304
1436,S21,MASY,Malus sylvestris,-73.6423,45.461774,40.4,40,305
1151,S21,PIPU,Picea pungens,-73.640163,45.460936,41.4,41,306
1152,S21,PIPU,Picea pungens,-73.640168,45.46094,24.9,25,307
1153,S21,PIPU,Picea pungens,-73.64019,45.460949,30.9,31,308
1155,S21,PIPU,Picea pungens,-73.640223,45.460963,16.7,17,309
1156,S21,PIPU,Picea pungens,-73.640232,45.460967,30.3,30,310
1157,S21,PIPU,Picea pungens,-73.640269,45.460976,28.4,28,311
1158,S21,PIPU,Picea pungens,-73.640074,45.460904,29.7,30,312
1159,S21,PIPU,Picea pungens,-73.640088,45.460909,40.1,40,313
1160,S21,PIPU,Picea pungens,-73.640178,45.460945,22.9,23,314
1161,S21,PIPU,Picea pungens,-73.640199,45.460954,16.2,16,315
1162,S21,PIPU,Picea pungens,-73.640139,45.460927,18.4,18,316
3917,S21,ACSC,Acer saccharum,-73.642716,45.461958,64,64,317
1163,S21,PIPU,Picea pungens,-73.640045,45.460891,31.6,32,318
1164,S21,PIPU,Picea pungens,-73.640029,45.4609,52.3,52,319
1733,S22,PIPU,Picea pungens 'Koster',-73.637837,45.459953,44.8,45,320
1546,S22,SYRE,Syringa reticulata 'Ivory Silk',-73.639111,45.460451,12.6,13,321
1027,S22,AMGR,Amelanchier g. 'Princess Diana',-73.639227,45.460495,7.7,8,322
1698,S22,SYRE,Syringa reticulata,-73.639398,45.46057,7.6,8,323
2703,S22,SOAU,Sorbus aucuparia 'Rossica',-73.639603,45.460644,8.5,9,324
3302,S22,PIGL,Picea glauca,-73.639825,45.460702,38,38,325
2066,S22,ACPL,Acer platanoides,-73.637246,45.459731,110.6,111,326
1338,S23,ACPL,Acer platanoides 'Deborah',-73.640931,45.461079,31.2,31,327
3843,S23,GLTR,Gleditsia triacanthos 'Skyline',-73.641088,45.461137,19.3,19,328
3779,S23,ACSA,Acer saccharinum,-73.641184,45.461177,81.1,81,329
1339,S23,ACPL,Acer platanoides 'Deborah',-73.641346,45.46124,21.5,22,330
2067,S23,ACPL,Acer platanoides,-73.641601,45.461343,61.6,62,331
1142,S23,PRVISC,Prunus virginiana 'Canada Red',-73.641517,45.461303,22.4,22,332
2068,S23,ACPL,Acer platanoides,-73.641753,45.461406,71.6,72,333
3780,S23,ACSA,Acer saccharinum,-73.642055,45.461523,19.1,19,334
2071,S23,ACPL,Acer platanoides,-73.642233,45.46159,66,66,335
2130,S21,ACPL,Acer platanoides,-73.642722,45.461774,62.2,62,336
2131,S23,ACPL,Acer platanoides,-73.642385,45.461648,54,54,337
1340,S24,ACPL,Acer platanoides 'Deborah',-73.639194,45.467609,28.7,29,339
2461,S24,FRPE,Fraxinus pennsylvanica,-73.639346,45.467668,60.4,60,340
2465,S24,FRPE,Fraxinus pennsylvanica,-73.639508,45.46773,54.9,55,341
2466,S24,FRPE,Fraxinus pennsylvanica,-73.639597,45.467762,47.2,47,342
3775,S24,ACPL,Acer platanoides,-73.639863,45.467865,34.8,35,343
2487,S24,FRPE,Fraxinus pennsylvanica,-73.640016,45.467928,52.9,53,344
2488,S24,FRPE,Fraxinus pennsylvanica,-73.640161,45.467986,66.5,67,345
2072,S24,ACPL,Acer platanoides,-73.640427,45.468085,62.6,63,346
2593,S24,QURU,Quercus rubra,-73.640684,45.468183,9,9,347
3192,S24,ACPL,Acer platanoides 'Superform',-73.640834,45.468242,30.5,31,348
2423,S24,ULMI,Ulmus x hollandica 'Pioneer',-73.640951,45.468291,5.4,5,349
1341,S24,ACPL,Acer platanoides 'Deborah',-73.641073,45.468334,35.2,35,350
1342,S24,ACPL,Acer platanoides 'Deborah',-73.641367,45.468443,24.8,25,351
2073,S24,ACPL,Acer platanoides,-73.64147,45.468484,71.9,72,352
1144,S24,CEOC,Celtis occidentalis 'Prairie Sentinel',-73.64163,45.468538,8.5,9,353
3781,S24,ACSA,Acer saccharinum,-73.641701,45.468583,76.6,77,354
1405,S24,THOC,Thuja occidentalis,-73.641762,45.468605,20.8,21,355
2700,S24,SOAU,Sorbus aucuparia 'Rosedale',-73.641947,45.468673,19.7,20,356
2682,S24,ACPLCK,Acer platanoides 'Schwedleri',-73.642121,45.468744,29.5,30,357
2074,S25,ACPL,Acer platanoides,-73.635844,45.466286,68,68,358
2075,S25,ACPL,Acer platanoides,-73.636115,45.466394,73.4,73,360
3782,S25,ACSA,Acer saccharinum,-73.636314,45.466483,97.9,98,361
3784,S25,ACSA,Acer saccharinum,-73.636391,45.466515,75.6,76,362
2076,S25,ACPL,Acer platanoides,-73.636519,45.466551,56.1,56,363
1498,S25,GLTR,Gleditsia triacanthos 'Imperial',-73.63661,45.466596,48.3,48,364
3844,S25,GLTR,Gleditsia triacanthos 'Skyline',-73.636812,45.466672,46.8,47,365
3789,S25,ACSA,Acer saccharinum,-73.637278,45.466847,54.3,54,366
3193,S25,ACPL,Acer platanoides 'Superform',-73.637374,45.466883,22.3,22,367
2077,S25,ACPL,Acer platanoides,-73.637814,45.467062,57.2,57,369
3790,S25,ACSA,Acer saccharinum,-73.637928,45.467098,81.2,81,370
2078,S25,ACPL,Acer platanoides,-73.638214,45.46721,54.3,54,371
2079,S25,ACPL,Acer platanoides,-73.638096,45.467165,27.9,28,372
2080,S26,ACPL,Acer platanoides,-73.639423,45.467501,67.9,68,373
2081,S26,ACPL,Acer platanoides,-73.639538,45.467559,71.6,72,374
2082,S26,ACPL,Acer platanoides,-73.639684,45.467613,54.1,54,375
1490,S26,ULXXHO,Ulmus x 'Homestead',-73.639846,45.467668,5.8,6,376
2083,S26,ACPL,Acer platanoides,-73.640166,45.467788,67.6,68,377
2084,S26,ACPL,Acer platanoides,-73.640327,45.467855,62.3,62,378
2085,S26,ACPL,Acer platanoides,-73.640424,45.467896,66.5,67,379
2086,S26,ACPL,Acer platanoides,-73.640577,45.467959,47.7,48,380
2087,S26,ACPL,Acer platanoides,-73.640706,45.468003,63.2,63,381
1783,S26,TICO,Tilia cordata,-73.640845,45.468062,56,56,382
2088,S26,ACPL,Acer platanoides,-73.641023,45.468133,69,69,383
3925,S26,FRPE,Fraxinus pennsylvanica 'Summit',-73.64123,45.468205,26.2,26,384
2126,S26,ACPL,Acer platanoides,-73.641313,45.468241,59.7,60,385
2127,S26,ACPL,Acer platanoides,-73.641413,45.468281,60.6,61,386
1316,S26,ACPL,Acer platanoides 'Deborah',-73.641519,45.468322,25.8,26,387
2128,S26,ACPL,Acer platanoides,-73.64183,45.468452,53.5,54,388
2101,S26,ACPL,Acer platanoides,-73.641986,45.468506,59.9,60,389
1438,S26,SOAU,Sorbus aucuparia,-73.642257,45.468622,7.9,8,390
1394,S27,MABA,Malus x 'Dolgo',-73.635948,45.466178,6,6,391
1299,S27,PIAB,Picea abies 'Cupressina',-73.636064,45.466223,5.2,5,392
1939,S27,GIBI,Ginkgo biloba,-73.63623,45.466272,21.3,21,393
1940,S27,GIBI,Ginkgo biloba,-73.636334,45.466308,19,19,394
1046,S27,MCAM,Maackia amurensis,-73.636506,45.46638,3.6,4,395
1318,S27,ACPL,Acer platanoides 'Deborah',-73.636812,45.466514,36.9,37,397
2102,S27,ACPL,Acer platanoides,-73.636976,45.466573,65.4,65,398
1319,S27,ACPL,Acer platanoides 'Deborah',-73.637344,45.466721,35,35,399
