fid,Site Code,Species Code,Species latin,Longitude,Latitude,DBH (2020),DBH Round,Index
3897,S47,SOXA,Sorbus xanthocarpa,-73.638872,45.461104,7.5,8,752
2704,S47,SOAU,Sorbus aucuparia 'Rossica',-73.638989,45.461158,10.2,10,753
1801,S47,TICO,Tilia cordata,-73.639318,45.461288,53.1,53,754
1802,S47,TICO,Tilia cordata,-73.639137,45.461211,69.5,70,755
2409,S47,ACPL,Acer platanoides 'Columnarbroad',-73.636755,45.460274,21.6,22,756
2264,S47,ACPL,Acer platanoides,-73.636665,45.460247,16.3,16,757
2265,S47,ACPL,Acer platanoides,-73.636828,45.460312,29.7,30,758
1803,S48,TICO,Tilia cordata,-73.643,45.462727,62.5,63,759
1804,S48,TICO,Tilia cordata,-73.643181,45.462799,58,58,760
1345,S48,ACPL,Acer platanoides 'Deborah',-73.643299,45.462844,38.1,38,761
1053,S48,ACFR,Acer x freemanii 'Autumn Blaze',-73.643435,45.462893,12.7,13,762
1269,S48,MACO,Malus coronaria,-73.643681,45.462992,41,41,763
1270,S48,MACO,Malus coronaria,-73.643732,45.463014,40.9,41,764
1806,S48,TICO,Tilia cordata,-73.643905,45.463073,54.9,55,765
1807,S48,TICO,Tilia cordata,-73.644065,45.463145,65.4,65,766
1814,S48,TICO,Tilia cordata,-73.64417,45.463185,53.6,54,767
1815,S48,TICO,Tilia cordata,-73.644265,45.463221,46.4,46,768
2993,S48,ACSA,Acer saccharinum,-73.644461,45.463301,52.3,52,769
2994,S48,ACSA,Acer saccharinum,-73.64453,45.463319,56.7,57,770
1921,S48,TICO,Tilia cordata,-73.644662,45.463373,63.3,63,771
1051,S48,PNNI,Pinus nigra 'Austriaca',-73.644823,45.463439,20.3,20,772
1922,S48,TICO,Tilia cordata,-73.644937,45.463481,57.6,58,773
1923,S48,TICO,Tilia cordata,-73.645197,45.463579,64.7,65,774
1924,S48,TICO,Tilia cordata,-73.645327,45.463633,52.7,53,775
1925,S48,TICO,Tilia cordata,-73.645461,45.463687,47.8,48,776
1926,S48,TICO,Tilia cordata,-73.645621,45.463754,66.5,67,777
1420,S48,ACPL,Acer platanoides 'Emerald Queen',-73.645772,45.463816,26,26,778
1927,S48,TICO,Tilia cordata,-73.642705,45.462611,56.7,57,779
1928,S48,TICO,Tilia cordata,-73.642839,45.462665,57.7,58,780
1346,S49,ACPL,Acer platanoides 'Deborah',-73.640099,45.461588,32.1,32,781
1929,S49,TICO,Tilia cordata,-73.640358,45.461687,62.7,63,782
2151,S49,TICO,Tilia cordata,-73.640458,45.461732,55.1,55,783
2997,S49,ACSA,Acer saccharinum,-73.640618,45.46179,64,64,784
3049,S49,ACSA,Acer saccharinum,-73.640736,45.461848,55.2,55,785
4460,S49,TICO,Tilia cordata,-73.640853,45.461889,53.5,54,786
1838,S49,TICO,Tilia cordata,-73.641048,45.461965,66.5,67,787
1839,S49,TICO,Tilia cordata,-73.641216,45.462037,55.3,55,788
1840,S49,TICO,Tilia cordata,-73.641312,45.462073,71.9,72,789
1841,S49,TICO,Tilia cordata,-73.641584,45.46218,63.4,63,790
1842,S49,TICO,Tilia cordata,-73.641705,45.46223,71.1,71,791
2266,S49,ACPL,Acer platanoides,-73.641832,45.462279,69,69,792
2503,S50,FRPE,Fraxinus pennsylvanica,-73.628168,45.461085,58,58,793
2504,S50,FRPE,Fraxinus pennsylvanica,-73.628863,45.461358,45.9,46,794
2424,S50,FRPE,Fraxinus pennsylvanica 'Prairies Spires',-73.629168,45.461477,20,20,795
3050,S50,ACSA,Acer saccharinum,-73.629408,45.461574,85.4,85,796
2425,S50,FRPE,Fraxinus pennsylvanica 'Prairies Spires',-73.629694,45.461683,22.6,23,797
1271,S50,MABA,Malus 'Red Jade',-73.630282,45.461919,23.5,24,798
3926,S50,FRPE,Fraxinus pennsylvanica 'Summit',-73.63053,45.462004,26.9,27,799
2427,S50,FRPE,Fraxinus pennsylvanica 'Prairies Spires',-73.630674,45.462063,20.9,21,800
3405,S50,ACPL,Acer platanoides 'Columnare',-73.630769,45.462103,36.7,37,801
2267,S36,ACPL,Acer platanoides,-73.631229,45.462283,37.8,38,802
1943,S51,GIBI,Ginkgo biloba,-73.640707,45.465668,22.9,23,803
1944,S51,GIBI,Ginkgo biloba,-73.640873,45.465727,25.3,25,804
2268,S51,ACPL,Acer platanoides,-73.641148,45.465839,63.4,63,805
2269,S51,ACPL,Acer platanoides,-73.641267,45.465884,76.5,77,806
3927,S51,FRPE,Fraxinus pennsylvanica 'Summit',-73.641415,45.465951,26.3,26,807
2739,S51,TITO,Tilia tomentosa,-73.641603,45.466015,6.4,6,808
1992,S51,LQSTMO,Liquidambar styraciflua 'Moraine',-73.641696,45.466051,5.2,5,809
2889,S51,ACPL,Acer platanoides 'Emerald Queen',-73.641982,45.466162,19.9,20,811
1265,S51,TICO,Tilia cordata 'Corzam',-73.642098,45.466202,5.3,5,812
3300,S51,QUAL,Quercus alba,-73.642243,45.46626,6,6,813
2486,S51,AEGL,Aesculus glabra,-73.642367,45.466309,5.7,6,814
3406,S51,ACPL,Acer platanoides 'Columnare',-73.642528,45.466368,198.6,199,815
2270,S51,ACPL,Acer platanoides,-73.642635,45.466413,77.3,77,816
2271,S51,ACPL,Acer platanoides,-73.642802,45.466476,51.3,51,817
2272,S51,ACPL,Acer platanoides,-73.642908,45.466516,81.1,81,818
3051,S51,ACSA,Acer saccharinum,-73.643054,45.46657,4.9,5,819
2273,S51,ACPL,Acer platanoides,-73.643232,45.466641,71.1,71,820
1024,S51,ACFR,Acer x freemanii 'Armstrong',-73.643147,45.466608,4.5,5,821
1054,S51,ACFR,Acer x freemanii 'Autumn Blaze',-73.643375,45.4667,33,33,822
1055,S51,ACFR,Acer x freemanii 'Autumn Blaze',-73.643494,45.46674,38.3,38,823
3052,S51,ACSA,Acer saccharinum,-73.640263,45.465489,6.2,6,824
2517,S52,FRPE,Fraxinus pennsylvanica,-73.637434,45.464408,64,64,825
2518,S52,FRPE,Fraxinus pennsylvanica,-73.637714,45.464516,63.3,63,826
2519,S52,FRPE,Fraxinus pennsylvanica,-73.637807,45.464547,49.7,50,827
1945,S52,GIBI,Ginkgo biloba,-73.637914,45.464587,4.3,4,828
3454,S52,CEOC,Celtis occidentalis,-73.638046,45.464641,37.3,37,829
3053,S52,ACSA,Acer saccharinum,-73.638253,45.464717,52.1,52,830
2520,S52,FRPE,Fraxinus pennsylvanica,-73.63833,45.464749,58.4,58,831
2521,S52,FRPE,Fraxinus pennsylvanica,-73.63848,45.464803,64.9,65,832
1459,S52,PIPU,Picea pungens 'Glauca',-73.63865,45.46487,56.4,56,833
2679,S52,BENI,Betula nigra,-73.638748,45.46491,4.6,5,834
1946,S52,GIBI,Ginkgo biloba,-73.638887,45.464964,5.2,5,835
2522,S52,FRPE,Fraxinus pennsylvanica,-73.639014,45.465018,60,60,837
2596,S52,QURU,Quercus rubra,-73.639146,45.465058,5.1,5,838
2523,S52,FRPE,Fraxinus pennsylvanica,-73.639414,45.465161,59.9,60,839
2524,S52,FRPE,Fraxinus pennsylvanica,-73.639571,45.465229,62.2,62,840
2733,S52,ULPU,Ulmus pumila,-73.639884,45.46535,91.9,92,841
2734,S52,ULPU,Ulmus pumila,-73.639973,45.46539,78.3,78,842
1947,S53,GIBI,Ginkgo biloba,-73.628409,45.460999,41.5,42,843
1968,S53,GIBI,Ginkgo biloba,-73.628529,45.461048,37.8,38,844
1969,S53,GIBI,Ginkgo biloba,-73.628612,45.46108,33.4,33,845
2428,S53,FRPE,Fraxinus pennsylvanica 'Prairies Spires',-73.628707,45.461118,22,22,846
2429,S53,FRPE,Fraxinus pennsylvanica 'Prairies Spires',-73.628836,45.46117,18,18,847
2431,S53,FRPE,Fraxinus pennsylvanica 'Prairies Spires',-73.628977,45.461224,23.2,23,848
1295,S53,ACPLCK,Acer platanoides 'Crimson King',-73.629247,45.461322,53.2,53,849
2432,S53,FRPE,Fraxinus pennsylvanica 'Prairies Spires',-73.629378,45.461379,18.8,19,850
2274,S53,ACPL,Acer platanoides,-73.629636,45.461475,68.1,68,851
3407,S53,ACPL,Acer platanoides 'Columnare',-73.629799,45.461546,33.2,33,852
3422,S53,ACPL,Acer platanoides 'Columnare',-73.630262,45.461726,32.6,33,853
3348,S109,PIPU,Picea pungens,-73.634495,45.463291,52.2,52,854
3054,S109,ACSA,Acer saccharinum,-73.634597,45.463309,94.2,94,855
2525,S109,FRPE,Fraxinus pennsylvanica,-73.634845,45.463399,69.4,69,856
2670,S109,PIRU,Picea rubens,-73.634986,45.463471,24,24,857
2275,S109,ACPL,Acer platanoides,-73.635271,45.463574,46.8,47,858
2280,S109,ACPL,Acer platanoides,-73.635574,45.463686,62.4,62,859
2235,S109,ACPL,Acer platanoides,-73.635815,45.46378,49.1,49,860
2526,S109,FRPE,Fraxinus pennsylvanica,-73.635901,45.463811,55.1,55,861
2527,S109,FRPE,Fraxinus pennsylvanica,-73.636021,45.463861,58.3,58,862
1729,S109,GYDI,Gymnocladus dioicus,-73.63597,45.463839,5.6,6,864
1730,S109,GYDI,Gymnocladus dioicus,-73.635428,45.463636,4.5,5,865
3055,S109,ACSA,Acer saccharinum,-73.636884,45.464193,63.3,63,866
3056,S109,ACSA,Acer saccharinum,-73.63698,45.464229,82,82,867
3306,S109,PIGL,Picea glauca,-73.636659,45.464121,16.6,17,868
1467,S109,QUROFA,Quercus robur 'Fastigiata',-73.636817,45.464168,6.1,6,869
1013,S54,ACMIMO,Acer miyabei 'Morton' (State Street TM),-73.634656,45.463178,7.8,8,870
2528,S54,FRPE,Fraxinus pennsylvanica,-73.634834,45.46325,50.5,51,871
2566,S54,FRPE,Fraxinus pennsylvanica,-73.635065,45.46334,78.9,79,872
2567,S54,FRPE,Fraxinus pennsylvanica,-73.635235,45.463403,57.7,58,873
1995,S54,ULMI,Ulmus x 'Morton' (Accolade TM),-73.635473,45.463492,9.1,9,875
2568,S54,FRPE,Fraxinus pennsylvanica,-73.635583,45.463533,75.2,75,876
1734,S54,PIPU,Picea pungens 'Koster',-73.635717,45.463569,39.4,39,877
1479,S54,ACGI,Acer ginnala 'Flame',-73.635794,45.463618,6.4,6,878
2569,S54,FRPE,Fraxinus pennsylvanica,-73.636392,45.463856,43.1,43,880
3455,S54,CEOC,Celtis occidentalis,-73.636487,45.463874,28.1,28,881
2236,S54,ACPL,Acer platanoides,-73.636704,45.463968,65.4,65,882
2671,S54,PIRU,Picea rubens,-73.63705,45.464103,15.5,16,883
1379,S54,THOC,Thuja occidentalis,-73.634309,45.463048,114.4,114,884
3057,S54,ACSA,Acer saccharinum,-73.634572,45.463134,103.4,103,885
2237,S55,ACPL,Acer platanoides,-73.640434,45.465403,63.3,63,887
3320,S55,LITU,Liriodendron tulipifera,-73.640926,45.465596,5.2,5,888
3858,S55,GLTR,Gleditsia triacanthos 'Skyline',-73.641349,45.465753,4.8,5,890
3058,S55,ACSA,Acer saccharinum,-73.64147,45.465793,65.4,65,891
1146,S55,MABA,Malus x Centurion®,-73.641816,45.465933,7.7,8,893
2449,S55,THOC,Thuja occidentalis 'Fastigiata',-73.641773,45.465915,12.3,12,894
2419,S55,QUPA,Quercus palustris,-73.64189,45.465959,8.4,8,895
1047,S55,MCAM,Maackia amurensis,-73.642161,45.466063,4.8,5,896
3059,S55,ACSA,Acer saccharinum,-73.642623,45.466246,43.4,43,899
2238,S55,ACPL,Acer platanoides,-73.642756,45.466296,55,55,900
3859,S55,GLTR,Gleditsia triacanthos 'Skyline',-73.642876,45.46634,21.8,22,901
3060,S55,ACSA,Acer saccharinum,-73.643037,45.466399,72.6,73,902
2239,S55,ACPL,Acer platanoides,-73.64315,45.466444,63.6,64,903
2240,S55,ACPL,Acer platanoides,-73.643458,45.466565,69.6,70,904
2710,S55,ACGI,Acer ginnala 'Ruby Slippers',-73.6433,45.466504,5.5,6,905
2241,S55,ACPL,Acer platanoides,-73.643585,45.466614,61.8,62,906
1380,S55,THOC,Thuja occidentalis,-73.643704,45.466668,65.3,65,907
1381,S55,THOC,Thuja occidentalis,-73.643719,45.466665,42.5,43,908
2242,S56,ACPL,Acer platanoides,-73.637495,45.464277,71.8,72,909
1347,S56,ACPL,Acer platanoides 'Deborah',-73.637689,45.464354,29,29,911
2570,S56,FRPE,Fraxinus pennsylvanica,-73.6378,45.464399,49.4,49,912
2442,S56,ULMI,Ulmus wilsoniana 'Prospector',-73.637869,45.464418,12.4,12,913
1082,S56,CACA,Carpinus caroliniana,-73.637967,45.464458,5.5,6,914
3005,S56,ACSA,Acer saccharinum,-73.638543,45.46466,76.5,77,915
2243,S56,ACPL,Acer platanoides,-73.638856,45.464798,45.5,46,917
3006,S56,ACSA,Acer saccharinum,-73.63891,45.46482,56.3,56,918
2571,S56,FRPE,Fraxinus pennsylvanica,-73.639034,45.464865,65.5,66,919
2572,S56,FRPE,Fraxinus pennsylvanica,-73.639127,45.464905,56,56,920
2573,S56,FRPE,Fraxinus pennsylvanica,-73.639297,45.464973,58.7,59,921
3228,S56,ACTA,Acer tataricum,-73.639565,45.465067,10.3,10,922
3007,S56,ACSA,Acer saccharinum,-73.639683,45.465097,103.3,103,923
3423,S56,ACPL,Acer platanoides 'Columnare',-73.64014,45.465264,57.6,58,924
2244,S57,ACPL,Acer platanoides,-73.645568,45.459458,70.5,71,925
2245,S57,ACPL,Acer platanoides,-73.645733,45.459525,57.6,58,926
1348,S57,ACPL,Acer platanoides 'Deborah',-73.645923,45.459597,29,29,927
3317,S57,TIAM,Tilia a. Lincoln,-73.646075,45.459651,6.8,7,928
1349,S57,ACPL,Acer platanoides 'Deborah',-73.646228,45.459713,31.2,31,929
3008,S57,ACSA,Acer saccharinum,-73.64658,45.459843,86.9,87,930
3009,S57,ACSA,Acer saccharinum,-73.646751,45.45992,33.1,33,931
3010,S57,ACSA,Acer saccharinum,-73.646911,45.459973,95,95,932
2246,S57,ACPL,Acer platanoides,-73.647247,45.460108,61.9,62,933
3011,S57,ACSA,Acer saccharinum,-73.647375,45.460157,57.6,58,934
3012,S57,ACSA,Acer saccharinum,-73.647511,45.460211,53.3,53,935
2597,S57,QURU,Quercus rubra,-73.647655,45.460269,18.2,18,936
3027,S57,ACSA,Acer saccharinum,-73.647846,45.460337,66.1,66,937
1350,S57,ACPL,Acer platanoides 'Deborah',-73.648178,45.460467,28.1,28,938
3333,S57,CTSP,Catalpa speciosa,-73.648335,45.460523,12.5,13,939
2247,S57,ACPL,Acer platanoides,-73.645286,45.459359,62.9,63,940
2410,S57,ACPL,Acer platanoides 'Columnarbroad',-73.645242,45.459337,41.2,41,941
3429,S58,CEOC,Celtis occidentalis,-73.645702,45.45935,31.8,32,942
2248,S58,ACPL,Acer platanoides,-73.646448,45.459628,68.4,68,943
3028,S58,ACSA,Acer saccharinum,-73.646593,45.459686,102.3,102,944
2249,S58,ACPL,Acer platanoides,-73.646803,45.459767,46.4,46,945
2690,S58,GLTR,Gleditsia triacanthos 'Shademaster',-73.647111,45.459888,5.9,6,946
2701,S58,MABA,Malus x 'Rosseau',-73.647243,45.459936,5.4,5,947
2250,S58,ACPL,Acer platanoides,-73.647813,45.460152,61.8,62,948
2251,S58,ACPL,Acer platanoides,-73.64814,45.460287,69.8,70,949
2252,S58,ACPL,Acer platanoides,-73.645269,45.459179,101.7,102,950
1397,S59,CGPU,Crataegus puncata,-73.631602,45.45975,32.5,33,951
3896,S59,CGMOSN,Crataegus x mordenensis 'Snowbird',-73.63183,45.459834,34.5,35,952
3860,S59,GLTR,Gleditsia triacanthos 'Skyline',-73.632072,45.459933,44.2,44,953
3029,S59,ACSA,Acer saccharinum,-73.63225,45.46,89,89,954
1500,S59,GLTR,Gleditsia triacanthos 'Imperial',-73.632566,45.460117,47.9,48,955
1501,S59,GLTR,Gleditsia triacanthos 'Imperial',-73.632693,45.460166,48.5,49,956
3861,S59,GLTR,Gleditsia triacanthos 'Skyline',-73.632829,45.46022,24.2,24,957
2735,S59,ULPU,Ulmus pumila,-73.633187,45.460355,85.6,86,959
1843,S59,TICO,Tilia cordata,-73.633531,45.460485,50.1,50,960
1844,S59,TICO,Tilia cordata,-73.633622,45.460525,43.4,43,961
2736,S59,ULPU,Ulmus pumila,-73.633916,45.460637,53.3,53,962
2737,S59,ULPU,Ulmus pumila,-73.634043,45.460691,70.2,70,963
1091,S60,QUMA,Quercus macrocarpa,-73.62932,45.460753,12.6,13,964
3030,S60,ACSA,Acer saccharinum,-73.629521,45.460827,77.5,78,965
2283,S60,ACPL,Acer platanoides,-73.629622,45.460867,50.1,50,966
1434,S60,FASYRI,Fagus sylvatica Riversii,-73.629809,45.460939,6.7,7,967
2683,S60,ACPLCK,Acer platanoides 'Schwedleri',-73.630866,45.461352,42.8,43,969
1845,S60,TICO,Tilia cordata,-73.630995,45.461401,64,64,970
3424,S60,ACPL,Acer platanoides 'Columnare',-73.631182,45.461477,37.2,37,971
1062,S60,FRAM,Fraxinus americana 'Autumn Purple',-73.631338,45.461545,46,46,972
2441,S61,MABA,Malus x 'Profusion',-73.641786,45.4554,4.5,5,973
1096,S61,PYCA,Pyrus calleryana,-73.641633,45.455337,5.7,6,974
2574,S61,FRPE,Fraxinus pennsylvanica,-73.642016,45.455471,35.8,36,976
3031,S61,ACSA,Acer saccharinum,-73.64206,45.455503,65.4,65,977
3032,S61,ACSA,Acer saccharinum,-73.642425,45.455646,85.3,85,978
1097,S61,PYCA,Pyrus calleryana,-73.642352,45.455615,4.6,5,979
3349,S61,PIPU,Picea pungens,-73.642688,45.455722,21.5,22,980
2575,S61,FRPE,Fraxinus pennsylvanica,-73.643064,45.455888,63.1,63,981
1272,S61,MASY,Malus sylvestris,-73.64315,45.455922,13.3,13,982
2576,S61,FRPE,Fraxinus pennsylvanica,-73.643311,45.455987,47.2,47,983
2284,S61,ACPL,Acer platanoides,-73.64348,45.456036,17.2,17,984
2285,S61,ACPL,Acer platanoides,-73.643492,45.456038,36.9,37,985
1439,S61,SOAU,Sorbus aucuparia,-73.643481,45.456046,29.7,30,986
2286,S61,ACPL,Acer platanoides,-73.643491,45.456048,17.4,17,987
2018,S61,PNMU,Pinus mugo,-73.643502,45.456048,,0,988
2577,S61,FRPE,Fraxinus pennsylvanica,-73.643612,45.456104,53,53,989
2547,S63,FRPE,Fraxinus pennsylvanica,-73.643709,45.456306,45.4,45,1003
3311,S63,BEAL,Betula alleghaniensis,-73.643783,45.456336,6,6,1004
2599,S63,QURU,Quercus rubra,-73.644016,45.456432,27.2,27,1005
1689,S63,LAKA,Larix kaempferi,-73.644164,45.456481,43.1,43,1006
1690,S63,LAKA,Larix kaempferi,-73.644215,45.456503,53.8,54,1007
3035,S63,ACSA,Acer saccharinum,-73.644329,45.456544,72.8,73,1008
3329,S63,TIERWR,Tilia x europaea 'Wratislaviensis',-73.644715,45.456697,6.7,7,1009
3928,S63,FRPE,Fraxinus pennsylvanica 'Summit',-73.644802,45.456728,23.9,24,1010
2549,S63,FRPE,Fraxinus pennsylvanica,-73.644936,45.456786,74,74,1011
3198,S63,QUBI,Quercus bicolor,-73.645101,45.456848,8.6,9,1012
3920,S63,ACSC,Acer saccharum,-73.645291,45.456923,7.6,8,1013
3036,S63,ACSA,Acer saccharinum,-73.645427,45.456974,109,109,1014
3037,S63,ACSA,Acer saccharinum,-73.645507,45.457001,68.5,69,1015
1068,S63,ROPS,Robinia pseudoacacia,-73.645807,45.457127,64.8,65,1016
3038,S63,ACSA,Acer saccharinum,-73.645913,45.457158,126.1,126,1017
3350,S63,PIPU,Picea pungens,-73.646312,45.457311,39.5,40,1018
2288,S63,ACPL,Acer platanoides,-73.646196,45.45727,48.8,49,1019
3039,S64,ACSA,Acer saccharinum,-73.646931,45.457557,79.1,79,1020
3040,S64,ACSA,Acer saccharinum,-73.647028,45.457589,73.6,74,1021
2411,S64,ACPL,Acer platanoides 'Columnarbroad',-73.647163,45.457646,28.7,29,1022
3041,S64,ACSA,Acer saccharinum,-73.647255,45.457682,80.9,81,1023
2718,S64,BENI,Betula nigra,-73.647485,45.457775,4.9,5,1024
3958,S64,ACPL,Acer platanoides 'Emerald Queen',-73.647597,45.457813,40.1,40,1025
3689,S64,AECABR,Aesculus carnea 'Briotii',-73.647707,45.457858,5,5,1026
2289,S64,ACPL,Acer platanoides,-73.647817,45.457894,70.9,71,1027
1491,S64,ULXXHO,Ulmus x 'Homestead',-73.647932,45.457945,8.4,8,1028
3959,S64,ACPL,Acer platanoides 'Emerald Queen',-73.648156,45.458028,23,23,1029
1516,S64,TICO,Tilia cordata 'Greenspire',-73.648268,45.458068,8.5,9,1030
3900,S64,MCAM,Maackia amurensis 'Starburst',-73.64838,45.458113,6.8,7,1031
2600,S64,QURU,Quercus rubra,-73.648603,45.458198,6,6,1032
1399,S64,AMCA,Amelanchier canadensis,-73.648707,45.458239,4.8,5,1033
1996,S64,ULMI,Ulmus x 'Morton' (Accolade TM),-73.648819,45.458288,7,7,1034
1492,S64,ULXXHO,Ulmus x 'Homestead',-73.649025,45.458366,8.1,8,1035
3334,S64,CTSP,Catalpa speciosa,-73.649149,45.458415,7.5,8,1036
1029,S64,AMLA,Amelanchier laevis,-73.649099,45.458396,4.6,5,1037
2290,S64,ACPL,Acer platanoides,-73.649328,45.45848,63.3,63,1038
1044,S64,PHAM,Phellodendron amurensis,-73.649474,45.458535,6.1,6,1039
1351,S64,ACPL,Acer platanoides 'Deborah',-73.649632,45.458598,28.2,28,1040
3930,S64,FRPE,Fraxinus pennsylvanica 'Summit',-73.649742,45.458642,22,22,1041
2291,S64,ACPL,Acer platanoides,-73.646751,45.457481,71.8,72,1042
1075,S64,ACFR,Acer x freemanii 'Autumn Blaze',-73.64663,45.457441,27.8,28,1043
1049,S65,MCAM,Maackia amurensis,-73.643988,45.456246,6.4,6,1044
2550,S65,FRPE,Fraxinus pennsylvanica,-73.644084,45.456288,58.8,59,1045
1014,S65,ACMIMO,Acer miyabei 'Morton' (State Street TM),-73.644159,45.456313,11,11,1046
3199,S65,QUBI,Quercus bicolor,-73.644342,45.456381,8.9,9,1047
2551,S65,FRPE,Fraxinus pennsylvanica,-73.644407,45.456404,51.4,51,1048
1480,S65,ACGI,Acer ginnala 'Flame',-73.644538,45.456449,16,16,1049
2553,S65,FRPE,Fraxinus pennsylvanica,-73.644604,45.456476,62.4,62,1050
2554,S65,FRPE,Fraxinus pennsylvanica,-73.644749,45.456539,51.1,51,1051
2555,S65,FRPE,Fraxinus pennsylvanica,-73.644865,45.456584,49.5,50,1052
2556,S65,FRPE,Fraxinus pennsylvanica,-73.645006,45.456637,61.1,61,1053
2557,S65,FRPE,Fraxinus pennsylvanica,-73.645114,45.456678,65.6,66,1054
1400,S65,AMCA,Amelanchier canadensis,-73.645261,45.456737,6.8,7,1055
1983,S65,MABA,Malus x 'Makamik',-73.645374,45.456781,4.8,5,1056
2558,S65,FRPE,Fraxinus pennsylvanica,-73.645945,45.457001,58,58,1057
2559,S65,FRPE,Fraxinus pennsylvanica,-73.646122,45.457072,63.4,63,1058
2560,S65,FRPE,Fraxinus pennsylvanica,-73.646237,45.457122,45.7,46,1059
2565,S65,FRPE,Fraxinus pennsylvanica,-73.646352,45.457162,55.6,56,1060
2292,S67,ACPL,Acer platanoides,-73.634148,45.464902,55.9,56,1071
2294,S67,ACPL,Acer platanoides,-73.634042,45.464875,74.3,74,1072
2217,S67,ACPL,Acer platanoides,-73.635957,45.465607,75.6,76,1073
2218,S67,ACPL,Acer platanoides,-73.635486,45.465427,45,45,1074
2219,S67,ACPL,Acer platanoides,-73.635592,45.465467,24.6,25,1075
2220,S67,ACPL,Acer platanoides,-73.635181,45.465302,43,43,1076
2221,S67,ACPL,Acer platanoides,-73.634796,45.465153,63,63,1078
2223,S67,ACPL,Acer platanoides,-73.635074,45.465261,60.9,61,1079
2224,S67,ACPL,Acer platanoides,-73.635723,45.465517,23.3,23,1080
1015,S67,ACMIMO,Acer miyabei 'Morton' (State Street TM),-73.633575,45.46468,7.9,8,1081
1513,S67,SYRE,Syringa reticulata 'Golden Eclipse',-73.633081,45.464494,18.6,19,1082
2675,S67,QUWARP,Quercus x warei 'Regal Prince',-73.633451,45.464628,7.9,8,1083
1273,S67,MABA,Malus 'Prairiefire',-73.633187,45.464524,27.4,27,1084
2225,S67,ACPL,Acer platanoides,-73.635813,45.465549,20.6,21,1085
2226,S67,ACPL,Acer platanoides,-73.635792,45.465541,22.6,23,1086
2227,S68,ACPL,Acer platanoides,-73.639759,45.467087,61.7,62,1087
2229,S68,ACPL,Acer platanoides,-73.639925,45.46714,67.2,67,1088
1691,S68,SYRE,Syringa reticulata,-73.6403,45.4673,9.7,10,1089
2230,S68,ACPL,Acer platanoides,-73.640569,45.467396,68.2,68,1090
2231,S68,ACPL,Acer platanoides,-73.640836,45.467495,57.9,58,1091
3323,S68,ULXXFR,Ulmus x 'Frontier',-73.641441,45.467733,7.3,7,1092
1493,S68,ULXXHO,Ulmus x 'Homestead',-73.641366,45.467707,6.8,7,1093
2232,S68,ACPL,Acer platanoides,-73.641549,45.467777,62.8,63,1094
2233,S68,ACPL,Acer platanoides,-73.641699,45.46784,73.6,74,1095
2234,S68,ACPL,Acer platanoides,-73.641842,45.467889,67.3,67,1096
2450,S68,ACSA,Acer saccharinum 'Pyramidalis',-73.641983,45.46793,36.2,36,1097
2304,S68,ACPL,Acer platanoides,-73.642114,45.468002,60.3,60,1098
2305,S68,ACPL,Acer platanoides,-73.642406,45.468109,84.9,85,1099
2306,S68,ACPL,Acer platanoides,-73.639504,45.466988,69.9,70,1100
1973,S68,GIBI,Ginkgo biloba,-73.639262,45.466881,8.1,8,1101
1025,S68,ACFR,Acer x freemanii 'Armstrong',-73.639314,45.4669,9.6,10,1102
1026,S68,ACFR,Acer x freemanii 'Armstrong',-73.639369,45.46692,9.6,10,1103
3862,S69,GLTR,Gleditsia triacanthos 'Skyline',-73.636379,45.46576,19.6,20,1104
1352,S69,ACPL,Acer platanoides 'Deborah',-73.636885,45.465952,35.1,35,1105
2307,S69,ACPL,Acer platanoides,-73.637008,45.466001,19.8,20,1106
2308,S69,ACPL,Acer platanoides,-73.637094,45.466028,61.4,61,1107
1353,S69,ACPL,Acer platanoides 'Deborah',-73.637254,45.466091,16.8,17,1108
2309,S69,ACPL,Acer platanoides,-73.637377,45.46614,59.3,59,1109
1423,S69,ACPL,Acer platanoides 'Emerald Queen',-73.637963,45.466364,40.4,40,1110
3863,S69,GLTR,Gleditsia triacanthos 'Skyline',-73.638067,45.466405,27.2,27,1111
2310,S69,ACPL,Acer platanoides,-73.638201,45.466454,64.2,64,1112
1487,S69,MABA,Malus x 'Harvest Gold'¿,-73.638341,45.466513,8.7,9,1113
2691,S69,GLTR,Gleditsia triacanthos 'Shademaster',-73.638302,45.466497,8.4,8,1114
2447,S69,MABA,Malus x 'Jefspire' (Purple Spire TM),-73.638473,45.466566,8.6,9,1115
3326,S69,ULMI,Ulmus x New Horizon,-73.638528,45.466589,17.2,17,1116
2311,S69,ACPL,Acer platanoides,-73.638604,45.46662,41.2,41,1117
1468,S69,QUROFA,Quercus robur 'Fastigiata',-73.638849,45.466716,9.7,10,1118
2453,S69,QURO,Quercus robur 'Crimson Spire',-73.638921,45.466743,11.2,11,1119
2420,S69,QUPA,Quercus palustris,-73.6365771,45.4658578,4.7,5,1120
2312,S70,ACPL,Acer platanoides,-73.633365,45.464431,55,55,1121
2313,S70,ACPL,Acer platanoides,-73.633446,45.464458,47.8,48,1122
1469,S70,QUROFA,Quercus robur 'Fastigiata',-73.633613,45.464522,6,6,1124
1555,S70,SYRE,Syringa reticulata 'Ivory Silk',-73.633714,45.464561,18.7,19,1125
2412,S70,ACPL,Acer platanoides 'Columnarbroad',-73.633835,45.46461,28.6,29,1126
